# Provenance:
#   Script: /media/drn2/External/TARA-Oceans/MANUSCRIPT/.wt_ralph58/task2/scripts/pnps_analysis/finalize_pfam_status_20260530_211500.py
#   Source 1: UniProt REST API — all C. reinhardtii proteins (organism_id:3055)
#   Source 2: Ensembl Plants BioMart — creinhardtii_eg_gene, Pfam attribute
#   Source 3: NCBI RefSeq GFF3 — GCF_000002595.2 (gene existence via Phytozome Dbxref)
#   DS3: Flowers et al. 2015 tpc00492 SupplementalDS3 (doi:10.5061/dryad.1n0g6)
#   Date: 2026-05-30 20:43:48
#   Method: Merged UniProt Pfam + Ensembl BioMart Pfam + NCBI GFF3 cross-reference
#
#   Classification:
#     has_pfam=1: gene has >=1 Pfam domain in UniProt and/or BioMart
#     has_pfam=0: gene found in databases but no Pfam domain annotated
#     has_pfam=-1: gene uses old JGI v5.0 ID (g####) not in v5.5/v5.6;
#                  absent from UniProt, Ensembl, and NCBI RefSeq.
#                  These 5,882 genes need hmmsearch on the v5.0 proteome (task 3).
Gene_ID	has_pfam	pfam_domains
Cre05.g236400	0	
Cre05.g236450	0	
Cre05.g236501	0	
Cre05.g236544	-1	
Cre05.g236550	0	
Cre05.g236600	0	
Cre05.g236650	1	PF00211
Cre05.g236700	0	
Cre05.g236750	0	
Cre05.g236900	-1	
Cre05.g236907	0	
Cre05.g236926	0	
Cre05.g236950	1	PF00176,PF00271
Cre05.g237000	1	PF00557
Cre05.g237050	1	PF06799
Cre05.g237100	1	PF09398
Cre05.g237150	0	
Cre05.g237200	1	PF00350,PF01031
Cre05.g237250	0	
Cre05.g237350	0	
Cre05.g237450	1	PF02482,PF16321
Cre05.g237500	0	
Cre05.g237550	0	
Cre05.g237600	1	PF09243
Cre05.g237650	0	
Cre05.g237700	1	PF04135
Cre05.g237750	1	PF03980
Cre05.g237800	1	PF00211
Cre05.g237850	0	
Cre05.g237900	-1	
Cre05.g237950	0	
Cre05.g238000	1	PF07707
Cre05.g238100	1	PF07714
Cre05.g238140	0	
Cre05.g238150	1	PF24681
Cre05.g238200	0	
Cre05.g238250	1	PF00170
Cre05.g238400	0	
Cre05.g238450	0	
Cre05.g238500	1	PF21016
Cre05.g238550	0	
Cre05.g238650	1	PF12499
Cre05.g238750	-1	
Cre05.g238800	0	
Cre05.g238900	1	PF00270,PF00271
Cre05.g238935	0	
Cre05.g238950	1	PF00588
Cre05.g239000	1	PF13229
Cre05.g239050	1	PF13489
Cre05.g239100	0	
Cre05.g239122	-1	
Cre05.g239200	0	
Cre05.g239250	1	PF05964,PF05965
Cre05.g239300	0	
Cre05.g239350	0	
Cre05.g239400	0	
Cre05.g239450	1	PF09414,PF22547,PF22784
Cre05.g239500	0	
Cre05.g239550	0	
Cre05.g239600	0	
Cre05.g239650	0	
Cre05.g239700	0	
Cre05.g239750	1	PF00884
Cre05.g239800	1	PF00884
Cre05.g239850	1	PF09423,PF16655
Cre05.g239900	1	PF00884
Cre05.g239950	0	
Cre05.g239978	1	PF02694
Cre05.g240000	1	PF01569
Cre05.g240050	1	PF13813
Cre05.g240100	0	
Cre05.g240150	1	PF00179
Cre05.g240200	1	PF13639
Cre05.g240300	0	
Cre05.g240350	0	
Cre05.g240450	0	
Cre05.g240500	1	PF00569,PF07910
Cre05.g240533	1	PF01485
Cre05.g240550	1	PF03665
Cre05.g240600	0	
Cre05.g240650	1	PF00226,PF12171,PF21884
Cre05.g240700	1	PF00530,PF05572
Cre05.g240750	0	
Cre05.g240800	0	
Cre05.g240850	1	PF01964,PF13667
Cre05.g240900	0	
Cre05.g240950	0	
Cre05.g241000	1	PF10084
Cre05.g241050	0	
Cre05.g241100	1	PF10084
Cre05.g241150	1	PF12717
Cre05.g241250	1	PF12738
Cre05.g241300	1	PF01423
Cre05.g241350	1	PF00005,PF19055
Cre05.g241400	1	PF01794,PF08022
Cre05.g241500	0	
Cre05.g241550	0	
Cre05.g241600	0	
Cre05.g241650	1	PF00326,PF19283
Cre05.g241700	-1	
Cre05.g241750	1	PF02518,PF10436
Cre05.g241850	1	PF16114,PF24948
Cre05.g241900	0	
Cre05.g241950	1	PF01459
Cre05.g242000	1	PF01078,PF13519,PF17863
Cre05.g242050	0	
Cre05.g242100	1	PF00082
Cre05.g242150	-1	
Cre05.g242178	1	PF03009
Cre05.g242300	1	PF05091
Cre05.g242350	1	PF00122,PF00689,PF00690,PF00702,PF08282,PF13246
Cre05.g242400	0	
Cre05.g242500	1	PF04712
Cre05.g242550	1	PF04712
Cre05.g242600	1	PF00320
Cre05.g242650	0	
Cre05.g242700	1	PF00082,PF02225
Cre05.g242750	1	PF00082,PF02225
Cre05.g242850	0	
Cre05.g242900	0	
Cre05.g242950	1	PF00237
Cre05.g243050	1	PF00085
Cre05.g243100	-1	
Cre05.g243352	0	
Cre05.g243353	1	PF13540
Cre05.g243354	0	
Cre05.g243450	1	PF07250,PF09118
Cre05.g243472	0	
Cre05.g243550	0	
Cre05.g243650	0	
Cre05.g243700	0	
Cre05.g243800	1	PF13326
Cre05.g243850	0	
Cre05.g243900	0	
Cre05.g243950	0	
Cre05.g244100	0	
Cre05.g244150	0	
Cre05.g244236	1	PF08704
Cre05.g244250	1	PF03028,PF08393,PF12774,PF12775,PF12777,PF12780,PF12781,PF17852,PF18198,PF18199,PF22597
Cre05.g244300	0	
Cre05.g244350	0	
Cre05.g244400	1	PF03407
Cre05.g244450	0	
Cre05.g244500	0	
Cre05.g244550	0	
Cre05.g244650	0	
Cre05.g244700	1	PF13640
Cre05.g244750	1	PF05282,PF20981
Cre05.g244800	1	PF08547,PF13460
Cre05.g244900	1	PF01594
Cre05.g244950	1	PF05753
Cre05.g245000	-1	
Cre05.g245100	0	
Cre05.g245150	0	
Cre05.g245259	-1	
Cre05.g245350	1	PF01549
Cre05.g245400	-1	
Cre05.g245450	1	PF01209
Cre05.g245500	1	PF00023,PF06985,PF12796
Cre05.g245550	1	PF00454,PF00613,PF19274
Cre05.g245600	-1	
Cre05.g245700	1	PF00023,PF06985,PF12796,PF13637,PF13857
Cre05.g245800	0	
Cre05.g245808	-1	
Cre05.g245900	1	PF01063
Cre05.g245950	1	PF00350,PF01031,PF02212
Cre05.g246000	0	
Cre05.g246050	1	PF02338,PF02810
Cre05.g246150	1	PF00211
Cre05.g246200	1	PF00069
Cre05.g246250	1	PF01753
Cre05.g246300	0	
Cre05.g246350	-1	
Cre05.g246376	0	
Cre05.g246400	1	PF00797
Cre05.g246450	-1	
Cre05.g246600	1	PF17180
Cre05.g246750	0	
Cre05.g246800	1	PF05419
Cre05.g246900	1	PF06525
Cre05.g246950	0	
Cre05.g247000	1	PF00439,PF00628,PF02791
Cre05.g247050	1	PF04145
Cre05.g247100	1	PF08757
Cre05.g247150	0	
Cre05.g247200	0	
Cre05.g247250	0	
Cre05.g247300	1	PF13432
Cre05.g247350	0	
Cre05.g247400	1	PF00581
Cre05.g247450	1	PF00581
Cre05.g247500	1	PF00097
Cre05.g247550	1	PF13409
Cre05.g247600	1	PF00179
Cre05.g247650	0	
Cre05.g247700	0	
Cre05.g247800	-1	
Cre05.g247850	1	PF00293
Cre05.g247900	1	PF00646
Cre05.g247950	0	
Cre05.g248000	0	
Cre05.g248050	0	
Cre05.g248100	1	PF00023,PF12796,PF13857
Cre05.g248150	1	PF01553
Cre05.g248250	1	PF01959,PF26558
Cre05.g248300	1	PF01566
Cre05.g248400	1	PF00484
Cre05.g248450	1	PF00484
Cre05.g248500	1	PF00085
Cre05.g248600	1	PF00403
Cre05.g248650	0	
Cre05.g248700	1	PF07460
g5076	-1	
g5080	-1	
g5081	-1	
g5082	-1	
g5083	-1	
g5084	-1	
g5102	-1	
g5107	-1	
g5108	-1	
g5109	-1	
g5112	-1	
g5114	-1	
g5120	-1	
g5121	-1	
g5122	-1	
g5124	-1	
g5125	-1	
g5126	-1	
g5127	-1	
g5128	-1	
g5133	-1	
g5134	-1	
g5138	-1	
g5140	-1	
g5141	-1	
g5142	-1	
g5144	-1	
g5148	-1	
g5152	-1	
g5157	-1	
g5161	-1	
g5165	-1	
g5168	-1	
g5195	-1	
g5198	-1	
g5199	-1	
g5200	-1	
g5202	-1	
g5203	-1	
g5204	-1	
g5213	-1	
g5228	-1	
g5232	-1	
g5236	-1	
g5237	-1	
g5241	-1	
g5251	-1	
g5254	-1	
g5255	-1	
g5256	-1	
g5261	-1	
g5262	-1	
g5264	-1	
g5267	-1	
g5268	-1	
g5269	-1	
g5274	-1	
g5275	-1	
g5276	-1	
g5277	-1	
g5278	-1	
g5283	-1	
g5286	-1	
g5290	-1	
g5291	-1	
g5292	-1	
g5293	-1	
g5294	-1	
g5299	-1	
g5302	-1	
g5303	-1	
g5308	-1	
g5309	-1	
g5312	-1	
g5324	-1	
g5326	-1	
g5327	-1	
g5328	-1	
g5329	-1	
g5330	-1	
g5331	-1	
g5332	-1	
g5333	-1	
g5334	-1	
g5335	-1	
g5336	-1	
g5337	-1	
g5338	-1	
g5339	-1	
g5341	-1	
g5343	-1	
g5344	-1	
g5345	-1	
g5346	-1	
g5347	-1	
g5348	-1	
g5349	-1	
g5353	-1	
g5355	-1	
g5356	-1	
g5357	-1	
g5358	-1	
g5360	-1	
g5361	-1	
g5362	-1	
g5363	-1	
g5364	-1	
g5365	-1	
g5366	-1	
g5367	-1	
g5368	-1	
g5369	-1	
g5370	-1	
g5371	-1	
g5372	-1	
g5373	-1	
g5374	-1	
g5375	-1	
g5376	-1	
g5377	-1	
g5378	-1	
g5379	-1	
g5380	-1	
g5381	-1	
g5382	-1	
g5383	-1	
g5384	-1	
g5385	-1	
g5387	-1	
g5388	-1	
g5391	-1	
g5395	-1	
g5396	-1	
g5397	-1	
g5400	-1	
g5401	-1	
g5406	-1	
g5408	-1	
g5411	-1	
g5420	-1	
g5430	-1	
g5431	-1	
g5438	-1	
g5443	-1	
g5447	-1	
g5448	-1	
g5459	-1	
g5461	-1	
g5465	-1	
g5474	-1	
g5475	-1	
g5476	-1	
g5479	-1	
g5485	-1	
g5486	-1	
g5487	-1	
g5488	-1	
g5489	-1	
g5490	-1	
g5491	-1	
g5492	-1	
g5493	-1	
g5494	-1	
g5495	-1	
g5496	-1	
g5501	-1	
g5503	-1	
g5505	-1	
g5507	-1	
g5513	-1	
g5514	-1	
g5540	-1	
g5541	-1	
g5544	-1	
g5561	-1	
g5566	-1	
g5569	-1	
g5570	-1	
Cre06.g248750	0	
Cre06.g248800	1	PF15341
Cre06.g248850	1	PF00069
Cre06.g248900	1	PF13855
Cre06.g248950	1	PF00443,PF01753
Cre06.g249050	1	PF00249
Cre06.g249150	1	PF00069,PF02136
Cre06.g249200	1	PF00022
Cre06.g249250	1	PF01248
Cre06.g249300	1	PF00022
Cre06.g249350	1	PF00145
Cre06.g249400	0	
Cre06.g249450	0	
Cre06.g249500	1	PF00145
Cre06.g249550	0	
Cre06.g249555	0	
Cre06.g249600	0	
Cre06.g249650	1	PF03031,PF12738
Cre06.g249700	1	PF02536
Cre06.g249750	1	PF07382,PF13374
Cre06.g249800	1	PF14360
Cre06.g249850	0	
Cre06.g249900	0	
Cre06.g249950	1	PF01504,PF02493
Cre06.g250000	0	
Cre06.g250050	0	
Cre06.g250100	1	PF00012
Cre06.g250150	0	
Cre06.g250250	1	PF03223
Cre06.g250300	1	PF03028,PF08385,PF08393,PF12774,PF12775,PF12777,PF12780,PF12781,PF18198,PF18199,PF21264,PF22597
Cre06.g250450	1	PF13593
Cre06.g250500	1	PF01256
Cre06.g250550	0	
Cre06.g250600	0	
Cre06.g250650	1	PF00350,PF01031
Cre06.g250700	0	
Cre06.g250750	1	PF00443
Cre06.g250800	1	PF00013,PF00397
Cre06.g250950	1	PF00642
Cre06.g251000	0	
Cre06.g251050	1	PF00069,PF13426
Cre06.g251100	1	PF01233,PF02799
Cre06.g251150	0	
Cre06.g251200	1	PF15305
Cre06.g251250	1	PF00072,PF00512,PF02518
Cre06.g251300	1	PF01423
Cre06.g251350	1	PF00400,PF21031
Cre06.g251450	1	PF02445,PF02657
Cre06.g251500	1	PF01564,PF17284
Cre06.g251550	1	PF01343
Cre06.g251600	1	PF01873,PF02020
Cre06.g251650	1	PF03105,PF03600
Cre06.g251700	-1	
Cre06.g251750	1	PF22466
Cre06.g251800	1	PF00004,PF08542,PF21960
Cre06.g251850	0	
Cre06.g251900	1	PF02096
Cre06.g251950	-1	
Cre06.g252000	1	PF15294
Cre06.g252050	0	
Cre06.g252100	1	PF22958,PF22999,PF23009
Cre06.g252150	1	PF08282
Cre06.g252200	1	PF04548
Cre06.g252250	0	
Cre06.g252300	1	PF02518,PF10436
Cre06.g252350	1	PF12049
Cre06.g252550	1	PF00198,PF00364,PF02817
Cre06.g252600	0	
Cre06.g252650	1	PF00694
Cre06.g252700	1	PF12874,PF16835
Cre06.g252743	0	
Cre06.g252750	0	
Cre06.g252801	-1	
Cre06.g252950	-1	
Cre06.g253000	0	
Cre06.g253050	-1	
Cre06.g253150	0	
Cre06.g253200	1	PF07714
Cre06.g253250	1	PF00319
Cre06.g253300	1	PF01088,PF18031
Cre06.g253350	1	PF01597
Cre06.g253400	-1	
Cre06.g253500	-1	
Cre06.g253900	1	PF10275
Cre06.g254100	0	
Cre06.g254150	1	PF00400,PF04003
Cre06.g254189	-1	
Cre06.g254224	0	
Cre06.g254350	0	
Cre06.g254400	1	PF05681,PF05683
Cre06.g254450	1	PF12937,PF19270
Cre06.g254500	0	
Cre06.g254550	0	
Cre06.g254600	0	
Cre06.g254700	0	
Cre06.g254800	1	PF00076
Cre06.g254850	0	
Cre06.g255050	1	PF12796,PF13920
Cre06.g255100	0	
Cre06.g255150	0	
Cre06.g255200	0	
Cre06.g255250	0	
Cre06.g255300	1	PF14108
Cre06.g255350	1	PF02110
Cre06.g255400	1	PF00400
Cre06.g255450	1	PF01857,PF01858,PF11934
Cre06.g255500	1	PF12146
Cre06.g255550	1	PF03372
Cre06.g255600	0	
Cre06.g255650	0	
Cre06.g255700	0	
Cre06.g255750	0	
Cre06.g255800	0	
Cre06.g255850	0	
Cre06.g255900	0	
Cre06.g255950	1	PF00400
Cre06.g256000	1	PF15996
Cre06.g256050	1	PF00004
Cre06.g256100	1	PF00004
Cre06.g256150	0	
Cre06.g256200	1	PF00439,PF00583
Cre06.g256250	1	PF20675
Cre06.g256300	1	PF07228
Cre06.g256350	1	PF13360,PF13570
Cre06.g256400	0	
Cre06.g256420	1	PF00382,PF07741
Cre06.g256450	1	PF14769
Cre06.g256500	0	
Cre06.g256550	0	
Cre06.g256600	1	PF24883
Cre06.g256650	1	PF13087
Cre06.g256700	1	PF13086,PF13087
Cre06.g256750	1	PF01643,PF20791
Cre06.g256800	0	
Cre06.g256850	0	
Cre06.g256900	0	
Cre06.g257000	1	PF13531
Cre06.g257050	0	
Cre06.g257100	1	PF13229
Cre06.g257150	1	PF01780
Cre06.g257250	1	PF14781,PF14782,PF14783,PF23350,PF23351,PF23353
Cre06.g257300	0	
Cre06.g257350	-1	
Cre06.g257400	0	
Cre06.g257450	1	PF00137
Cre06.g257500	1	PF00244
Cre06.g257550	1	PF00153
Cre06.g257600	1	PF13516
Cre06.g257601	1	PF00578,PF10417
Cre06.g257650	1	PF01625
Cre06.g257700	0	
Cre06.g257750	0	
Cre06.g257800	1	PF00476
Cre06.g257850	0	
Cre06.g257900	1	PF07915
Cre06.g257950	1	PF00155
Cre06.g258000	0	
Cre06.g258100	1	PF03399
Cre06.g258150	1	PF10199
Cre06.g258200	1	PF00004,PF13771,PF17862
Cre06.g258250	0	
Cre06.g258300	0	
Cre06.g258350	0	
Cre06.g258363	1	PF00612
Cre06.g258400	1	PF08737
Cre06.g258450	0	
Cre06.g258500	0	
Cre06.g258550	0	
Cre06.g258574	-1	
Cre06.g258583	0	
Cre06.g258600	1	PF01738
Cre06.g258650	1	PF00300
Cre06.g258700	1	PF00289,PF00364,PF00682,PF02436,PF02786
Cre06.g258750	-1	
Cre06.g258800	0	
Cre06.g258850	1	PF04232
Cre06.g258900	0	
Cre06.g258950	0	
Cre06.g259000	1	PF20102
Cre06.g259050	0	
Cre06.g259100	0	
Cre06.g259150	1	PF00009,PF03143,PF03144
Cre06.g259200	1	PF00009,PF21131,PF21208
Cre06.g259250	0	
Cre06.g259300	1	PF00009
Cre06.g259350	0	
Cre06.g259450	0	
Cre06.g259500	1	PF00211
Cre06.g259550	1	PF00004
Cre06.g259600	1	PF04100,PF16854
Cre06.g259650	1	PF00149
Cre06.g259700	1	PF00561
Cre06.g259750	0	
Cre06.g259800	1	PF02847,PF02854
Cre06.g259850	0	
Cre06.g259900	1	PF00231
Cre06.g259950	0	
Cre06.g260000	0	
Cre06.g260050	0	
Cre06.g260100	1	PF08449
Cre06.g260150	0	
Cre06.g260200	1	PF00153
Cre06.g260250	1	PF03040
Cre06.g260300	0	
Cre06.g260350	1	PF00226,PF14308
Cre06.g260400	1	PF13881
Cre06.g260450	1	PF00939
Cre06.g260500	0	
Cre06.g260550	1	PF00211
Cre06.g260600	1	PF13499,PF17958
Cre06.g260650	1	PF03385,PF25072
Cre06.g260700	1	PF00860
Cre06.g260750	1	PF00211
Cre06.g260800	1	PF05856
Cre06.g260850	1	PF04147
Cre06.g260900	0	
Cre06.g260950	1	PF00350,PF12763,PF16880,PF18150
Cre06.g261000	1	PF04725
Cre06.g261100	0	
Cre06.g261123	1	PF07645
Cre06.g261150	1	PF04055,PF06968
Cre06.g261200	1	PF04116
Cre06.g261350	1	PF06108
Cre06.g261400	0	
Cre06.g261450	1	PF00505
Cre06.g261500	1	PF13417
Cre06.g261550	0	
Cre06.g261600	0	
Cre06.g261650	1	PF02996
Cre06.g261700	1	PF00466,PF17777
Cre06.g261750	1	PF01062,PF25539
Cre06.g261800	1	PF00800
Cre06.g261850	0	
Cre06.g261900	1	PF07004
Cre06.g262000	1	PF09335
Cre06.g262050	1	PF01263
Cre06.g262100	1	PF02852,PF07992
Cre06.g262150	0	
Cre06.g262200	0	
Cre06.g262250	1	PF00928,PF01217
Cre06.g262300	1	PF00160,PF14295
Cre06.g262350	1	PF01753
Cre06.g262400	1	PF00027,PF01734,PF24179
Cre06.g262450	1	PF01148
Cre06.g262500	1	PF01753
Cre06.g262550	1	PF01753
Cre06.g262600	-1	
Cre06.g262650	1	PF08373
Cre06.g262750	0	
Cre06.g262800	1	PF00628,PF12422
Cre06.g262850	1	PF00071
Cre06.g262900	1	PF00365
Cre06.g262950	0	
Cre06.g262977	0	
Cre06.g263000	0	
Cre06.g263050	1	PF01132,PF08207,PF09285
Cre06.g263100	1	PF10263
Cre06.g263150	1	PF13672
Cre06.g263200	0	
Cre06.g263250	0	
Cre06.g263289	1	PF01255
Cre06.g263300	1	PF05648
Cre06.g263400	0	
Cre06.g263450	1	PF00009,PF03144,PF22594
Cre06.g263500	1	PF01951
Cre06.g263550	1	PF13911
Cre06.g263600	0	
Cre06.g263650	1	PF08372
Cre06.g263700	0	
Cre06.g263750	1	PF05160
Cre06.g263800	1	PF13086,PF13087
Cre06.g263841	0	
Cre06.g263850	1	PF03151
Cre06.g263900	0	
Cre06.g263950	1	PF00122,PF00689,PF00690,PF00702,PF13246
Cre06.g264000	0	
Cre06.g264050	1	PF04366
Cre06.g264100	0	
Cre06.g264150	0	
Cre06.g264200	1	PF13085,PF13534
Cre06.g264250	0	
Cre06.g264300	1	PF00312
Cre06.g264350	1	PF00572
Cre06.g264400	1	PF00249
Cre06.g264450	1	PF01490
Cre06.g264500	0	
Cre06.g264550	1	PF09366
Cre06.g264600	1	PF15511
Cre06.g264700	0	
Cre06.g264800	1	PF00125
Cre06.g264850	0	
Cre06.g264900	1	PF00125
Cre06.g264950	1	PF00125,PF16211
Cre06.g265000	1	PF00125
Cre06.g265050	1	PF15511
Cre06.g265100	1	PF00005,PF16326
Cre06.g265150	1	PF00443
Cre06.g265200	1	PF15511
Cre06.g265300	0	
Cre06.g265350	1	PF00125,PF16211
Cre06.g265400	1	PF00125
Cre06.g265500	1	PF00125
Cre06.g265550	1	PF00069,PF13499
Cre06.g265700	-1	
Cre06.g265750	1	PF13896
Cre06.g265800	1	PF00830
Cre06.g265850	1	PF03572,PF17820
Cre06.g265900	1	PF13023
Cre06.g265950	1	PF03028,PF08393,PF12774,PF12775,PF12777,PF12780,PF12781,PF17852,PF18198,PF18199,PF22597
Cre06.g266000	1	PF00069
Cre06.g266100	1	PF00069
Cre06.g266150	1	PF00069
Cre06.g266200	0	
Cre06.g266300	0	
Cre06.g266350	1	PF00400,PF01753,PF12937
Cre06.g266400	-1	
Cre06.g266425	-1	
Cre06.g266450	1	PF00069
Cre06.g266500	0	
Cre06.g266550	0	
Cre06.g266600	1	PF15511
Cre06.g266650	1	PF00125
Cre06.g266750	1	PF00125
Cre06.g266800	0	
Cre06.g266850	1	PF00320
Cre06.g266900	1	PF11998
Cre06.g266950	1	PF00320
Cre06.g267000	1	PF07837
Cre06.g267050	1	PF03370
Cre06.g267100	1	PF16969
Cre06.g267150	1	PF03029
Cre06.g267200	1	PF10785
Cre06.g267250	1	PF00782
Cre06.g267300	0	
Cre06.g267350	1	PF19420
Cre06.g267400	1	PF07714
Cre06.g267500	1	PF00227
Cre06.g267550	1	PF07289
Cre06.g267600	1	PF05834
Cre06.g267650	1	PF00069
Cre06.g267700	1	PF01343
Cre06.g267750	1	PF00089,PF07648
Cre06.g267800	1	PF00153
Cre06.g267850	1	PF03803
Cre06.g267900	1	PF03208
Cre06.g267950	1	PF00125
Cre06.g268000	1	PF15511
Cre06.g268100	1	PF00125
Cre06.g268150	1	PF00069
Cre06.g268200	1	PF02405
Cre06.g268250	1	PF00125
Cre06.g268300	1	PF00125,PF16211
Cre06.g268350	1	PF00125
Cre06.g268400	1	PF15511
Cre06.g268450	1	PF00400
Cre06.g268500	-1	
Cre06.g268600	1	PF00076,PF00313
Cre06.g268650	1	PF14580
Cre06.g268700	0	
Cre06.g268750	1	PF00390,PF03949
Cre06.g268800	1	PF13181,PF25058,PF25060,PF25062,PF25063,PF25064,PF25068
Cre06.g268850	1	PF07714
Cre06.g268900	0	
Cre06.g268937	-1	
Cre06.g268950	1	PF07714
Cre06.g269000	1	PF09493
Cre06.g269050	1	PF13460
Cre06.g269100	1	PF00583
Cre06.g269150	0	
Cre06.g269200	1	PF00211,PF00560,PF08263
Cre06.g269250	1	PF05050
Cre06.g269300	1	PF07103
Cre06.g269350	1	PF07842
Cre06.g269450	1	PF00076,PF12353
Cre06.g269550	1	PF08511
Cre06.g269650	1	PF00686,PF02037
Cre06.g269700	0	
Cre06.g269750	-1	
Cre06.g269850	0	
Cre06.g269865	0	
Cre06.g269950	1	PF00004,PF02359,PF02933,PF17862
Cre06.g270000	0	
Cre06.g270050	0	
Cre06.g270100	1	PF00128,PF02806,PF02922
Cre06.g270150	1	PF00153
Cre06.g270200	1	PF00168,PF00387,PF00388
Cre06.g270250	1	PF02724
Cre06.g270300	0	
Cre06.g270400	1	PF05686
Cre06.g270500	1	PF00759
Cre06.g270550	0	
Cre06.g270600	0	
Cre06.g270650	1	PF05047
Cre06.g270700	1	PF00855
Cre06.g270750	0	
Cre06.g270800	1	PF25296
Cre06.g270850	1	PF00176,PF00271,PF25875
Cre06.g270900	1	PF12513,PF18147,PF22527
Cre06.g270950	0	
Cre06.g271000	0	
Cre06.g271050	1	PF01156
Cre06.g271100	1	PF00069
Cre06.g271150	1	PF22544,PF24507,PF24771,PF24778,PF24798
Cre06.g271188	1	PF00149
Cre06.g271200	1	PF00581,PF02852,PF07992
Cre06.g271250	1	PF00125
Cre06.g271300	1	PF15511
Cre06.g271350	1	PF00125,PF16211
Cre06.g271400	1	PF13242,PF13344
Cre06.g271450	1	PF13516
Cre06.g271500	0	
Cre06.g271550	1	PF01429
Cre06.g271600	0	
Cre06.g271650	0	
Cre06.g271700	1	PF01546,PF07687
Cre06.g271750	0	
Cre06.g271800	1	PF03083
Cre06.g271850	1	PF00005,PF12848,PF16326
Cre06.g271900	0	
Cre06.g271950	0	
Cre06.g272000	0	
Cre06.g272050	1	PF01676,PF06415
Cre06.g272100	1	PF04179,PF17184
Cre06.g272150	0	
Cre06.g272200	0	
Cre06.g272250	1	PF12499
Cre06.g272300	1	PF00300
Cre06.g272350	0	
Cre06.g272400	1	PF01569
Cre06.g272450	0	
Cre06.g272489	-1	
Cre06.g272500	0	
Cre06.g272650	1	PF00504
Cre06.g272750	0	
Cre06.g272760	0	
Cre06.g272850	1	PF00466
Cre06.g272900	1	PF01593
Cre06.g272950	1	PF00416
Cre06.g273000	1	PF01230
Cre06.g273050	0	
Cre06.g273100	1	PF03067
Cre06.g273150	1	PF01728
Cre06.g273200	1	PF00083,PF07690
Cre06.g273300	1	PF00587,PF02824,PF03129,PF07973
Cre06.g273350	0	
Cre06.g273400	0	
Cre06.g273413	1	PF01189,PF22458
Cre06.g273450	0	
Cre06.g273500	1	PF01150
Cre06.g273550	0	
Cre06.g273600	1	PF00240,PF01599
Cre06.g273650	1	PF05042
Cre06.g273700	1	PF14870
Cre06.g273750	1	PF00005
Cre06.g273800	1	PF00009
Cre06.g273850	1	PF00125
Cre06.g273900	1	PF00125,PF16211
Cre06.g273950	1	PF15511
Cre06.g274000	1	PF00125
Cre06.g274050	1	PF00855
Cre06.g274150	1	PF15511
Cre06.g274200	1	PF00125,PF16211
Cre06.g274300	1	PF15511
Cre06.g274350	1	PF00125
Cre06.g274400	1	PF05891
Cre06.g274450	0	
Cre06.g274500	1	PF00076
Cre06.g274550	1	PF07714
Cre06.g274600	0	
Cre06.g274700	1	PF02338,PF24560
Cre06.g274750	1	PF00125
Cre06.g274800	1	PF00125,PF16211
Cre06.g274850	1	PF00125
Cre06.g274900	1	PF15511
Cre06.g274950	1	PF00400,PF02138,PF25400
Cre06.g274994	0	
Cre06.g275000	1	PF03083
Cre06.g275050	1	PF07722
Cre06.g275100	1	PF00076
Cre06.g275150	1	PF01764
Cre06.g275200	0	
Cre06.g275250	0	
Cre06.g275300	1	PF05670
Cre06.g275350	1	PF00249
Cre06.g275400	1	PF07202
Cre06.g275500	1	PF00847
Cre06.g275550	1	PF02042
Cre06.g275600	0	
Cre06.g275650	1	PF01399,PF08375,PF25573
Cre06.g275700	1	PF15511
Cre06.g275750	1	PF00125
Cre06.g275800	1	PF00125
Cre06.g275850	1	PF00125,PF16211
Cre06.g275900	1	PF00538
Cre06.g275950	0	
Cre06.g276000	-1	
Cre06.g276050	1	PF00248,PF01549
Cre06.g276100	1	PF00400
Cre06.g276150	0	
Cre06.g276250	0	
Cre06.g276300	0	
Cre06.g276350	1	PF16123
Cre06.g276371	0	
Cre06.g276400	0	
Cre06.g276450	1	PF16123
Cre06.g276550	1	PF00125
Cre06.g276650	1	PF15511
Cre06.g276700	1	PF01546
Cre06.g276750	0	
Cre06.g276759	0	
Cre06.g276800	1	PF15511
Cre06.g276850	1	PF00125
Cre06.g276950	1	PF00125,PF16211
Cre06.g277000	1	PF01529
Cre06.g277100	1	PF03435
Cre06.g277150	0	
Cre06.g277200	1	PF00202,PF13500
Cre06.g277250	0	
Cre06.g277350	1	PF00850
Cre06.g277400	0	
Cre06.g277500	0	
Cre06.g277550	1	PF00795
Cre06.g277600	0	
Cre06.g277650	1	PF01062,PF25539
Cre06.g277700	0	
Cre06.g277750	0	
Cre06.g277800	-1	
Cre06.g277850	0	
Cre06.g277960	-1	
Cre06.g278150	0	
Cre06.g278200	1	PF06203
Cre06.g278250	1	PF14735
Cre06.g278300	1	PF03381
Cre06.g278350	1	PF03807,PF26213
Cre06.g278400	0	
Cre06.g278450	-1	
Cre06.g278500	1	PF01746
Cre06.g278550	1	PF04515
Cre06.g278600	1	PF11221
Cre06.g278650	0	
Cre06.g278700	1	PF12796
Cre06.g278750	1	PF00153
Cre06.g278800	1	PF04117
Cre06.g278850	1	PF03962,PF18517
