# Provenance:
#   Script: /media/drn2/External/TARA-Oceans/MANUSCRIPT/.wt_ralph58/task2/scripts/pnps_analysis/download_uniprot_pfam_20260530_202800.py
#   Source: UniProt REST API (organism_id:3055, all proteins)
#   Date: 2026-05-30 20:31:01
#   Total entries: 19802
Entry	Gene Names	Pfam
A0A2K3DNN1	CHLRE_06g275950v5	
A0A2K3DNN4	CHLRE_06g275400v5	PF07202;
A0A2K3DNN5	CHLRE_06g276050v5	PF00248;PF01549;
A0A2K3DNN6	CHLRE_06g276300v5	
A0A2K3DNN7	CHLRE_06g276371v5	
A0A2K3DNP1	CHLRE_06g276350v5	PF16123;
A0A2K3DNP3	CHLRE_06g276100v5	PF00400;
A0A2K3DNP4	CHLRE_06g276300v5	
A0A2K3DNP6	CHLRE_06g276150v5	
A0A2K3DNP7	CHLRE_06g276150v5	
A0A2K3DNP8	CHLRE_06g276759v5	
A0A2K3DNP9	CHLRE_06g276250v5	
A0A2K3DNQ0	CHLRE_06g276750v5	
A0A2K3DNQ1	CHLRE_06g276450v5	PF16123;
A0A2K3DNQ2	CHLRE_06g276200v5	
A0A2K3DNQ5	CHLRE_06g276450v5	PF16123;
A0A2K3DNQ6	CHLRE_06g277100v5	PF03435;
A0A2K3DNQ9	CHLRE_06g276400v5	
A0A2K3DNR2	CHLRE_06g277150v5	
A0A2K3DNR5	CHLRE_06g276759v5	
A0A2K3DNR8	CHLRE_06g277550v5	PF00795;
A0A2K3DNR9	CHLRE_06g277600v5	
A0A2K3DNS0	CHLRE_06g277650v5	PF25539;
A0A2K3DNS2	CHLRE_06g277500v5	
A0A2K3DNS3	CHLRE_06g277850v5 CHLRE_06g278085v5	
A0A2K3DNS7	CHLRE_06g277250v5	
A0A2K3DNS8	CHLRE_06g278089v5	PF24564;PF00350;
A0A2K3DNS9	CHLRE_06g278090v5	PF00687;
A0A2K3DNT0	CHLRE_06g278087v5	PF03747;PF24564;
A0A2K3DNT3	CHLRE_06g277400v5	
A0A2K3DNT4	CHLRE_06g278091v5	
A0A2K3DNT5	CHLRE_06g277300v5	PF00023;PF12796;PF04564;
A0A2K3DNT6	CHLRE_06g277750v5	
A0A2K3DNT7	CHLRE_06g277450v5	
A0A2K3DNT9	CHLRE_06g278098v5	PF02785;PF00289;PF00364;PF02786;
A0A2K3DNU2	CHLRE_06g278099v5	
A0A2K3DNU5	CHLRE_06g278092v5	
A0A2K3DNU7	CHLRE_06g278096v5	PF13911;
A0A2K3DNU8	CHLRE_06g278107v5	
A0A2K3DNV0	CHLRE_06g278095v5	PF24564;PF00350;
A0A2K3DNV1	CHLRE_06g278108v5	PF00583;
A0A2K3DNV2	CHLRE_06g278107v5	
A0A2K3DNV3	CHLRE_06g278106v5	
A0A2K3DNV5	CHLRE_06g278092v5	
A0A2K3DNV6	CHLRE_06g278105v5	PF20670;
A0A2K3DNV8	CHLRE_06g278116v5	
A0A2K3DNW0	CHLRE_06g278115v5	
A0A2K3DNW1	CHLRE_06g278118v5	
A0A2K3DNW2	CHLRE_06g278117v5
A0A2K3DNW4	CHLRE_06g278102v5	
A0A2K3DNW5	CHLRE_06g278123v5	
A0A2K3DNW7	CHLRE_06g278119v5	PF00561;
A0A2K3DNW8	CHLRE_06g278104v5	
A0A2K3DNW9	CHLRE_06g278113v5	
A0A2K3DNX0	CHLRE_06g278109v5	PF00487;
A0A2K3DNX4	CHLRE_06g278110v5	
A0A2K3DNX5	CHLRE_06g278121v5	
A0A2K3DNX6	CHLRE_06g278134v5	
A0A2K3DNX7	CHLRE_06g278120v5	
A0A2K3DNX8	CHLRE_06g278118v5	
A0A2K3DNX9	CHLRE_06g278133v5	
A0A2K3DNY0	CHLRE_06g278128v5	
A0A2K3DNY2	CHLRE_06g278136v5	PF00097;PF00642;PF14608;PF18044;
A0A2K3DNY5	CHLRE_06g278132v5	
A0A2K3DNY8	CHLRE_06g278131v5	PF22486;
A0A2K3DNY9	CHLRE_06g278146v5	
A0A2K3DNZ1	CHLRE_06g278144v5	PF01789;
A0A2K3DNZ2	CHLRE_06g278145v5	
A0A2K3DNZ3	CHLRE_06g278129v5	
A0A2K3DNZ4	CHLRE_06g278137v5	
A0A2K3DNZ5	CHLRE_06g278127v5	
A0A2K3DNZ6	CHLRE_06g278142v5	PF04055;PF18693;PF00919;
A0A2K3DNZ8	CHLRE_06g278141v5	
A0A2K3DP00	CHLRE_06g278149v5	
A0A2K3DP01	CHLRE_06g278158v5	PF00188;
A0A2K3DP02	CHLRE_06g278156v5	
A0A2K3DP04	CHLRE_06g278147v5	
A0A2K3DP06	CHLRE_06g278153v5	PF05548;
A0A2K3DP07	CHLRE_06g278168v5	PF01497;
A0A2K3DP08	CHLRE_06g278161v5	PF05548;
A0A2K3DP09	CHLRE_06g278167v5	PF17653;
A0A2K3DP10	CHLRE_06g278166v5	PF00188;
A0A2K3DP11	CHLRE_06g278152v5	PF05548;
A0A2K3DP12	CHLRE_06g278165v5	PF05548;
A0A2K3DP16	CHLRE_06g278171v5	PF04720;
A0A2K3DP17	CHLRE_06g278176v5	PF00400;
A0A2K3DP18	CHLRE_06g278175v5	PF00400;
A0A2K3DP22	CHLRE_06g278164v5	PF05548;
A0A2K3DP29	CHLRE_06g278160v5	PF00188;
A0A2K3DP30	CHLRE_06g278174v5	
A0A2K3DP33	CHLRE_06g278170v5	PF02469;
A0A2K3DP37	CHLRE_06g278193v5	
A0A2K3DP40	CHLRE_06g278182v5	
A0A2K3DP41	CHLRE_06g278181v5	
A0A2K3DP43	CHLRE_06g278181v5	
A0A2K3DP44	CHLRE_06g278187v5	PF00569;
A0A2K3DP45	CHLRE_06g278190v5	PF19050;
A0A2K3DP46	CHLRE_06g278203v5	
A0A2K3DP47	CHLRE_06g278191v5	PF04193;
A0A2K3DP48	CHLRE_06g278205v5	PF00400;
A0A2K3DP51	CHLRE_06g278206v5	
A0A2K3DP53	CHLRE_06g278187v5	PF00569;
A0A2K3DP55	CHLRE_06g278196v5	PF01575;
A0A2K3DP56	CHLRE_06g278201v5	
A0A2K3DP57	CHLRE_06g278214v5	
A0A2K3DP58	CHLRE_06g278189v5	PF00999;
A0A2K3DP59	CHLRE_06g278209v5	PF00188;
A0A2K3DP61	CHLRE_06g278212v5	
A0A2K3DP63	CHLRE_06g278197v5	PF02902;
A0A2K3DP64	CHLRE_06g278207v5	PF00078;
A0A2K3DP67	CHLRE_06g278224v5	PF00252;
A0A2K3DP68	CHLRE_06g278225v5	PF12569;PF13181;
A0A2K3DP70	CHLRE_06g278223v5	
A0A2K3DP71	CHLRE_06g278218v5	
A0A2K3DP73	CHLRE_06g278209v5	PF00188;
A0A2K3DP74	CHLRE_06g278216v5	
A0A2K3DP76	CHLRE_06g278228v5	
A0A2K3DP79	CHLRE_06g278221v5	PF00982;PF02358;
A0A2K3DP80	CHLRE_06g278234v5	PF00397;
A0A2K3DP81	CHLRE_06g278233v5	
A0A2K3DP83	CHLRE_06g278240v5	
A0A2K3DP84	CHLRE_06g278240v5	
A0A2K3DP87	CHLRE_06g278219v5	
A0A2K3DP91	CHLRE_06g278237v5	
A0A2K3DP92	CHLRE_06g278217v5	
A0A2K3DP97	CHLRE_06g278235v5	
A0A2K3DP98	CHLRE_06g278252v5	PF07250;PF09118;
A0A2K3DP99	CHLRE_06g278249v5	PF00155;
A0A2K3DPA1	CHLRE_06g278253v5	
A0A2K3DPA2	CHLRE_06g278227v5	
A0A2K3DPA5	CHLRE_06g278247v5	
A0A2K3DPA8	CHLRE_06g278262v5	
A0A2K3DPB0	CHLRE_06g278236v5	PF08241;
A0A2K3DPB3	CHLRE_06g278259v5	
A0A2K3DPB4	CHLRE_06g278258v5	
A0A2K3DPB5	CHLRE_06g278272v5	
A0A2K3DPB6	CHLRE_06g278270v5	
A0A2K3DPB7	CHLRE_06g278266v5	
A0A2K3DPB9	CHLRE_06g278246v5	
A0A2K3DPC2	CHLRE_06g278271v5	
A0A2K3DPC3	CHLRE_06g278268v5	
A0A2K3DPC4	CHLRE_06g278268v5	
A0A2K3DPC5	CHLRE_06g278282v5	PF03372;PF00078;
A0A2K3DPC6	CHLRE_06g278280v5	
A0A2K3DPC7	CHLRE_06g278279v5	
A0A2K3DPC8	CHLRE_06g278255v5	
A0A2K3DPC9	CHLRE_06g278257v5	
A0A2K3DPD0	CHLRE_06g278264v5	PF07082;
A0A2K3DPD1	CHLRE_06g278275v5	
A0A2K3DPD2	CHLRE_06g278281v5	
A0A2K3DPD3	CHLRE_06g278278v5	
A0A2K3DPD5	CHLRE_06g278288v5	
A0A2K3DPD7	CHLRE_06g278267v5	
A0A2K3DPD8	CHLRE_06g278289v5	PF03372;PF00078;
A0A2K3DPD9	CHLRE_06g278285v5	PF00078;
A0A2K3DPE0	CHLRE_06g278289v5	PF03372;PF00078;
A0A2K3DPE1	CHLRE_06g278273v5	
A0A2K3DPE3	CHLRE_06g278287v5	PF03372;PF00078;
A0A2K3DPE4	CHLRE_06g278287v5	PF03372;PF00078;
A0A2K3DPE5	CHLRE_06g278296v5	
A0A2K3DPE7	CHLRE_06g278299v5	
A0A2K3DPE8	CHLRE_06g278297v5	
A0A2K3DPE9	CHLRE_06g278283v5	PF00078;
A0A2K3DPF0	CHLRE_06g278276v5	PF00078;
A0A2K3DPF1	CHLRE_06g278295v5	
A0A2K3DPF2	CHLRE_06g278274v5	
A0A2K3DPF3	CHLRE_06g278298v5	
A0A2K3DPF4	CHLRE_06g278277v5 CHLRE_06g278294v5	
A0A2K3DPF5	CHLRE_06g278250v5	PF14735;
A0A2K3DPF7	CHLRE_06g278302v5	
A0A2K3DPF8	CHLRE_06g278286v5	PF03372;PF00078;
A0A2K3DPG0	CHLRE_06g278290v5	PF00078;
A0A2K3DPG2	CHLRE_06g278284v5	PF00078;
A0A2K3DPG6	CHLRE_06g278700v5	PF12796;
A0A2K3DPG8	CHLRE_06g278293v5	
A0A2K3DPH0	CHLRE_06g278291v5	
A0A2K3DPH4	CHLRE_06g278301v5	
A0A2K3DPH5	CHLRE_06g279300v5	PF00560;
A0A2K3DPH6	CHLRE_06g278150v5	
A0A2K3DPH7	CHLRE_06g279216v5	
A0A2K3DPI4	CHLRE_06g278585v5	
A0A2K3DPI5	CHLRE_06g279650v5	
A0A2K3DPI7	CHLRE_06g278302v5	PF03372;PF00078;
A0A2K3DPI8	CHLRE_06g279183v5	PF09808;
A0A2K3DPI9	CHLRE_06g279550v5	PF00226;
A0A2K3DPJ0	CHLRE_06g279450v5	
A0A2K3DPJ2	CHLRE_06g280000v5	
A0A2K3DPJ3	CHLRE_06g279700v5	PF24606;PF10162;
A0A2K3DPJ5	CHLRE_06g279976v5	
A0A2K3DPJ6	CHLRE_06g279600v5	
A0A2K3DPJ8	CHLRE_06g279050v5	
A0A2K3DPK1	CHLRE_06g280050v5	PF18129;PF18332;PF18334;PF17846;PF03159;
A0A2K3DPK3	CHLRE_06g280227v5	
A0A2K3DPK4	CHLRE_06g280350v5	PF00400;
A0A2K3DPK8	CHLRE_06g280420v5	PF22600;
A0A2K3DPK9	CHLRE_06g280450v5	
A0A2K3DPL0	CHLRE_06g279350v5	PF07969;
A0A2K3DPL1	CHLRE_06g280385v5	
A0A2K3DPL3	CHLRE_06g278950v5	
A0A2K3DPL7	CHLRE_06g279950v5	
A0A2K3DPM1	CHLRE_06g280750v5	
A0A2K3DPM4	CHLRE_06g280250v5	
A0A2K3DPM6	CHLRE_06g281286v5	
A0A2K3DPM7	CHLRE_06g281200v5	PF00307;PF00612;
A0A2K3DPM8	CHLRE_06g280150v5	PF01789;
A0A2K3DPM9	CHLRE_06g279850v5	PF13460;
A0A2K3DPN0	CHLRE_06g281150v5	
A0A2K3DPN1	CHLRE_06g280600v5	
A0A2K3DPN3	CHLRE_06g281250v5	PF02353;PF13450;
A0A2K3DPN7	CHLRE_06g281650v5	
A0A2K3DPN8	CHLRE_06g280200v5	PF06881;
A0A2K3DPP1	CHLRE_06g281000v5	PF00856;
A0A2K3DPP3	CHLRE_06g281563v5	PF00226;
A0A2K3DPP5	CHLRE_06g281950v5	PF07707;
A0A2K3DPP6	CHLRE_06g281766v5	
A0A2K3DPQ0	CHLRE_06g281900v5	
A0A2K3DPQ1	CHLRE_06g281850v5	PF23670;
A0A2K3DPQ4	CHLRE_06g282250v5	PF00583;
A0A2K3DPQ5	CHLRE_06g282350v5	
A0A2K3DPQ6	CHLRE_06g282400v5	
A0A2K3DPQ7	CHLRE_06g282251v5	PF01753;
A0A2K3DPQ9	CHLRE_06g281766v5	
A0A2K3DPR1	CHLRE_06g282300v5	
A0A2K3DPR4	CHLRE_06g281300v5	
A0A2K3DPR5	CHLRE_06g282826v5	
A0A2K3DPR6	CHLRE_06g282750v5	
A0A2K3DPR7	CHLRE_06g282850v5	
A0A2K3DPS3	CHLRE_06g281700v5	
A0A2K3DPS4	CHLRE_06g283150v5	PF22978;
A0A2K3DPS6	CHLRE_06g283034v5	PF08538;
A0A2K3DPS7	CHLRE_06g283300v5	PF12796;PF13857;
A0A2K3DPS8	CHLRE_06g283200v5	PF00856;
A0A2K3DPS9	CHLRE_06g282651v5	PF00085;
A0A2K3DPT1	CHLRE_06g282050v5	
A0A2K3DPT2	CHLRE_06g283500v5	
A0A2K3DPT3	CHLRE_06g283350v5	PF16053;
A0A2K3DPT5	CHLRE_06g283700v5	
A0A2K3DPT6	CHLRE_06g283600v5	
A0A2K3DPT9	CHLRE_06g283634v5	PF14443;PF19256;
A0A2K3DPU1	CHLRE_06g283800v5	
A0A2K3DPU2	CHLRE_06g284000v5	PF03909;
A0A2K3DPU4	CHLRE_06g283975v5	
A0A2K3DPU5	CHLRE_06g283900v5	PF04819;
A0A2K3DPV1	CHLRE_06g284350v5	PF02984;PF00134;
A0A2K3DPV5	CHLRE_06g282950v5	PF04190;
A0A2K3DPV6	CHLRE_06g282100v5	
A0A2K3DPV7	CHLRE_06g284450v5	PF03031;
A0A2K3DPW0	CHLRE_06g282550v5	
A0A2K3DPW2	CHLRE_06g283400v5	PF16561;PF05116;
A0A2K3DPW4	CHLRE_06g284850v5	PF04821;
A0A2K3DPW7	CHLRE_06g284950v5	
A0A2K3DPW9	CHLRE_06g284376v5	
A0A2K3DPX0	CHLRE_06g285350v5	
A0A2K3DPX1	CHLRE_06g285401v5	PF00216;
A0A2K3DPX2	CHLRE_06g283826v5	
A0A2K3DPX3	CHLRE_06g285001v5	PF03417;
A0A2K3DPX5	CHLRE_06g285300v5	PF07690;PF00083;
A0A2K3DPX6	CHLRE_06g283000v5	
A0A2K3DPX8	CHLRE_06g285350v5	
A0A2K3DPY0	CHLRE_06g285600v5	PF02042;
A0A2K3DPY1	CHLRE_06g285451v5	PF26017;
A0A2K3DPY3	CHLRE_06g285800v5	
A0A2K3DPY4	CHLRE_06g285850v5	
A0A2K3DPY5	CHLRE_06g283450v5	
A0A2K3DPY8	CHLRE_06g285750v5	
A0A2K3DPZ0	CHLRE_06g286150v5	
A0A2K3DPZ1	CHLRE_06g286200v5	PF00892;
A0A2K3DPZ2	CHLRE_06g285950v5	
A0A2K3DPZ3	CHLRE_06g285850v5	
A0A2K3DPZ5	CHLRE_06g283850v5	
A0A2K3DPZ6	CHLRE_06g286100v5	
A0A2K3DPZ9	CHLRE_06g284300v5	
A0A2K3DQ01	CHLRE_06g286150v5	
A0A2K3DQ02	CHLRE_06g286250v5	PF00153;
A0A2K3DQ04	CHLRE_06g286700v5	PF00651;
A0A2K3DQ06	CHLRE_06g286000v5	
A0A2K3DQ07	CHLRE_06g285050v5	
A0A2K3DQ10	CHLRE_06g286900v5	
A0A2K3DQ11	CHLRE_06g287150v5	PF12937;PF13855;
A0A2K3DQ12	CHLRE_06g284726v5	
A0A2K3DQ13	CHLRE_06g286500v5	
A0A2K3DQ15	CHLRE_06g287050v5	
A0A2K3DQ16	CHLRE_06g286450v5	PF10313;PF00400;
A0A2K3DQ17	CHLRE_06g287000v5	PF05042;
A0A2K3DQ19	CHLRE_06g287300v5	PF12796;
A0A2K3DQ20	CHLRE_06g285100v5	
A0A2K3DQ21	CHLRE_06g287550v5	
A0A2K3DQ23	CHLRE_06g287100v5	PF13499;
A0A2K3DQ24	CHLRE_06g287600v5	PF12796;
A0A2K3DQ25	CHLRE_06g286950v5	PF12796;
A0A2K3DQ26	CHLRE_06g285500v5	PF15346;
A0A2K3DQ28	CHLRE_06g287500v5	
A0A2K3DQ29	CHLRE_06g287800v5	
A0A2K3DQ30	CHLRE_06g285550v5	
A0A2K3DQ31	CHLRE_06g288000v5	
A0A2K3DQ32	CHLRE_06g287900v5	
A0A2K3DQ35	CHLRE_06g287350v5	PF07460;
A0A2K3DQ36	CHLRE_06g285900v5	PF13516;
A0A2K3DQ38	CHLRE_06g285926v5	
A0A2K3DQ42	CHLRE_06g288252v5	
A0A2K3DQ43	CHLRE_06g288450v5	PF13639;
A0A2K3DQ44	CHLRE_06g288600v5	
A0A2K3DQ45	CHLRE_06g287850v5	
A0A2K3DQ46	CHLRE_06g288650v5	
A0A2K3DQ47	CHLRE_06g286300v5	PF08241;
A0A2K3DQ49	CHLRE_06g286350v5	PF08241;
A0A2K3DQ51	CHLRE_06g289000v5	
A0A2K3DQ53	CHLRE_06g289033v5	
A0A2K3DQ54	CHLRE_06g288800v5	
A0A2K3DQ56	CHLRE_06g289050v5	
A0A2K3DQ58	CHLRE_06g288900v5	
A0A2K3DQ59	CHLRE_06g286850v5	PF08719;
A0A2K3DQ62	CHLRE_06g288950v5	
A0A2K3DQ63	CHLRE_06g288850v5	
A0A2K3DQ64	CHLRE_06g289200v5	
A0A2K3DQ66	CHLRE_06g289450v5	PF02141;
A0A2K3DQ67	CHLRE_06g287176v5	PF01713;
A0A2K3DQ68	CHLRE_06g289350v5	PF03462;PF00472;
A0A2K3DQ69	CHLRE_06g287250v5	PF20662;PF08318;PF20663;
A0A2K3DQ70	CHLRE_06g289300v5	
A0A2K3DQ72	CHLRE_06g290000v5	PF07883;
A0A2K3DQ73	CHLRE_06g289650v5	
A0A2K3DQ76	CHLRE_06g289900v5	PF00249;
A0A2K3DQ77	CHLRE_06g287700v5	PF07714;
A0A2K3DQ79	CHLRE_06g287750v5	PF01180;
A0A2K3DQ80	CHLRE_06g290300v5	
A0A2K3DQ82	CHLRE_06g290450v5	PF00076;
A0A2K3DQ84	CHLRE_06g290150v5	PF25498;
A0A2K3DQ85	CHLRE_06g288150v5	PF13738;
A0A2K3DQ88	CHLRE_06g290250v5	
A0A2K3DQ90	CHLRE_06g291100v5	
A0A2K3DQ91	CHLRE_06g290900v5	PF06294;
A0A2K3DQ93	CHLRE_06g290676v5	PF12499;
A0A2K3DQ94	CHLRE_06g291050v5	
A0A2K3DQ96	CHLRE_06g288750v5	PF00076;
A0A2K3DQ97	CHLRE_06g291050v5	
A0A2K3DQ98	CHLRE_06g290350v5	
A0A2K3DQ99	CHLRE_06g290850v5	
A0A2K3DQA0	CHLRE_06g291550v5	
A0A2K3DQA2	CHLRE_06g291400v5	PF00288;
A0A2K3DQA3	CHLRE_06g291600v5	PF01633;
A0A2K3DQA4	CHLRE_06g291250v5	PF03909;
A0A2K3DQA7	CHLRE_06g291350v5	
A0A2K3DQA8	CHLRE_06g289100v5	
A0A2K3DQA9	CHLRE_06g291500v5	PF02042;
A0A2K3DQB1	CHLRE_06g291900v5	PF02114;
A0A2K3DQB4	CHLRE_06g291850v5	PF13516;
A0A2K3DQB5	CHLRE_06g289600v5	
A0A2K3DQB6	CHLRE_06g291450v5	
A0A2K3DQB9	CHLRE_06g291850v5	PF13516;
A0A2K3DQC1	CHLRE_06g292150v5	PF13499;
A0A2K3DQC2	CHLRE_06g292249v5	PF12499;
A0A2K3DQC3	CHLRE_06g291750v5	
A0A2K3DQC4	CHLRE_06g292100v5	PF13416;
A0A2K3DQC5	CHLRE_06g290050v5	
A0A2K3DQC7	CHLRE_06g291850v5	PF13516;
A0A2K3DQC8	CHLRE_06g292282v5	
A0A2K3DQD1	CHLRE_06g292183v5	
A0A2K3DQD6	CHLRE_06g290550v5	
A0A2K3DQD7	CHLRE_06g292600v5	
A0A2K3DQD8	CHLRE_06g292216v5	
A0A2K3DQD9	CHLRE_06g292500v5	PF00160;
A0A2K3DQE1	CHLRE_06g293150v5	
A0A2K3DQE3	CHLRE_06g293200v5	
A0A2K3DQE5	CHLRE_06g293100v5	PF09177;
A0A2K3DQE9	CHLRE_06g292950v5	PF04081;
A0A2K3DQF1	CHLRE_06g293350v5	
A0A2K3DQF2	CHLRE_06g293650v5	
A0A2K3DQF3	CHLRE_06g293450v5	
A0A2K3DQF4	CHLRE_06g293516v5	
A0A2K3DQF5	CHLRE_06g293582v5	PF08264;PF09334;
A0A2K3DQF7	CHLRE_06g293400v5	
A0A2K3DQG0	CHLRE_06g293750v5	PF00642;PF22628;
A0A2K3DQG1	CHLRE_06g293362v5	
A0A2K3DQG2	CHLRE_06g294100v5	
A0A2K3DQG3	CHLRE_06g293900v5	PF08059;PF00789;
A0A2K3DQG4	CHLRE_06g294050v5	PF13589;PF22899;
A0A2K3DQG5	CHLRE_06g294000v5	PF01738;
A0A2K3DQG6	CHLRE_06g293450v5	
A0A2K3DQG8	CHLRE_06g292050v5	PF05548;
A0A2K3DQH2	CHLRE_06g294500v5	
A0A2K3DQH4	CHLRE_06g294250v5	PF12499;
A0A2K3DQH5	CHLRE_06g294550v5	PF05684;
A0A2K3DQH6	CHLRE_06g294350v5	
A0A2K3DQH7	CHLRE_06g292350v5	PF13520;
A0A2K3DQI1	CHLRE_06g294301v5	
A0A2K3DQI2	CHLRE_06g294950v5	PF13561;
A0A2K3DQI3	CHLRE_06g294900v5	
A0A2K3DQI5	CHLRE_06g295001v5	
A0A2K3DQI6	CHLRE_06g292750v5	
A0A2K3DQI7	CHLRE_06g294450v5	PF00248;
A0A2K3DQJ0	CHLRE_06g295150v5	PF13515;
A0A2K3DQJ1	CHLRE_06g295376v5	
A0A2K3DQJ3	CHLRE_06g295400v5	PF00153;
A0A2K3DQJ4	CHLRE_06g295301v5	
A0A2K3DQJ7	CHLRE_06g294876v5	
A0A2K3DQJ8	CHLRE_06g293300v5	PF07714;
A0A2K3DQK0	CHLRE_06g295600v5	PF05063;
A0A2K3DQK2	CHLRE_06g296000v5	PF08433;
A0A2K3DQK5	CHLRE_06g295350v5	
A0A2K3DQK6	CHLRE_06g296100v5	PF01663;
A0A2K3DQL1	CHLRE_06g296450v5	
A0A2K3DQL4	CHLRE_06g295650v5	
A0A2K3DQL5	CHLRE_06g296450v5	
A0A2K3DQL6	CHLRE_06g295950v5	
A0A2K3DQL7	CHLRE_06g296300v5	
A0A2K3DQL9	CHLRE_06g294150v5	
A0A2K3DQM2	CHLRE_06g296300v5	
A0A2K3DQM6	CHLRE_06g296912v5	
A0A2K3DQM7	CHLRE_06g296900v5	PF25370;
A0A2K3DQN0	CHLRE_06g296650v5	
A0A2K3DQN2	CHLRE_06g294700v5	PF01477;
A0A2K3DQN3	CHLRE_06g297300v5	
A0A2K3DQN4	CHLRE_06g297049v5	
A0A2K3DQN5	CHLRE_06g295050v5	PF12937;
A0A2K3DQN6	CHLRE_06g296800v5	
A0A2K3DQN7	CHLRE_06g297200v5	
A0A2K3DQN9	CHLRE_06g297450v5	
A0A2K3DQP0	CHLRE_06g297082v5	
A0A2K3DQP1	CHLRE_06g295500v5	PF13472;
A0A2K3DQP3	CHLRE_06g297600v5	PF01613;
A0A2K3DQP4	CHLRE_06g297500v5	
A0A2K3DQP6	CHLRE_06g297400v5	PF08240;PF13602;
A0A2K3DQP8	CHLRE_06g295100v5	PF03372;PF19580;
A0A2K3DQQ0	CHLRE_06g297516v5	
A0A2K3DQQ1	CHLRE_06g297650v5	PF00644;
A0A2K3DQQ3	CHLRE_06g297800v5	
A0A2K3DQQ6	CHLRE_06g297900v5	PF04117;
A0A2K3DQQ7	CHLRE_06g297750v5	PF13297;PF16837;PF12108;PF11931;
A0A2K3DQQ8	CHLRE_06g298150v5	
A0A2K3DQQ9	CHLRE_06g298251v5	
A0A2K3DQR0	CHLRE_06g295550v5	PF07883;
A0A2K3DQR4	CHLRE_06g298050v5	
A0A2K3DQR6	CHLRE_06g298225v5	
A0A2K3DQR9	CHLRE_06g298500v5	
A0A2K3DQS0	CHLRE_06g298300v5	PF13812;PF17177;
A0A2K3DQS4	CHLRE_06g298225v5	
A0A2K3DQS6	CHLRE_06g296924v5	
A0A2K3DQS7	CHLRE_06g298850v5	
A0A2K3DQS8	CHLRE_06g298800v5	
A0A2K3DQT1	CHLRE_06g298600v5	PF01753;
A0A2K3DQT2	CHLRE_06g298800v5	
A0A2K3DQT3	CHLRE_06g297250v5	
A0A2K3DQT4	CHLRE_06g298450v5	
A0A2K3DQT5	CHLRE_06g298880v5	
A0A2K3DQT8	CHLRE_06g299250v5	
A0A2K3DQT9	CHLRE_06g298911v5	
A0A2K3DQU0	CHLRE_06g299350v5	PF04819;
A0A2K3DQU1	CHLRE_06g296936v5	
A0A2K3DQU2	CHLRE_06g298800v5	
A0A2K3DQU3	CHLRE_06g299150v5	PF12499;
A0A2K3DQU5	CHLRE_06g299800v5	PF00501;PF23562;
A0A2K3DQU6	CHLRE_06g299476v5	
A0A2K3DQU9	CHLRE_06g298000v5	
A0A2K3DQV0	CHLRE_06g299450v5	PF17780;
A0A2K3DQV2	CHLRE_06g299850v5	
A0A2K3DQV3	CHLRE_06g299200v5	PF19568;
A0A2K3DQV4	CHLRE_06g300139v5	
A0A2K3DQV5	CHLRE_06g299926v5	
A0A2K3DQV7	CHLRE_06g299500v5	
A0A2K3DQV9	CHLRE_06g298326v5	
A0A2K3DQW0	CHLRE_06g300144v5	
A0A2K3DQW1	CHLRE_06g299700v5	PF04832;
A0A2K3DQW4	CHLRE_06g300200v5	
A0A2K3DQW5	CHLRE_06g300450v5	PF19568;
A0A2K3DQW7	CHLRE_06g300400v5	
A0A2K3DQW8	CHLRE_06g299950v5	
A0A2K3DQX0	CHLRE_06g298050v5	
A0A2K3DQX2	CHLRE_06g300139v5	
A0A2K3DQX3	CHLRE_06g300150v5	
A0A2K3DQX6	CHLRE_06g300933v5	
A0A2K3DQX9	CHLRE_06g300966v5	
A0A2K3DQY3	CHLRE_06g300350v5	
A0A2K3DQY4	CHLRE_06g300650v5	PF04112;PF25789;
A0A2K3DQY5	CHLRE_06g301350v5	
A0A2K3DQY7	CHLRE_06g300550v5	PF02493;
A0A2K3DQY9	CHLRE_06g299550v5	
A0A2K3DQZ0	CHLRE_06g298802v5	
A0A2K3DQZ2	CHLRE_06g301476v5	
A0A2K3DQZ3	CHLRE_06g301750v5	
A0A2K3DQZ4	CHLRE_06g300850v5	PF05965;PF05964;
A0A2K3DQZ5	CHLRE_06g301251v5	
A0A2K3DQZ7	CHLRE_06g301725v5	PF06838;
A0A2K3DQZ8	CHLRE_06g300001v5	
A0A2K3DR00	CHLRE_06g299100v5	
A0A2K3DR01	CHLRE_06g301450v5	
A0A2K3DR02	CHLRE_06g301802v5	
A0A2K3DR04	CHLRE_06g302000v5	PF07690;
A0A2K3DR05	CHLRE_06g301650v5	PF06838;
A0A2K3DR06	CHLRE_06g302000v5	PF07690;
A0A2K3DR07	CHLRE_06g300300v5	
A0A2K3DR08	CHLRE_06g301300v5	
A0A2K3DR09	CHLRE_06g301500v5	
A0A2K3DR11	CHLRE_06g302150v5	
A0A2K3DR13	CHLRE_06g301900v5	
A0A2K3DR14	CHLRE_06g300700v5	PF13460;
A0A2K3DR15	CHLRE_06g301800v5	PF05977;
A0A2K3DR16	CHLRE_06g302305v5	
A0A2K3DR17	CHLRE_06g301700v5	
A0A2K3DR18	CHLRE_06g301806v5	PF12499;
A0A2K3DR19	CHLRE_06g302350v5	
A0A2K3DR21	CHLRE_06g302389v5	
