locus_tag	has_pfam	n_pfam_domains	pfam_domains
sync_2600	yes	1	PF00698.27
sync_2601	yes	1	PF01553.27
sync_2602	yes	1	PF02698.24
sync_2603	yes	1	PF00814.32
sync_2604	yes	1	PF10718.15
sync_2605	yes	2	PF01743.27;PF12627.13
sync_2606	yes	1	PF00076.29
sync_2607	yes	1	PF00494.25
sync_2608	yes	2	PF01593.31;PF13450.13
sync_2609	yes	1	PF10664.16
sync_2610	yes	1	PF11371.14
sync_2611	yes	2	PF00126.34;PF03466.26
sync_2612	yes	1	PF07298.17
sync_2613	yes	2	PF00361.26;PF00662.27
sync_2614	yes	1	PF00361.26
sync_2615	yes	1	PF06305.17
sync_2616	yes	1	PF02616.20
sync_2617	yes	1	PF00483.30
sync_2618	yes	1	PF02219.24
sync_2619	yes	1	PF00196.26
sync_2620	no	0	
sync_2621	yes	2	PF01513.27;PF20143.5
sync_2622	yes	1	PF00420.30
sync_2623	yes	1	PF00499.26
sync_2624	yes	1	PF12838.13
sync_2625	yes	1	PF00146.27
sync_2626	yes	1	PF00285.27
sync_2627	no	0	
sync_2628	yes	1	PF11832.14
sync_2629	yes	1	PF00581.26
sync_2630	yes	1	PF01628.28
sync_2631	yes	1	PF13458.13
sync_2632	no	0	
sync_2633	yes	1	PF00291.32
sync_2634	yes	6	PF01209.25;PF08241.19;PF08242.19;PF13489.13;PF13649.13;PF13847.13
sync_2635	yes	1	PF01253.28
sync_2636	yes	1	PF01583.27
sync_2637	yes	1	PF01594.23
sync_2638	yes	1	PF00731.27
sync_2639	no	0	
sync_2640	yes	4	PF07109.18;PF08241.19;PF08242.19;PF13649.13
sync_2641	yes	1	PF00849.28
sync_2642	yes	2	PF00072.31;PF00196.26
sync_2643	no	0	
sync_2644	yes	1	PF00266.26
sync_2645	no	0	
sync_2646	yes	1	PF04306.20
sync_2647	yes	1	PF01795.26
sync_2648	yes	1	PF00346.25
sync_2649	yes	1	PF10825.14
sync_2650	yes	1	PF13279.13
sync_2651	no	0	
sync_2652	yes	1	PF05154.22
sync_2653	yes	1	PF00501.35
sync_2654	yes	1	PF13378.13
sync_2655	yes	1	PF01040.24
sync_2656	yes	1	PF00425.25
sync_2657	yes	3	PF02951.21;PF02955.22;PF08443.17
sync_2658	yes	1	PF00462.31
sync_2660	yes	1	PF11688.14
sync_2661	yes	1	PF02130.25
sync_2662	yes	1	PF01219.25
sync_2663	yes	1	PF00117.35
sync_2664	yes	1	PF13483.13
sync_2665	yes	2	PF00710.26;PF17763.7
sync_2666	yes	1	PF00155.28
sync_2667	yes	3	PF00750.26;PF03485.22;PF05746.22
sync_2668	no	0	
sync_2669	yes	2	PF00465.26;PF25137.1
sync_2670	yes	1	PF03992.23
sync_2671	yes	2	PF00563.26;PF00990.27
sync_2672	yes	1	PF00067.28
sync_2673	yes	1	PF21105.4
sync_2674	no	0	
sync_2675	no	0	
sync_2676	no	0	
sync_2677	no	0	
sync_2678	yes	2	PF00463.28;PF13714.13
sync_2679	yes	1	PF01425.27
sync_2681	no	0	
sync_2682	yes	2	PF14231.12;PF14232.12
sync_2683	no	0	
sync_2684	yes	1	PF09995.16
sync_2685	yes	1	PF00924.25
sync_2686	no	0	
sync_2687	no	0	
sync_2689	yes	1	PF06977.18
sync_2691	no	0	
sync_2692	yes	2	PF01729.26;PF02749.23
sync_2693	yes	1	PF04909.21
sync_2696	yes	1	PF01894.23
sync_2697	no	0	
sync_2698	no	0	
sync_2699	yes	3	PF01926.30;PF10396.15;PF12631.13
sync_2700	yes	1	PF09835.15
sync_2701	yes	1	PF02696.20
sync_2702	yes	7	PF01966.29;PF02824.28;PF04607.24;PF13291.13;PF13328.13;PF19296.6;PF28438.1
sync_2703	yes	1	PF00005.34
sync_2705	yes	1	PF00553.26
sync_2706	yes	2	PF00849.28;PF01479.31
sync_2707	yes	1	PF01926.30
sync_2708	yes	1	PF00582.33
sync_2709	yes	1	PF00162.25
sync_2710	no	0	
sync_2712	yes	2	PF03446.22;PF14833.12
sync_2713	no	0	
sync_2714	yes	2	PF03033.27;PF04101.23
sync_2715	yes	1	PF00155.28
sync_2716	yes	1	PF00805.29
sync_2717	yes	1	PF00263.27
sync_2718	no	0	
sync_2719	no	0	
sync_2720	no	0	
sync_2721	yes	1	PF01180.28
sync_2722	yes	1	PF00075.31
sync_2723	yes	1	PF12565.14
sync_2724	yes	2	PF00542.25;PF16320.11
sync_2725	yes	1	PF00466.26
sync_2726	yes	1	PF00687.27
sync_2727	yes	2	PF00298.25;PF03946.20
sync_2728	yes	1	PF02357.25
sync_2729	no	0	
sync_2730	yes	6	PF00004.36;PF02861.26;PF07724.21;PF07728.21;PF10431.16;PF17871.8
sync_2731	yes	2	PF00903.32;PF13669.13
sync_2732	yes	2	PF00113.29;PF03952.22
sync_2733	yes	1	PF03109.23
sync_2734	no	0	
sync_2735	no	0	
sync_2736	yes	1	PF01960.24
sync_2737	yes	1	PF01121.27
sync_2738	no	0	
sync_2739	yes	2	PF02637.24;PF02934.21
sync_2740	yes	1	PF01266.31
sync_2741	yes	1	PF00334.25
sync_2742	yes	3	PF02784.23;PF17810.7;PF17944.7
sync_2743	yes	1	PF11750.14
sync_2744	yes	1	PF00027.36
sync_2745	yes	2	PF00211.26;PF05226.17
sync_2748	no	0	
sync_2749	no	0	
sync_2759	no	0	
sync_2764	no	0	
sync_2765	yes	2	PF00027.36;PF13545.13
sync_2766	yes	1	PF00873.26
sync_2767	no	0	
sync_2768	yes	3	PF01411.25;PF02272.25;PF07973.20
sync_2769	no	0	
sync_2770	yes	3	PF00176.30;PF00271.38;PF12419.14
sync_2771	no	0	
sync_2772	yes	1	PF08670.18
sync_2773	yes	1	PF01566.26
sync_2775	yes	1	PF00011.28
sync_2776	yes	1	PF03480.19
sync_2777	yes	1	PF04290.19
sync_2778	yes	1	PF06808.19
sync_2779	yes	3	PF00753.34;PF01613.25;PF19583.6
sync_2780	yes	2	PF00258.31;PF01613.25
sync_2781	yes	2	PF00301.26;PF02915.24
sync_2782	yes	1	PF01638.24
sync_2783	yes	2	PF02525.23;PF03358.21
sync_2784	yes	1	PF02678.23
sync_2786	no	0	
sync_2787	no	0	
sync_2788	yes	2	PF02347.23;PF21478.4
sync_2789	yes	1	PF01597.26
sync_2790	yes	1	PF06838.18
sync_2791	yes	1	PF00487.31
sync_2792	no	0	
sync_2793	yes	1	PF00487.31
sync_2794	yes	2	PF01281.26;PF03948.20
sync_2795	yes	3	PF00772.27;PF03796.22;PF13481.13
sync_2796	yes	3	PF01134.29;PF13932.16;PF21680.3
sync_2797	no	0	
sync_2798	yes	1	PF01551.30
sync_2801	yes	1	PF01947.22
sync_2802	no	0	
sync_2803	yes	1	PF06897.18
sync_2804	no	0	
sync_2805	no	0	
sync_2806	yes	6	PF00533.34;PF01653.24;PF03119.22;PF03120.23;PF12826.14;PF22745.3
sync_2807	yes	1	PF04087.20
sync_2808	no	0	
sync_2809	yes	1	PF09335.17
sync_2811	yes	1	PF13416.12
sync_2812	yes	2	PF00924.25;PF21082.3
sync_2813	yes	1	PF06182.18
sync_2814	yes	1	PF06182.18
sync_2815	yes	2	PF00005.34;PF13304.13
sync_2816	yes	1	PF01636.30
sync_2817	no	0	
sync_2818	yes	1	PF21082.3
sync_2819	yes	1	PF12974.13
sync_2820	yes	2	PF00563.26;PF00990.27
sync_2824	yes	2	PF00924.25;PF21082.3
sync_2825	yes	3	PF00133.29;PF08264.20;PF10458.15
sync_2826	no	0	
sync_2827	no	0	
sync_2828	no	0	
sync_2829	no	0	
sync_2830	yes	2	PF00106.32;PF13561.13
sync_2831	yes	1	PF01475.26
sync_2832	no	0	
sync_2833	no	0	
sync_2835	no	0	
sync_2838	no	0	
sync_2839	no	0	
sync_2841	yes	1	PF00111.33
sync_2842	no	0	
sync_2843	no	0	
sync_2845	yes	1	PF09988.16
sync_2846	yes	1	PF03819.23
sync_2847	yes	1	PF00472.27
sync_2848	no	0	
sync_2849	no	0	
sync_2850	yes	1	PF01564.24
sync_2851	yes	1	PF00491.27
sync_2853	yes	2	PF01571.27;PF08669.18
sync_2854	yes	3	PF00152.26;PF01336.32;PF02938.20
sync_2855	yes	4	PF00140.26;PF04539.23;PF04542.21;PF04545.23
sync_2856	yes	1	PF00210.31
sync_2857	yes	2	PF00106.32;PF13561.13
sync_2858	yes	2	PF00117.35;PF06418.21
sync_2859	no	0	
sync_2860	no	0	
sync_2861	yes	2	PF00005.34;PF00664.29
sync_2862	yes	1	PF26002.1
sync_2863	yes	1	PF03974.19
sync_2864	yes	1	PF06508.20
sync_2865	yes	1	PF00425.25
sync_2866	yes	1	PF01063.25
sync_2867	yes	2	PF00324.28;PF13520.13
sync_2868	yes	1	PF00005.34
sync_2869	yes	2	PF00005.34;PF12399.15
sync_2870	yes	1	PF02653.22
sync_2871	yes	1	PF02653.22
sync_2872	yes	2	PF13433.13;PF13458.13
sync_2873	yes	1	PF02492.26
sync_2874	yes	1	PF01730.22
sync_2875	yes	1	PF05194.18
sync_2876	yes	1	PF01774.23
sync_2877	yes	1	PF00547.24
sync_2878	yes	1	PF00699.26
sync_2879	yes	2	PF00449.27;PF01979.27
sync_2880	yes	1	PF00117.35
sync_2881	yes	2	PF04174.19;PF14403.12
sync_2882	yes	1	PF04168.18
sync_2883	yes	2	PF01841.26;PF08379.16
sync_2884	no	0	
sync_2885	yes	2	PF04055.28;PF06463.19
sync_2886	yes	1	PF12804.14
sync_2887	yes	1	PF07690.22
sync_2888	yes	3	PF00384.28;PF01568.28;PF04879.22
sync_2889	yes	1	PF09655.16
sync_2890	no	0	
sync_2891	yes	1	PF01967.28
sync_2892	yes	3	PF00994.30;PF03453.23;PF03454.21
sync_2893	yes	1	PF02391.23
sync_2894	yes	1	PF02597.27
sync_2896	yes	1	PF00590.26
sync_2897	no	0	
sync_2898	yes	2	PF01077.28;PF03460.23
sync_2899	yes	1	PF01226.24
sync_2900	no	0	
sync_2901	yes	2	PF02560.20;PF21291.4
sync_2904	yes	1	PF02885.23
sync_2905	yes	3	PF07690.22;PF12832.14;PF13347.13
sync_2906	yes	4	PF02503.23;PF13089.12;PF13090.13;PF17941.8
sync_2907	yes	4	PF00140.26;PF04539.23;PF04542.21;PF04545.23
sync_2908	no	0	
sync_2909	yes	1	PF00793.27
sync_2910	yes	3	PF00330.26;PF06434.20;PF11791.15
sync_2911	yes	1	PF00654.26
sync_2914	yes	2	PF00082.28;PF03160.21
sync_2915	yes	2	PF04055.28;PF19864.6
sync_2916	yes	1	PF04932.21
sync_2917	yes	1	PF00551.25
sync_2918	yes	1	PF05757.17
sync_2919	yes	1	PF01266.31
sync_2920	yes	2	PF01547.31;PF12849.13
sync_2921	yes	2	PF01757.29;PF19040.7
sync_2922	no	0	
sync_2923	yes	2	PF00012.27;PF06723.20
sync_2924	yes	2	PF08501.17;PF18317.7
sync_2925	yes	1	PF16166.11
sync_2926	yes	1	PF01250.23
sync_2927	no	0	
sync_2928	yes	2	PF00764.26;PF20979.3
sync_2929	no	0	
sync_2930	yes	1	PF11332.14
sync_2931	yes	1	PF00953.27
sync_2932	yes	1	PF03797.26
sync_2933	no	0	
sync_2934	no	0	
sync_2935	yes	5	PF02222.28;PF02786.23;PF07478.19;PF21244.4;PF22660.3
sync_2936	yes	6	PF00534.27;PF00862.27;PF05116.20;PF13439.13;PF13579.13;PF13692.13
sync_2938	no	0	
sync_2939	yes	2	PF17755.7;PF17760.7
sync_2940	yes	2	PF02463.26;PF13476.13
sync_2941	yes	1	PF03109.23
sync_2942	yes	1	PF07176.18
sync_2943	yes	1	PF00291.32
