old_locus_tag	protein_id
Syncc9902_2275	WP_011361009.1
Syncc9902_2276	WP_011361010.1
Syncc9902_2277	WP_011361011.1
Syncc9902_2278	WP_011361012.1
Syncc9902_2279	WP_011361013.1
Syncc9902_2280	WP_369776152.1
Syncc9902_2281	WP_011361015.1
Syncc9902_2282	WP_011361016.1
Syncc9902_2283	WP_011361017.1
Syncc9902_2284	WP_011361018.1
Syncc9902_2285	WP_011361019.1
Syncc9902_2286	WP_011361020.1
Syncc9902_2287	WP_011361021.1
Syncc9902_2288	WP_011361022.1
Syncc9902_2289	WP_011361023.1
Syncc9902_2290	WP_011361024.1
Syncc9902_2291	WP_041425599.1
Syncc9902_2292	WP_011361026.1
Syncc9902_2293	WP_011361027.1
Syncc9902_2294	WP_011361028.1
Syncc9902_2295	WP_011361029.1
Syncc9902_2296	WP_011361030.1
Syncc9902_2297	WP_011361031.1
Syncc9902_2298	WP_232179306.1
Syncc9902_2299	WP_049749465.1
Syncc9902_2300	WP_011361034.1
Syncc9902_2301	WP_011361035.1
Syncc9902_2302	WP_369776188.1
Syncc9902_2303	WP_011361037.1
Syncc9902_2304	WP_011361038.1
Syncc9902_2305	WP_041425241.1
Syncc9902_2306	WP_011361040.1
Syncc9902_2307	WP_011361041.1
Syncc9902_2308	WP_011361042.1
Syncc9902_2309	WP_011361043.1
Syncc9902_2310	WP_009788567.1
Syncc9902_2311	WP_011361044.1
Syncc9902_2312	WP_011361045.1
Syncc9902_2314	WP_041425243.1
Syncc9902_2315	WP_011361048.1
Syncc9902_2316	WP_011361049.1
Syncc9902_2317	WP_041425245.1
Syncc9902_2318	WP_011361051.1
Syncc9902_2319	WP_011361052.1
Syncc9902_2320	WP_011361053.1
Syncc9902_2321	WP_049749499.1
