locus_tag	has_pfam	n_pfam_domains	pfam_domains
Syncc9902_1881	yes	1	PF00427.27
Syncc9902_1882	no	0	
Syncc9902_1883	yes	2	PF00427.27;PF01383.28
Syncc9902_1884	yes	1	PF00427.27
Syncc9902_1885	yes	1	PF00427.27
Syncc9902_1886	yes	1	PF09367.17
Syncc9902_1887	yes	1	PF06206.18
Syncc9902_1888	no	0	
Syncc9902_1889	no	0	
Syncc9902_1890	yes	1	PF07862.17
Syncc9902_1891	no	0	
Syncc9902_1892	no	0	
Syncc9902_1893	yes	1	PF00502.26
Syncc9902_1894	yes	1	PF00502.26
Syncc9902_1895	yes	1	PF00427.27
Syncc9902_1896	yes	1	PF13646.13
Syncc9902_1897	yes	1	PF13646.13
Syncc9902_1898	no	0	
Syncc9902_1899	no	0	
Syncc9902_1900	yes	1	PF10847.15
Syncc9902_1901	yes	1	PF13646.13
Syncc9902_1902	yes	1	PF00502.26
Syncc9902_1903	yes	1	PF00502.26
Syncc9902_1904	no	0	
Syncc9902_1905	yes	1	PF09367.17
Syncc9902_1906	yes	1	PF05996.18
Syncc9902_1907	yes	1	PF05996.18
Syncc9902_1908	yes	1	PF00502.26
Syncc9902_1909	yes	1	PF00502.26
Syncc9902_1910	yes	1	PF06206.18
Syncc9902_1911	yes	1	PF13646.13
Syncc9902_1912	no	0	
Syncc9902_1913	yes	1	PF01451.28
Syncc9902_1914	yes	2	PF02224.25;PF02569.22
Syncc9902_1915	yes	1	PF03330.25
Syncc9902_1916	yes	2	PF00586.30;PF02769.28
Syncc9902_1917	no	0	
Syncc9902_1918	yes	1	PF00248.28
Syncc9902_1919	no	0	
Syncc9902_1920	no	0	
Syncc9902_1921	no	0	
Syncc9902_1922	yes	1	PF01612.27
Syncc9902_1923	no	0	
Syncc9902_1924	yes	1	PF12046.14
Syncc9902_1925	no	0	
Syncc9902_1926	yes	1	PF01218.24
Syncc9902_1927	yes	3	PF01656.30;PF10609.16;PF13614.13
Syncc9902_1928	yes	1	PF01098.25
Syncc9902_1929	no	0	
Syncc9902_1930	yes	1	PF02531.22
Syncc9902_1931	yes	2	PF00425.25;PF04715.20
Syncc9902_1932	yes	1	PF04107.19
Syncc9902_1933	yes	1	PF00311.24
Syncc9902_1934	no	0	
Syncc9902_1935	yes	1	PF02463.26
Syncc9902_1936	yes	1	PF02675.22
Syncc9902_1937	no	0	
Syncc9902_1938	yes	1	PF02572.22
Syncc9902_1939	no	0	
Syncc9902_1940	yes	2	PF00581.26;PF00899.28
Syncc9902_1941	yes	1	PF14464.12
Syncc9902_1942	yes	1	PF14159.12
Syncc9902_1943	yes	1	PF03881.21
Syncc9902_1944	yes	2	PF01593.31;PF13450.13
Syncc9902_1945	yes	2	PF02153.24;PF20463.4
Syncc9902_1946	no	0	
Syncc9902_1947	yes	1	PF10999.14
Syncc9902_1948	yes	1	PF08844.16
Syncc9902_1949	yes	2	PF00154.28;PF21096.3
Syncc9902_1950	no	0	
Syncc9902_1951	yes	2	PF19568.6;PF25516.2
Syncc9902_1952	yes	2	PF12617.14;PF25160.2
Syncc9902_1952a	yes	1	PF26132.1
Syncc9902_1953	yes	1	PF11909.14
Syncc9902_1955	yes	1	PF00297.29
Syncc9902_1956	yes	1	PF00573.28
Syncc9902_1957	yes	1	PF00276.26
Syncc9902_1958	yes	2	PF00181.31;PF03947.25
Syncc9902_1959	yes	1	PF00203.27
Syncc9902_1960	yes	1	PF00237.25
Syncc9902_1961	yes	2	PF00189.26;PF07650.24
Syncc9902_1962	yes	1	PF00252.25
Syncc9902_1963	yes	1	PF00831.29
Syncc9902_1964	yes	1	PF00366.27
Syncc9902_1965	yes	1	PF00238.25
Syncc9902_1966	yes	2	PF00467.36;PF17136.11
Syncc9902_1967	yes	2	PF00281.25;PF00673.27
Syncc9902_1968	yes	1	PF00410.25
Syncc9902_1969	yes	1	PF00347.29
Syncc9902_1970	yes	1	PF00861.28
Syncc9902_1971	yes	2	PF00333.27;PF03719.22
Syncc9902_1972	yes	1	PF00828.26
Syncc9902_1973	yes	1	PF00344.26
Syncc9902_1974	yes	2	PF00406.30;PF13207.13
Syncc9902_1975	yes	1	PF00444.24
Syncc9902_1976	yes	1	PF00416.28
Syncc9902_1977	yes	1	PF00411.25
Syncc9902_1978	yes	3	PF01000.32;PF01193.30;PF03118.22
Syncc9902_1979	yes	1	PF01196.25
Syncc9902_1980	yes	1	PF01416.26
Syncc9902_1981	yes	1	PF00572.25
Syncc9902_1982	yes	1	PF00380.26
Syncc9902_1983	yes	1	PF01197.24
Syncc9902_1984	yes	2	PF00472.27;PF03462.24
Syncc9902_1985	yes	2	PF01844.30;PF14279.13
Syncc9902_1986	yes	2	PF00842.28;PF01168.27
Syncc9902_1987	yes	1	PF13354.13
Syncc9902_1988	yes	1	PF00877.26
Syncc9902_1989	yes	1	PF00535.33
Syncc9902_1990	no	0	
Syncc9902_1991	yes	1	PF00796.24
Syncc9902_1992	yes	1	PF02605.21
Syncc9902_1993	yes	1	PF00873.26
Syncc9902_1994	yes	1	PF00223.25
Syncc9902_1995	yes	1	PF00223.25
Syncc9902_1996	no	0	
Syncc9902_1997	yes	3	PF00590.26;PF01890.22;PF11760.14
Syncc9902_1998	yes	1	PF13545.13
Syncc9902_1999	yes	2	PF00395.26;PF04966.19
Syncc9902_2000	no	0	
Syncc9902_2001	yes	1	PF13640.13
Syncc9902_2002	yes	4	PF01547.31;PF13343.12;PF13416.12;PF13531.12
Syncc9902_2003	yes	1	PF00210.31
Syncc9902_2004	no	0	
Syncc9902_2005	no	0	
Syncc9902_2006	yes	2	PF07992.21;PF13738.13
Syncc9902_2007	yes	1	PF00258.31
Syncc9902_2009	no	0	
Syncc9902_2010	yes	1	PF13545.13
Syncc9902_2011	yes	1	PF04955.19
Syncc9902_2012	yes	2	PF00395.26;PF04966.19
Syncc9902_2013	no	0	
Syncc9902_2014	yes	1	PF04055.28
Syncc9902_2015	no	0	
Syncc9902_2016	yes	4	PF00310.27;PF01493.26;PF01645.24;PF04898.21
Syncc9902_2017	yes	1	PF09992.15
Syncc9902_2018	no	0	
Syncc9902_2019	yes	1	PF00164.32
Syncc9902_2020	yes	1	PF00177.28
Syncc9902_2021	yes	6	PF00009.34;PF00679.31;PF03144.32;PF03764.25;PF14492.13;PF22042.3
Syncc9902_2022	yes	3	PF00009.34;PF03143.24;PF03144.32
Syncc9902_2023	yes	1	PF00338.28
Syncc9902_2024	yes	1	PF02190.23
Syncc9902_2025	yes	6	PF02353.27;PF08241.19;PF08242.19;PF13489.13;PF13649.13;PF13847.13
Syncc9902_2026	yes	1	PF00800.24
Syncc9902_2027	yes	1	PF09366.16
Syncc9902_2028	yes	1	PF01351.26
Syncc9902_2029	yes	1	PF10150.15
Syncc9902_2030	yes	3	PF04055.28;PF10105.15;PF19864.6
Syncc9902_2031	yes	1	PF00155.28
Syncc9902_2032	yes	1	PF02617.23
Syncc9902_2033	yes	1	PF02517.22
Syncc9902_2034	no	0	
Syncc9902_2035	yes	1	PF04055.28
Syncc9902_2036	yes	1	PF00124.25
Syncc9902_2037	no	0	
Syncc9902_2038	yes	1	PF05118.22
Syncc9902_2039	yes	1	PF06172.18
Syncc9902_2040	yes	1	PF01264.27
Syncc9902_2041	no	0	
Syncc9902_2042	yes	1	PF01081.26
Syncc9902_2043	yes	4	PF00004.36;PF01434.25;PF06480.21;PF17862.8
Syncc9902_2044	yes	2	PF01747.24;PF14306.13
Syncc9902_2045	yes	1	PF01716.25
Syncc9902_2046	yes	2	PF02441.25;PF04127.23
Syncc9902_2047	yes	1	PF10742.15
Syncc9902_2048	no	0	
Syncc9902_2049	yes	1	PF04483.18
Syncc9902_2050	yes	1	PF07992.21
Syncc9902_2051	yes	2	PF00185.31;PF02729.27
Syncc9902_2052	yes	1	PF02245.22
Syncc9902_2053	yes	1	PF02592.21
Syncc9902_2054	no	0	
Syncc9902_2055	no	0	
Syncc9902_2056	yes	1	PF02633.20
Syncc9902_2057	yes	1	PF02686.21
Syncc9902_2058	yes	1	PF00487.31
Syncc9902_2059	no	0	
Syncc9902_2060	yes	4	PF00133.29;PF06827.21;PF08264.20;PF09334.18
Syncc9902_2061	yes	1	PF24869.2
Syncc9902_2062	yes	1	PF11375.14
Syncc9902_2063	yes	2	PF08495.16;PF10442.15
Syncc9902_2064	yes	1	PF02390.24
Syncc9902_2065	yes	1	PF04932.21
Syncc9902_2066	yes	1	PF01869.27
Syncc9902_2067	yes	4	PF00408.27;PF02878.23;PF02879.23;PF02880.23
Syncc9902_2068	yes	1	PF01464.26
Syncc9902_2069	no	0	
Syncc9902_2070	yes	2	PF00085.27;PF13098.14
Syncc9902_2071	yes	1	PF02511.21
Syncc9902_2072	yes	1	PF22769.2
Syncc9902_2073	yes	1	PF02572.22
Syncc9902_2074	yes	2	PF01138.28;PF03725.21
Syncc9902_2075	yes	3	PF00027.36;PF00325.27;PF13545.13
Syncc9902_2076	yes	1	PF11283.14
Syncc9902_2077	no	0	
Syncc9902_2078	yes	1	PF11344.14
Syncc9902_2079	yes	1	PF01195.26
Syncc9902_2080	yes	1	PF02416.22
Syncc9902_2081	yes	1	PF00737.26
Syncc9902_2082	yes	1	PF02468.21
Syncc9902_2083	yes	3	PF01074.29;PF07748.20;PF09261.17
Syncc9902_2084	yes	1	PF02532.20
Syncc9902_2085	yes	1	PF12600.15
Syncc9902_2086	yes	1	PF00805.29
Syncc9902_2087	yes	1	PF00694.26
Syncc9902_2088	yes	1	PF00330.26
Syncc9902_2089	yes	3	PF00994.30;PF02464.24;PF18146.7
Syncc9902_2090	yes	1	PF00953.27
Syncc9902_2091	yes	1	PF00464.26
Syncc9902_2092	no	0	
Syncc9902_2093	yes	1	PF11378.14
Syncc9902_2094	no	0	
Syncc9902_2095	yes	1	PF11832.14
Syncc9902_2096	yes	1	PF00581.26
Syncc9902_2097	yes	1	PF01628.28
Syncc9902_2098	yes	1	PF00291.32
Syncc9902_2099	yes	1	PF01253.28
Syncc9902_2100	yes	1	PF01583.27
Syncc9902_2101	yes	1	PF01594.23
Syncc9902_2102	no	0	
Syncc9902_2103	yes	1	PF00731.27
Syncc9902_2104	no	0	
Syncc9902_2105	yes	5	PF07109.18;PF08241.19;PF08242.19;PF13649.13;PF13847.13
Syncc9902_2106	yes	1	PF00849.28
Syncc9902_2107	yes	2	PF00072.31;PF00196.26
Syncc9902_2108	no	0	
Syncc9902_2109	yes	2	PF00266.26;PF01212.28
Syncc9902_2110	no	0	
Syncc9902_2111	yes	1	PF01795.26
Syncc9902_2112	yes	1	PF00346.25
Syncc9902_2113	yes	1	PF20589.4
Syncc9902_2114	yes	1	PF10825.14
Syncc9902_2115	no	0	
Syncc9902_2116	yes	1	PF13279.13
Syncc9902_2117	yes	1	PF00501.35
Syncc9902_2118	yes	1	PF13378.13
Syncc9902_2119	yes	1	PF01040.24
Syncc9902_2120	yes	1	PF00425.25
Syncc9902_2121	yes	3	PF02951.21;PF02955.22;PF08443.17
Syncc9902_2122	yes	1	PF00462.31
Syncc9902_2124	yes	2	PF00472.27;PF03462.24
Syncc9902_2125	yes	1	PF11688.14
Syncc9902_2126	yes	1	PF02130.25
Syncc9902_2127	yes	1	PF01219.25
Syncc9902_2128	yes	1	PF00117.35
Syncc9902_2129	yes	1	PF13483.13
Syncc9902_2130	yes	1	PF11302.16
Syncc9902_2131	no	0	
Syncc9902_2132	yes	2	PF00710.26;PF17763.7
Syncc9902_2133	yes	1	PF00155.28
Syncc9902_2134	yes	3	PF00750.26;PF03485.22;PF05746.22
Syncc9902_2135	yes	2	PF01729.26;PF02749.23
Syncc9902_2136	yes	4	PF01926.30;PF02421.25;PF10396.15;PF12631.13
Syncc9902_2137	yes	1	PF09835.15
Syncc9902_2138	yes	1	PF02696.20
Syncc9902_2139	yes	7	PF01966.29;PF02824.28;PF04607.24;PF13291.13;PF13328.13;PF19296.6;PF28438.1
Syncc9902_2140	yes	1	PF00005.34
Syncc9902_2141	yes	2	PF00849.28;PF01479.31
Syncc9902_2142	yes	1	PF01926.30
Syncc9902_2143	yes	1	PF00162.25
Syncc9902_2144	no	0	
Syncc9902_2145	yes	2	PF03446.22;PF14833.12
Syncc9902_2146	no	0	
Syncc9902_2147	yes	2	PF03033.27;PF04101.23
Syncc9902_2148	yes	1	PF00155.28
Syncc9902_2150	yes	1	PF01180.28
Syncc9902_2151	yes	1	PF00075.31
Syncc9902_2152	yes	1	PF12565.14
Syncc9902_2153	yes	2	PF00542.25;PF16320.11
Syncc9902_2154	yes	1	PF00466.26
Syncc9902_2155	yes	1	PF00687.27
Syncc9902_2156	yes	2	PF00298.25;PF03946.20
Syncc9902_2157	yes	1	PF02357.25
Syncc9902_2158	yes	1	PF00584.26
Syncc9902_2159	yes	6	PF00004.36;PF02861.26;PF07724.21;PF07728.21;PF10431.16;PF17871.8
Syncc9902_2160	yes	1	PF00903.32
Syncc9902_2161	yes	2	PF00113.29;PF03952.22
Syncc9902_2162	yes	1	PF03109.23
Syncc9902_2163	no	0	
Syncc9902_2164	no	0	
Syncc9902_2165	no	0	
Syncc9902_2166	yes	1	PF01960.24
Syncc9902_2167	yes	1	PF01121.27
Syncc9902_2168	yes	1	PF13640.13
Syncc9902_2169	yes	2	PF02637.24;PF02934.21
Syncc9902_2170	yes	1	PF01266.31
Syncc9902_2171	yes	1	PF00334.25
Syncc9902_2172	yes	3	PF02784.23;PF17810.7;PF17944.7
Syncc9902_2173	yes	2	PF01411.25;PF07973.20
Syncc9902_2174	no	0	
Syncc9902_2175	yes	3	PF00176.30;PF00271.38;PF12419.14
Syncc9902_2176	no	0	
Syncc9902_2177	yes	1	PF08670.18
Syncc9902_2178	yes	2	PF00011.28;PF17886.8
Syncc9902_2179	yes	1	PF01566.26
Syncc9902_2180	yes	2	PF01613.25;PF19583.6
Syncc9902_2181	no	0	
Syncc9902_2182	yes	1	PF04577.20
Syncc9902_2183	yes	2	PF00258.31;PF01613.25
Syncc9902_2184	yes	2	PF00301.26;PF02915.24
Syncc9902_2185	yes	1	PF03358.21
Syncc9902_2186	no	0	
Syncc9902_2187	no	0	
Syncc9902_2188	yes	2	PF02347.23;PF21478.4
Syncc9902_2189	yes	1	PF01597.26
Syncc9902_2190	yes	1	PF06838.18
Syncc9902_2191	yes	1	PF00487.31
Syncc9902_2192	yes	1	PF00487.31
Syncc9902_2193	yes	2	PF01281.26;PF03948.20
Syncc9902_2194	yes	3	PF00772.27;PF03796.22;PF13481.13
Syncc9902_2195	yes	2	PF14252.12;PF19078.7
Syncc9902_2196	yes	1	PF12833.14
Syncc9902_2197	yes	3	PF01134.29;PF13932.16;PF21680.3
Syncc9902_2198	no	0	
Syncc9902_2199	yes	1	PF01947.22
Syncc9902_2200	no	0	
Syncc9902_2201	yes	1	PF06897.18
Syncc9902_2202	no	0	
Syncc9902_2203	yes	1	PF10263.16
Syncc9902_2204	no	0	
Syncc9902_2205	yes	6	PF00533.34;PF01653.24;PF03119.22;PF03120.23;PF12826.14;PF22745.3
Syncc9902_2206	yes	1	PF04087.20
Syncc9902_2207	no	0	
Syncc9902_2208	yes	1	PF09335.17
Syncc9902_2209	yes	1	PF06182.18
Syncc9902_2210	yes	1	PF06182.18
Syncc9902_2211	yes	2	PF00005.34;PF13304.13
Syncc9902_2212	yes	2	PF00924.25;PF21082.3
Syncc9902_2213	yes	3	PF00133.29;PF08264.20;PF10458.15
Syncc9902_2214	yes	1	PF13416.12
Syncc9902_2215	yes	2	PF00924.25;PF21082.3
Syncc9902_2216	no	0	
Syncc9902_2217	no	0	
Syncc9902_2218	no	0	
Syncc9902_2219	yes	2	PF00106.32;PF13561.13
Syncc9902_2220	yes	1	PF01475.26
Syncc9902_2221	yes	1	PF13483.13
Syncc9902_2222	no	0	
Syncc9902_2223	no	0	
Syncc9902_2224	no	0	
Syncc9902_2226	yes	1	PF09988.16
Syncc9902_2227	yes	1	PF03819.23
Syncc9902_2228	yes	1	PF00472.27
Syncc9902_2229	yes	1	PF01564.24
Syncc9902_2230	yes	1	PF00491.27
Syncc9902_2232	yes	2	PF01571.27;PF08669.18
Syncc9902_2233	yes	3	PF00152.26;PF01336.32;PF02938.20
Syncc9902_2234	yes	4	PF00140.26;PF04539.23;PF04542.21;PF04545.23
Syncc9902_2235	yes	2	PF00117.35;PF06418.21
Syncc9902_2236	no	0	
Syncc9902_2237	yes	2	PF03446.22;PF14833.12
Syncc9902_2238	yes	2	PF00733.28;PF06508.20
Syncc9902_2239	yes	1	PF00425.25
Syncc9902_2240	yes	1	PF01063.25
Syncc9902_2241	yes	2	PF00324.28;PF13520.13
Syncc9902_2242	no	0	
Syncc9902_2243	yes	1	PF00128.32
Syncc9902_2244	no	0	
Syncc9902_2245	yes	1	PF08865.17
Syncc9902_2246	yes	1	PF00005.34
Syncc9902_2247	yes	2	PF00005.34;PF12399.15
Syncc9902_2248	yes	1	PF02653.22
Syncc9902_2249	yes	1	PF02653.22
Syncc9902_2250	yes	2	PF13433.13;PF13458.13
Syncc9902_2251	yes	1	PF02492.26
Syncc9902_2252	yes	1	PF01730.22
Syncc9902_2253	yes	1	PF05194.18
Syncc9902_2254	yes	1	PF01774.23
Syncc9902_2255	yes	1	PF00547.24
Syncc9902_2256	yes	1	PF00699.26
Syncc9902_2257	yes	2	PF00449.27;PF01979.27
Syncc9902_2258	yes	1	PF06267.18
Syncc9902_2259	yes	1	PF01546.34
Syncc9902_2260	yes	3	PF00733.28;PF13522.12;PF13537.12
Syncc9902_2261	yes	2	PF00185.31;PF02729.27
Syncc9902_2263	yes	1	PF00474.24
Syncc9902_2264	yes	2	PF04174.19;PF14403.12
Syncc9902_2265	yes	1	PF04168.18
Syncc9902_2266	yes	2	PF01841.26;PF08379.16
Syncc9902_2267	no	0	
Syncc9902_2268	no	0	
Syncc9902_2269	yes	2	PF04055.28;PF06463.19
Syncc9902_2270	yes	1	PF12804.14
Syncc9902_2271	yes	1	PF07690.22
Syncc9902_2272	yes	3	PF00384.28;PF01568.28;PF04879.22
Syncc9902_2273	yes	1	PF09655.16
Syncc9902_2274	no	0	
Syncc9902_2275	yes	1	PF00484.25
Syncc9902_2276	yes	1	PF01967.28
Syncc9902_2277	yes	3	PF00994.30;PF03453.23;PF03454.21
Syncc9902_2278	yes	1	PF01370.28
Syncc9902_2279	yes	1	PF02391.23
Syncc9902_2280	yes	1	PF02597.27
Syncc9902_2281	yes	1	PF00994.30
Syncc9902_2282	yes	1	PF00590.26
Syncc9902_2283	no	0	
Syncc9902_2284	yes	2	PF01077.28;PF03460.23
Syncc9902_2285	yes	1	PF01226.24
Syncc9902_2286	no	0	
Syncc9902_2287	yes	2	PF02560.20;PF21291.4
Syncc9902_2288	no	0	
Syncc9902_2289	yes	2	PF00591.28;PF02885.23
Syncc9902_2290	no	0	
Syncc9902_2291	yes	4	PF00083.31;PF03209.22;PF07690.22;PF12832.14
Syncc9902_2292	yes	4	PF02503.23;PF13089.12;PF13090.13;PF17941.8
Syncc9902_2293	yes	4	PF00140.26;PF04539.23;PF04542.21;PF04545.23
Syncc9902_2294	no	0	
Syncc9902_2295	yes	1	PF00793.27
Syncc9902_2296	yes	3	PF00330.26;PF06434.20;PF11791.15
Syncc9902_2297	yes	1	PF00654.26
Syncc9902_2298	yes	2	PF04055.28;PF19864.6
Syncc9902_2299	yes	1	PF04932.21
Syncc9902_2300	yes	1	PF00551.25
Syncc9902_2301	yes	1	PF05757.17
Syncc9902_2302	yes	1	PF01266.31
Syncc9902_2303	yes	2	PF00012.27;PF06723.20
Syncc9902_2304	yes	2	PF08501.17;PF18317.7
Syncc9902_2305	yes	1	PF16166.11
Syncc9902_2306	yes	1	PF01250.23
Syncc9902_2307	no	0	
Syncc9902_2308	yes	2	PF00764.26;PF20979.3
Syncc9902_2309	no	0	
Syncc9902_2310	yes	1	PF11332.14
Syncc9902_2311	yes	1	PF00953.27
Syncc9902_2312	no	0	
Syncc9902_2314	yes	5	PF02222.28;PF02786.23;PF07478.19;PF21244.4;PF22660.3
Syncc9902_2315	yes	6	PF00534.27;PF00862.27;PF05116.20;PF13439.13;PF13579.13;PF13692.13
Syncc9902_2316	yes	1	PF12697.14
Syncc9902_2317	yes	2	PF17755.7;PF17760.7
Syncc9902_2318	yes	2	PF02463.26;PF13476.13
Syncc9902_2319	yes	1	PF03109.23
Syncc9902_2320	yes	1	PF07176.18
Syncc9902_2321	yes	1	PF00291.32
