Locus Tag	Description	dN/dS	dN	dS	%min5Xcov	%min1Xcov	avg read depth	dN/dS vs CC9902	dN/dS 70_70	dN/dS PAML
Syncc9902_1804	hypothetical protein	0.937	0.075	0.08	100.0	100.0	15.181	0.923	0.82	0.892013621890863
Syncc9902_1805	hypothetical protein	0.203	0.064	0.316	100.0	100.0	21.4	0.213	0.244	0.063053891167589
Syncc9902_1806	hypothetical protein	0.089	0.027	0.299	100.0	100.0	23.93	0.093	0.089	0.0405934682186429
Syncc9902_1807	hypothetical protein	0.069	0.023	0.33	100.0	100.0	18.733	0.066	0.075	0.0158203623373309
Syncc9902_1808	hypothetical protein	0.175	0.065	0.371	100.0	100.0	16.602	0.169	0.178	0.0
Syncc9902_1809	hypothetical protein	0.324	0.067	0.207	100.0	100.0	16.484	0.325	0.358	1.77229427658424
Syncc9902_1810	Band 7 protein	0.027	0.011	0.397	100.0	100.0	28.758	0.03	0.027	0.00769745380007061
Syncc9902_1811	membrane protein-like	0.259	0.082	0.316	100.0	100.0	22.786	0.257	0.261	0.149524274659184
Syncc9902_1812	salt-stress induced hydrophobic peptide	0.044	0.014	0.305	100.0	100.0	12.676	0.043	0.044	0.014600807704256
Syncc9902_1813	possible pfkB family carbohydrate kinase	0.321	0.054	0.169	91.61	100.0	10.886	0.284	0.321	0.453246812307393
Syncc9902_1814	Photosystem II reaction centre protein PsbA/D1	0.083	0.034	0.406	100.0	100.0	28.18	0.084	0.096	0.129721765868748
Syncc9902_1815	Glyceraldehyde-3-phosphate dehydrogenase, type I (EC:1.2.1.12 )	0.084	0.025	0.299	100.0	100.0	15.522	0.08	0.085	0.0678534308952825
Syncc9902_1816	GCN5-related N-acetyltransferase	0.163	0.049	0.301	96.94	100.0	11.375	0.157	0.163	0.147778775943635
Syncc9902_1817	Photosystem II reaction centre protein PsbA/D1	0.07	0.028	0.4	100.0	100.0	22.506	0.07	0.091	0.0453214089687978
Syncc9902_1818	hypothetical protein	0.262	0.07	0.267	100.0	100.0	18.485	0.271	0.279	0.528266167033758
Syncc9902_1819	aspartoacylase (EC:3.5.1.15 )	0.204	0.045	0.22	100.0	100.0	16.855	0.199	0.209	0.390253717912188
Syncc9902_1820	putative glutathione S-transferase	0.188	0.037	0.199	100.0	100.0	15.931	0.205	0.205	0.179042177862835
Syncc9902_1821	hypothetical protein	0.177	0.047	0.263	100.0	100.0	16.512	0.147	0.177	0.204257914994852
Syncc9902_1822	ATPase	0.079	0.02	0.246	100.0	100.0	20.522	0.083	0.082	0.0800583700255683
Syncc9902_1823	hypothetical protein	0.11	0.031	0.278	100.0	100.0	22.018	0.113	0.11	0.19730309178041
Syncc9902_1824	Small GTP-binding protein domain	0.043	0.012	0.266	100.0	100.0	18.452	0.045	0.043	0.134393246545444
Syncc9902_1825	ATPase	0.144	0.03	0.21	100.0	100.0	12.397	0.145	0.144	0.137997452814041
Syncc9902_1826	MutS 2 protein	0.102	0.025	0.245	94.72	100.0	15.836	0.105	0.103	0.127744826107139
Syncc9902_1827	possible ring-cleaving dioxygenase	0.157	0.031	0.196	100.0	100.0	12.097	0.142	0.157	0.1169247737779
Syncc9902_1828	delta-aminolevulinic acid dehydratase (EC:4.2.1.24 )	0.034	0.009	0.249	96.31	100.0	13.471	0.034	0.034	0.0615350836722794
Syncc9902_1829	Heat shock protein DnaJ-like	0.063	0.016	0.25	90.39	100.0	12.723	0.061	0.067	0.039336767752751
Syncc9902_1830	hypothetical protein	0.186	0.036	0.193	100.0	100.0	9.69	0.182	0.186	0.159673455949409
Syncc9902_1831	putative sulfate transporter	0.08	0.015	0.184	97.74	100.0	10.348	0.088	0.079	0.0776931897114048
Syncc9902_1832	tRNA-(MS(2)IO(6)A)-hydroxylase-like	0.142	0.03	0.214	76.3	100.0	7.827	0.155	0.14	0.221777725007079
Syncc9902_1833	3-dehydroquinate dehydratase (EC:4.2.1.10 )	0.134	0.029	0.219	100.0	100.0	10.24	0.136	0.138	0.473316492401045
Syncc9902_1834	Alpha amylase, catalytic subdomain	0.168	0.03	0.176	93.21	100.0	8.572	0.167	0.17	0.384356295935546
Syncc9902_1835	putative glycerol kinase	0.089	0.014	0.157	80.41	100.0	7.458	0.082	0.089	0.0923052753531209
Syncc9902_1836	putative glycerol-3-phosphate dehydrogenase	0.128	0.022	0.169	94.84	100.0	7.964	0.125	0.128	0.12630790020023
Syncc9902_1837	Alpha amylase, catalytic subdomain	0.046	0.007	0.148	87.16	100.0	8.48	0.05	0.046	0.0409577746579197
Syncc9902_1838	putative aldehyde dehydrogenase	0.13	0.024	0.182	95.14	100.0	9.436	0.14	0.13	0.134790574116812
Syncc9902_1839	Peptidoglycan-binding LysM	0.154	0.029	0.185	100.0	100.0	13.999	0.156	0.154	0.207805947862348
Syncc9902_1840	ATP-dependent DNA helicase RecQ	0.055	0.012	0.211	91.85	100.0	11.81	0.054	0.055	0.113367427755482
Syncc9902_1841	hypothetical protein	0.029	0.006	0.208	91.83	100.0	9.463	0.036	0.029	0.166844849062279
Syncc9902_1842	photosystem I reaction center subunit IV	0.064	0.007	0.103	100.0	100.0	10.7	0.064	0.064	0.00673720168904493
Syncc9902_1843	Formamidopyrimidine-DNA glycolase (EC:3.2.2.23 )	0.111	0.026	0.231	100.0	100.0	11.749	0.109	0.111	0.0914278197854956
Syncc9902_1844	Initiation factor 2B alpha/beta/delta (EC:5.3.1.23 )	0.157	0.042	0.264	100.0	100.0	9.986	0.154	0.176	0.206145905443352
Syncc9902_1845	putative sugar aldolase	0.243	0.063	0.258	100.0	100.0	11.49	0.239	0.243	0.209295073608028
Syncc9902_1846	2,3-diketo-5-methylthio-1-phosphopentane phosphatase	0.272	0.084	0.31	100.0	100.0	18.57	0.255	0.272	0.30769807388265
Syncc9902_1847	putative neutral invertase-like protein	0.05	0.008	0.159	83.2	100.0	7.848	0.05	0.05	0.069751752075991
Syncc9902_1848	cytochrome b6-f complex subunit 4	0.013	0.003	0.256	87.58	100.0	7.501	0.013	0.013	0.0120819478189502
Syncc9902_1849	cytochrome b6	0.02	0.003	0.126	54.95	100.0	5.607	0.019	0.02	0.175940907917947
Syncc9902_1850	Peptidase S41A, C-terminal protease (EC:3.4.21.102 )	0.095	0.018	0.192	100.0	100.0	14.304	0.087	0.095	0.129987165870251
Syncc9902_1851	metal dependent phosphohydrolase	0.141	0.025	0.181	86.54	100.0	9.66	0.132	0.141	0.217796093859334
Syncc9902_1852	possible septum site-determining protein	0.281	0.045	0.161	93.48	100.0	9.088	0.292	0.281	0.40161227149974
Syncc9902_1853	Septum site-determining protein MinD	0.028	0.004	0.144	99.75	100.0	10.736	0.024	0.028	0.0261860856329384
Syncc9902_1854	Septum formation topological specificity factor MinE	0.059	0.014	0.244	100.0	100.0	11.08	0.06	0.059	0.0621281468884294
Syncc9902_1855	transcriptional regulator, LuxR family	0.301	0.056	0.185	100.0	100.0	11.117	0.279	0.301	0.535875164221594
Syncc9902_1856	hypothetical protein	0.315	0.074	0.236	100.0	100.0	14.117	0.297	0.315	0.20865840262235
Syncc9902_1857	hypothetical protein	0.175	0.033	0.19	97.54	100.0	7.379	0.183	0.175	0.325529306428375
Syncc9902_1858	Modification methylase HemK	0.25	0.036	0.146	100.0	100.0	10.146	0.26	0.25	0.322914001850892
Syncc9902_1859	SMF protein	0.255	0.042	0.163	70.69	96.72	7.871	0.257	0.255	0.297591925158451
Syncc9902_1860	hypothetical protein	0.179	0.027	0.15	63.18	98.91	6.673	0.209	0.179	0.60972264315417
Syncc9902_1861	hypothetical protein	0.043	0.01	0.224	95.29	100.0	8.994	0.041	0.043	0.0269562581685687
Syncc9902_1862	possible photosystem II reaction center M protein	0.147	0.004	0.029	100.0	100.0	7.562	0.147	0.147	NaN
Syncc9902_1863	possible ferredoxin (2Fe-2S)	0.144	0.03	0.211	97.76	100.0	8.014	0.165	0.144	0.77857575772481
Syncc9902_1864	photosystem II chlorophyll-binding protein CP47	0.039	0.008	0.203	70.0	100.0	5.663	0.04	0.039	0.0154528472970537
Syncc9902_1865	photosystem II reaction center T protein	0.0	0.0	0.048	100.0	100.0	14.615	0.0	0.0	NaN
Syncc9902_1866	Protein of unknown function DUF193	0.05	0.011	0.215	100.0	100.0	7.979	0.049	0.05	0.0233151287094318
Syncc9902_1867	30S ribosomal protein S1	0.027	0.005	0.167	62.68	100.0	5.394	0.032	0.03	0.013943088761959
Syncc9902_1868	hypothetical protein	0.234	0.033	0.14	90.96	100.0	9.466	0.226	0.234	0.173845084074707
Syncc9902_1869	S-adenosylmethionine synthetase (EC:2.5.1.6 )	0.033	0.006	0.191	100.0	100.0	13.782	0.033	0.033	0.026688151318558
Syncc9902_1870	putative carbohydrate kinase, FGGY family	0.217	0.042	0.193	100.0	100.0	15.005	0.214	0.228	0.217865125999368
Syncc9902_1871	possible phycobilisome linker polypeptide	0.116	0.024	0.209	100.0	100.0	17.988	0.125	0.12	0.114985913403138
Syncc9902_1872	hypothetical protein	0.137	0.027	0.193	100.0	100.0	17.396	0.157	0.137	0.142403643340884
Syncc9902_1873	hypothetical protein	0.447	0.069	0.154	100.0	100.0	13.277	0.46	0.447	0.556240586790995
Syncc9902_1874	hypothetical protein	2.493	0.244	0.098	22.87	100.0	3.849	2.901	1.323	NaN
Syncc9902_1875	hypothetical protein	1.168	0.064	0.055	95.63	100.0	7.918	1.197	1.168	0.765416993311782
Syncc9902_1876	hypothetical protein	0.103	0.024	0.234	100.0	100.0	16.163	0.103	0.103	0.155848651524153
Syncc9902_1877	hypothetical protein	0.195	0.036	0.183	80.41	100.0	10.025	0.206	0.23	1.01630426473528
Syncc9902_1878	hypothetical protein	0.06	0.02	0.327	100.0	100.0	10.73	0.062	0.06	0.114490036943527
Syncc9902_1879	hypothetical protein	0.201	0.04	0.198	100.0	100.0	19.528	0.217	0.224	0.174619382507448
Syncc9902_1880	possible phycobilisome polypeptide	0.254	0.049	0.195	100.0	100.0	9.569	0.28	0.249	0.179677865911907
Syncc9902_1881	possible phycobilisome rod-core linker polypeptide (L-RC 28.5)	0.146	0.033	0.228	100.0	100.0	23.009	0.153	0.146	0.185090168664434
Syncc9902_1882	hypothetical protein	0.165	0.043	0.263	100.0	100.0	22.441	0.154	0.165	0.109146932265155
Syncc9902_1883	phycobilisome linker polypeptide	0.062	0.016	0.264	100.0	100.0	26.911	0.067	0.062	0.03466867021185
Syncc9902_1884	phycobilisome linker polypeptide	0.066	0.016	0.241	100.0	100.0	20.205	0.066	0.072	0.0833060554731738
Syncc9902_1885	possible phycobilisome linker polypeptide	0.121	0.037	0.307	100.0	100.0	17.966	0.121	0.121	0.158172307315059
Syncc9902_1886	conserved hypothetical protein CpeS	0.091	0.027	0.298	87.52	100.0	10.209	0.087	0.091	0.0866979776827428
Syncc9902_1887	CpeT-like	0.204	0.067	0.326	100.0	100.0	27.605	0.204	0.204	0.13607402123014
Syncc9902_1888	CpeR-like, phycoerythrin linker-proteins region	0.058	0.03	0.521	100.0	100.0	31.663	0.069	0.058	0.0421592892362496
Syncc9902_1889	hypothetical protein	0.135	0.045	0.333	100.0	100.0	22.243	0.141	0.138	0.157293732683156
Syncc9902_1890	hypothetical protein	0.279	0.077	0.276	100.0	100.0	24.904	0.274	0.279	0.30915011159631
Syncc9902_1891	hypothetical protein	0.185	0.046	0.247	100.0	100.0	25.103	0.197	0.2	0.345894946834742
Syncc9902_1892	CpeY-like	0.147	0.029	0.194	100.0	100.0	32.381	0.149	0.147	0.209583629540426
Syncc9902_1893	C-phycoerythrin class II beta chain	0.05	0.01	0.206	100.0	100.0	39.11	0.054	0.05	0.00485326144474279
Syncc9902_1894	C-phycoerythrin class II alpha chain	0.096	0.029	0.301	100.0	100.0	47.046	0.095	0.096	0.0221085959350176
Syncc9902_1895	C-phycoerythrin class II gamma chain, linker polypeptide	0.102	0.025	0.241	100.0	100.0	25.571	0.1	0.112	0.127217792407409
Syncc9902_1896	PBS lyase HEAT-like repeat	0.197	0.04	0.204	100.0	100.0	26.033	0.197	0.197	0.155532346186642
Syncc9902_1897	putative bilin biosynthesis protein cpeZ	0.156	0.032	0.208	100.0	100.0	44.44	0.157	0.156	0.117756651299064
Syncc9902_1898	putative bilin biosynthesis protein (CpeY)	0.321	0.069	0.215	100.0	100.0	30.382	0.316	0.311	0.267277561489732
Syncc9902_1899	hypothetical protein	0.319	0.058	0.182	100.0	100.0	25.63	0.296	0.331	0.182266078151929
Syncc9902_1900	hypothetical protein	0.152	0.028	0.183	100.0	100.0	17.857	0.155	0.154	0.123563851461686
Syncc9902_1901	PBS lyase HEAT-like repeat	0.159	0.033	0.206	100.0	100.0	23.599	0.164	0.159	0.144867214761043
Syncc9902_1902	C-phycoerythrin class I alpha chain	0.074	0.018	0.242	100.0	100.0	25.798	0.074	0.075	0.068032660992004
Syncc9902_1903	C-phycoerythrin class I beta chain	0.047	0.008	0.179	100.0	100.0	40.391	0.047	0.047	0.157968231388224
Syncc9902_1904	hypothetical protein	0.019	0.004	0.204	100.0	100.0	23.419	0.009	0.028	0.00580147745113602
Syncc9902_1905	hypothetical protein	0.114	0.037	0.327	100.0	100.0	39.773	0.111	0.114	0.0609980615144806
Syncc9902_1906	15,16 dihydrobiliverdin:ferredoxin oxidoreductase	0.078	0.021	0.274	100.0	100.0	34.25	0.079	0.078	0.0753873165512611
Syncc9902_1907	phycoerythrobilin:ferredoxin oxidoreductase	0.141	0.035	0.249	100.0	100.0	20.708	0.135	0.141	0.163357003529728
Syncc9902_1908	Phycocyanin, beta subunit	0.059	0.012	0.21	100.0	100.0	22.526	0.06	0.059	0.0116891116549725
Syncc9902_1909	Phycocyanin, alpha subunit	0.034	0.008	0.226	100.0	100.0	16.928	0.042	0.034	0.0182318087498855
Syncc9902_1910	hypothetical protein	0.161	0.035	0.215	100.0	100.0	13.811	0.159	0.161	0.101386320494097
Syncc9902_1911	PBS lyase HEAT-like repeat	0.208	0.055	0.264	100.0	100.0	19.468	0.21	0.206	0.212838291214236
Syncc9902_1912	phycocyanobilin lyase beta subunit	0.184	0.038	0.206	100.0	100.0	12.463	0.175	0.188	0.18071628831261
Syncc9902_1913	protein tyrosine phosphatase (EC:3.1.3.48 )	0.156	0.034	0.217	100.0	100.0	14.96	0.148	0.156	0.179022606718244
Syncc9902_1914	Cytidylate kinase (EC:6.3.2.1,EC:2.7.4.14 )	0.16	0.036	0.222	100.0	100.0	13.269	0.168	0.16	0.290846170992626
Syncc9902_1915	Rare lipoprotein A	0.23	0.031	0.133	99.49	100.0	9.679	0.232	0.23	0.256313020691532
Syncc9902_1916	phosphoribosylaminoimidazole synthetase (EC:6.3.3.1 )	0.11	0.024	0.22	100.0	100.0	11.288	0.125	0.11	0.125466666262873
Syncc9902_1917	hypothetical protein	0.028	0.007	0.254	84.06	100.0	8.802	0.031	0.028	0.0294948942826458
Syncc9902_1918	hypothetical protein	0.152	0.031	0.204	99.8	100.0	8.923	0.151	0.159	0.222807731449927
Syncc9902_1919	hypothetical protein	0.506	0.035	0.069	56.97	100.0	4.788	0.534	0.506	1.35986042085228
Syncc9902_1920	hypothetical protein	0.199	0.039	0.199	95.7	100.0	10.133	0.192	0.199	0.201007683000147
Syncc9902_1921	hypothetical protein	0.121	0.025	0.206	100.0	100.0	6.291	0.129	0.121	0.16537343358396
Syncc9902_1922	3'-5' exonuclease	0.062	0.011	0.171	100.0	100.0	12.105	0.061	0.062	0.451363958504635
Syncc9902_1923	possible Pex protein	0.077	0.017	0.216	100.0	100.0	9.992	0.082	0.077	0.0519650423009553
Syncc9902_1924	hypothetical protein	0.08	0.013	0.162	53.58	100.0	5.195	0.08	0.08	0.162926493723246
Syncc9902_1925	hypothetical protein	0.223	0.033	0.148	100.0	100.0	8.042	0.213	0.223	0.263011027244409
Syncc9902_1926	coproporphyrinogen III oxidase (EC:1.3.3.3 )	0.07	0.008	0.119	77.87	100.0	7.049	0.065	0.093	0.122661569097945
Syncc9902_1927	MRP protein-like	0.066	0.012	0.187	82.27	100.0	6.61	0.069	0.066	0.129105937244063
Syncc9902_1928	cell division protein possibly involved in shape determination	0.073	0.01	0.131	57.3	100.0	4.601	0.074	0.073	0.0526840447198664
Syncc9902_1929	hypothetical protein	0.139	0.021	0.153	37.94	97.59	3.95	0.141	0.139	0.161923864046489
Syncc9902_1930	photosystem I reaction center subunit II (PsaD)	0.057	0.011	0.185	89.81	100.0	6.59	0.063	0.057	0.0849084391969982
Syncc9902_1931	Anthranilate synthase (EC:4.1.3.27 )	0.058	0.012	0.211	56.74	94.74	4.767	0.063	0.058	0.0698052772164197
Syncc9902_1932	Glutamate--cysteine ligase, putative	0.088	0.013	0.142	70.69	100.0	5.413	0.093	0.091	0.11410649411855
Syncc9902_1933	phosphoenolpyruvate carboxylase (EC:4.1.1.31 )	0.037	0.006	0.161	89.39	97.42	8.323	0.036	0.037	0.0495938705798563
Syncc9902_1934	hypothetical protein	0.196	0.02	0.102	57.02	100.0	7.23	0.238	0.196	0.133862030463899
Syncc9902_1935	RecF protein	0.057	0.01	0.169	100.0	100.0	8.965	0.062	0.057	0.0942529340701345
Syncc9902_1936	S-adenosylmethionine decarboxylase proenzyme (EC:4.1.1.50 )	0.092	0.009	0.1	98.27	100.0	9.03	0.092	0.092	0.0420601868152491
Syncc9902_1937	hypothetical protein	0.085	0.015	0.17	87.49	100.0	7.315	0.088	0.108	0.0474855271906153
Syncc9902_1938	cob(I)yrinic acid a,c-diamide adenosyltransferase	0.035	0.008	0.22	99.65	100.0	10.846	0.042	0.034	0.0428874762796771
Syncc9902_1939	hypothetical protein	NaN	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN
Syncc9902_1940	Rhodanese-like	0.146	0.03	0.204	100.0	100.0	15.023	0.151	0.143	0.303800974568306
Syncc9902_1941	hypothetical protein	0.363	0.066	0.183	100.0	100.0	13.085	0.366	0.364	0.960892149427894
Syncc9902_1942	hypothetical protein	0.059	0.012	0.194	100.0	100.0	17.323	0.054	0.059	0.0998718623629145
Syncc9902_1943	hypothetical protein	0.212	0.051	0.239	100.0	100.0	11.861	0.216	0.213	0.295968026425941
Syncc9902_1944	phytoene dehydrogenase related enzyme	0.148	0.027	0.18	100.0	100.0	11.501	0.139	0.148	0.137687423276974
Syncc9902_1945	prephenate dehydrogenase	0.113	0.016	0.145	100.0	100.0	10.57	0.126	0.113	0.104767942538527
Syncc9902_1946	hypothetical protein	0.082	0.011	0.138	72.54	100.0	5.458	0.088	0.082	0.0809962529509459
Syncc9902_1947	hypothetical protein	0.055	0.009	0.166	84.34	100.0	5.47	0.064	0.055	0.0654613802720583
Syncc9902_1948	hypothetical protein	0.201	0.043	0.214	100.0	100.0	9.855	0.193	0.201	0.278157720402266
Syncc9902_1949	recombinase A	0.04	0.005	0.122	50.4	100.0	5.003	0.039	0.04	0.148887030270958
Syncc9902_1950	hypothetical protein	0.184	0.023	0.125	57.47	98.4	4.704	0.185	0.184	0.309450401796812
Syncc9902_1951	ATPase	0.099	0.013	0.132	64.57	100.0	4.957	0.094	0.099	0.13804573850427
Syncc9902_1952	putative LdpA protein	0.217	0.025	0.114	45.64	100.0	4.295	0.201	0.217	0.181192665320626
Syncc9902_1952a	hypothetical protein	0.086	0.018	0.207	100.0	100.0	26.557	0.085	0.086	2.07679714189825
Syncc9902_1953	NADH dehydrogenase I subunit N	0.076	0.016	0.208	6.96	100.0	3.095	0.076	0.076	NaN
Syncc9902_1954	hypothetical protein	1.778	0.048	0.027	89.17	100.0	7.429	1.778	1.778	NaN
Syncc9902_1955	50S ribosomal protein L3	0.085	0.009	0.104	56.01	100.0	4.924	0.083	0.072	0.0802706660762188
Syncc9902_1956	50S ribosomal protein L4	0.05	0.005	0.102	100.0	100.0	7.626	0.049	0.05	0.0701896330563441
Syncc9902_1957	50S ribosomal protein L23	0.0	0.0	0.054	92.41	100.0	7.267	0.0	0.0	0.0
Syncc9902_1958	50S ribosomal protein L2	0.041	0.005	0.118	73.38	100.0	6.34	0.037	0.041	0.0297471807323522
Syncc9902_1959	Ribosomal protein S19	0.0	0.0	0.026	21.74	100.0	2.764	0.0	0.0	NaN
Syncc9902_1960	Ribosomal protein L22	0.204	0.019	0.093	27.87	100.0	3.76	0.204	0.204	0.234493416142021
Syncc9902_1961	30S ribosomal protein S3	0.022	0.002	0.105	54.46	100.0	5.488	0.023	0.022	0.00719085116884282
Syncc9902_1962	50S ribosomal protein L16	0.02	0.003	0.125	75.47	100.0	6.138	0.02	0.03	0.00690150970524802
Syncc9902_1963	Ribosomal protein L29	0.094	0.005	0.048	97.62	100.0	8.371	0.094	0.083	0.0207312476441764
Syncc9902_1964	30S ribosomal protein S17	0.062	0.005	0.077	100.0	100.0	9.861	0.088	0.062	0.0190168640114819
Syncc9902_1965	50S ribosomal protein L14	0.025	0.003	0.1	100.0	100.0	11.12	0.025	0.025	0.075163388203998
Syncc9902_1966	Ribosomal protein L24	0.022	0.003	0.118	100.0	100.0	14.535	0.022	0.022	0.0282870177458109
Syncc9902_1967	50S ribosomal protein L5	0.038	0.004	0.113	100.0	100.0	10.661	0.037	0.055	0.0282973370518515
Syncc9902_1968	30S ribosomal protein S8	0.058	0.006	0.099	100.0	100.0	9.59	0.058	0.058	0.102196500225006
Syncc9902_1969	50S ribosomal protein L6	0.033	0.004	0.129	100.0	100.0	9.198	0.033	0.033	0.0397300675279172
Syncc9902_1970	Ribosomal protein L18	0.1	0.008	0.076	100.0	100.0	10.42	0.094	0.1	0.057659250016014
Syncc9902_1971	30S ribosomal protein S5	0.022	0.004	0.167	100.0	100.0	13.748	0.021	0.022	0.0136884259327439
Syncc9902_1972	50S ribosomal protein L15	0.044	0.005	0.118	99.34	100.0	7.726	0.051	0.044	0.00603089457761412
Syncc9902_1973	preprotein translocase SecY	0.015	0.002	0.146	95.61	100.0	7.931	0.012	0.015	0.0198216816215839
Syncc9902_1974	Adenylate kinase, subfamily	0.079	0.015	0.186	91.85	100.0	8.138	0.086	0.079	0.0537710890339485
Syncc9902_1975	Ribosomal protein L36	0.0	0.0	0.056	100.0	100.0	8.123	0.0	0.0	NaN
Syncc9902_1976	30S ribosomal protein S13	0.039	0.004	0.098	100.0	100.0	8.959	0.039	0.039	0.0723764176942087
Syncc9902_1977	30S ribosomal protein S11	0.023	0.003	0.139	76.59	100.0	7.761	0.022	0.023	0.0156741760776821
Syncc9902_1978	DNA-directed RNA polymerase alpha subunit (EC:2.7.7.6 )	0.021	0.003	0.141	83.17	100.0	6.42	0.024	0.021	0.0475496899076874
Syncc9902_1979	50S ribosomal protein L17	0.039	0.007	0.183	66.1	100.0	4.943	0.044	0.026	0.0236011535414173
Syncc9902_1980	tRNA pseudouridine synthase (EC:4.2.1.70 )	0.146	0.026	0.175	88.37	100.0	7.637	0.137	0.146	0.216615713589592
Syncc9902_1981	50S ribosomal protein L13	0.095	0.005	0.057	48.66	100.0	4.933	0.093	0.095	0.0786630937474892
Syncc9902_1982	30S ribosomal protein S9	0.009	0.002	0.179	75.12	100.0	6.642	0.009	0.009	0.00918336369156041
Syncc9902_1983	50S ribosomal protein L31	0.138	0.013	0.094	100.0	100.0	6.983	0.129	0.138	0.0497334617989961
Syncc9902_1984	peptide chain release factor 1	0.025	0.005	0.205	59.84	100.0	6.007	0.031	0.024	0.0343635971859637
Syncc9902_1985	HNH nuclease	0.09	0.012	0.13	29.71	100.0	3.97	0.089	0.09	0.232462009535685
Syncc9902_1986	alanine racemase (EC:5.1.1.1 )	0.131	0.018	0.136	68.53	94.77	5.576	0.126	0.132	0.27354574999486
Syncc9902_1987	hypothetical protein	0.1	0.021	0.212	21.81	100.0	3.501	0.134	0.162	0.181179681456462
Syncc9902_1988	hypothetical protein	0.189	0.016	0.085	27.16	97.53	3.76	0.272	0.189	0.278483911198114
Syncc9902_1989	glycosyl transferase, family 2	0.085	0.009	0.109	47.14	100.0	4.269	0.097	0.085	0.081314379606409
Syncc9902_1990	hypothetical protein	0.202	0.032	0.16	100.0	100.0	8.127	0.205	0.202	0.728821725959999
Syncc9902_1991	photosystem I subunit VIII (PsaI)	0.0	0.0	0.011	100.0	100.0	7.41	0.0	0.0	NaN
Syncc9902_1992	putative photosystem I reaction center subunit XI (PsaL)	0.011	0.002	0.186	94.72	100.0	7.087	0.011	0.011	0.00518748020195341
Syncc9902_1993	putative RND family multidrug efflux transporter	0.093	0.018	0.197	50.19	94.92	4.886	0.09	0.093	0.116802039721505
Syncc9902_1994	Photosystem I psaB	0.012	0.001	0.091	95.29	100.0	10.178	0.012	0.012	0.00337395441405597
Syncc9902_1995	Photosystem I psaA	0.058	0.009	0.155	100.0	100.0	15.591	0.059	0.063	0.18482268484383
Syncc9902_1996	hypothetical protein	0.237	0.05	0.212	94.27	100.0	10.52	0.251	0.24	0.18485529063926
Syncc9902_1997	Precorrin-3B C17-methyltransferase region	0.199	0.056	0.281	100.0	100.0	21.098	0.205	0.199	0.185839455145131
Syncc9902_1998	putative transcriptional regulator, Crp/Fnr family	0.215	0.05	0.232	100.0	100.0	17.098	0.214	0.243	0.127449453454072
Syncc9902_1999	possible porin	0.144	0.048	0.334	100.0	100.0	33.436	0.145	0.149	0.10589055154626
Syncc9902_2000	hypothetical protein	0.295	0.093	0.314	100.0	100.0	21.275	0.294	0.283	0.288795129018305
Syncc9902_2001	putative hydroxylase	0.161	0.072	0.444	100.0	100.0	47.541	0.161	0.161	0.243361160273874
Syncc9902_2002	putative iron ABC transporter, substrate binding protein	0.12	0.053	0.443	100.0	100.0	46.383	0.119	0.122	0.0910723899889594
Syncc9902_2003	ferritin	0.121	0.049	0.402	100.0	100.0	44.893	0.115	0.127	0.149954960562219
Syncc9902_2004	hypothetical protein	0.24	0.084	0.351	100.0	100.0	36.172	0.242	0.246	0.199473040612081
Syncc9902_2005	hypothetical protein	0.254	0.09	0.354	100.0	100.0	38.021	0.24	0.253	0.261418400132861
Syncc9902_2006	Thioredoxin-disulfide reductase (EC:1.8.1.9 )	0.09	0.03	0.337	100.0	100.0	42.995	0.092	0.09	0.0827029439633297
Syncc9902_2007	flavodoxin	0.067	0.023	0.35	100.0	100.0	47.173	0.061	0.077	0.092861479079101
Syncc9902_2008	hypothetical protein	1.329	0.165	0.124	100.0	100.0	37.136	1.244	1.268	1.52491218750352
Syncc9902_2009	hypothetical protein	0.251	0.049	0.195	100.0	100.0	16.89	0.254	0.251	0.0679168778509883
Syncc9902_2010	regulatory proteins, Crp family	0.029	0.01	0.338	100.0	100.0	29.773	0.031	0.029	0.0823059583522785
Syncc9902_2011	putative hydrogenase accessory protein	0.178	0.045	0.255	100.0	100.0	28.273	0.186	0.178	0.194616504458528
Syncc9902_2012	possible porin	0.294	0.072	0.246	100.0	100.0	19.547	0.295	0.28	0.282114799812741
Syncc9902_2013	hypothetical protein	0.182	0.031	0.168	100.0	100.0	10.66	0.204	0.184	0.282566366025223
Syncc9902_2014	lipoyl synthase	0.09	0.02	0.219	100.0	100.0	17.523	0.088	0.09	0.0560491721315891
Syncc9902_2015	hypothetical protein	0.269	0.075	0.28	100.0	100.0	14.094	0.278	0.274	1.55730530294522
Syncc9902_2016	Glutamate synthase (NADPH) (EC:1.4.1.13 )	0.079	0.015	0.192	91.15	99.13	9.169	0.082	0.08	0.122627141042852
Syncc9902_2017	hypothetical protein	0.213	0.026	0.123	47.51	99.66	5.046	0.224	0.22	0.253338807582154
Syncc9902_2018	hypothetical protein	0.107	0.015	0.139	53.1	100.0	5.162	0.114	0.107	0.0497373829262553
Syncc9902_2019	30S ribosomal protein S12	0.012	0.002	0.152	69.07	100.0	5.864	0.011	0.012	0.0
Syncc9902_2020	30S ribosomal protein S7	0.0	0.0	0.154	37.37	100.0	4.217	0.0	0.0	0.0560244470314319
