protein_id	locus_tag	has_interpro	n_interpro_domains	interpro_ids
XP_002294220.1	THAPSDRAFT_24996	no	0	none
XP_002294221.1	THAPSDRAFT_10140	no	0	none
XP_002294222.1	THAPSDRAFT_10142	no	0	none
XP_002294223.1	THAPSDRAFT_10143	no	0	none
XP_002294224.1	THAPSDRAFT_10146	no	0	none
XP_002294225.1	THAPSDRAFT_10148	no	0	none
XP_002294226.1	THAPSDRAFT_10149	no	0	none
XP_002294227.1	THAPSDRAFT_10151	no	0	none
XP_002294228.1	THAPSDRAFT_37576	yes	1	IPR001440
XP_002294229.1	THAPSDRAFT_42508	yes	1	IPR001680
XP_002294230.1	THAPSDRAFT_269826	yes	1	IPR006671
XP_002294231.1	THAPSDRAFT_10157	no	0	none
XP_002294232.1	THAPSDRAFT_25005	no	0	none
XP_002294233.1	THAPSDRAFT_37638	yes	3	IPR001650,IPR007502,IPR011545
XP_002294234.1	THAPSDRAFT_25011	no	0	none
XP_002294235.1	THAPSDRAFT_10169	no	0	none
XP_002294236.1	THAPSDRAFT_25012	no	0	none
XP_002294237.1	THAPSDRAFT_10172	yes	2	IPR000048,IPR003959
XP_002294238.1	THAPSDRAFT_37727	yes	1	IPR000719
XP_002294239.1	THAPSDRAFT_25014	no	0	none
XP_002294240.1	THAPSDRAFT_10178	no	0	none
XP_002294241.1	THAPSDRAFT_10180	no	0	none
XP_002294242.1	THAPSDRAFT_264314	yes	1	IPR009695
XP_002294243.1	THAPSDRAFT_264316	yes	1	IPR001295
XP_002294244.1	THAPSDRAFT_25019	no	0	none
XP_002294245.1	THAPSDRAFT_264317	no	0	none
XP_002294246.1	THAPSDRAFT_264318	no	0	none
XP_002294247.1	THAPSDRAFT_25022	yes	1	IPR000873
XP_002294248.1	THAPSDRAFT_10191	yes	3	IPR000595,IPR002645,IPR011547
XP_002294249.1	THAPSDRAFT_25023	yes	1	IPR007225
XP_002294250.1	THAPSDRAFT_10195	no	0	none
XP_002294251.1	THAPSDRAFT_25025	no	0	none
XP_002294252.1	THAPSDRAFT_25026	no	0	none
XP_002294253.1	THAPSDRAFT_25027	yes	1	IPR000504
XP_002294254.1	THAPSDRAFT_10201	no	0	none
XP_002294255.1	THAPSDRAFT_30149	yes	1	IPR005178
XP_002294256.1	THAPSDRAFT_25028	no	0	none
XP_002294257.1	THAPSDRAFT_25030	no	0	none
XP_002294258.1	THAPSDRAFT_25031	no	0	none
XP_002294259.1	THAPSDRAFT_25033	yes	1	IPR002547
XP_002294260.1	THAPSDRAFT_264321	no	0	none
XP_002294261.1	THAPSDRAFT_264322	yes	1	IPR003890
XP_002294262.1	THAPSDRAFT_25037	no	0	none
XP_002294263.1	THAPSDRAFT_264323	yes	1	IPR001214
XP_002294264.1	THAPSDRAFT_269843	yes	1	IPR001965
XP_002294265.1	THAPSDRAFT_10222	no	0	none
XP_002294266.1	THAPSDRAFT_10223	no	0	none
XP_002294267.1	THAPSDRAFT_10224	no	0	none
XP_002294268.1	THAPSDRAFT_25042	yes	1	IPR000873
XP_002294269.1	THAPSDRAFT_264325	no	0	none
XP_002294270.1	THAPSDRAFT_264326	no	0	none
XP_002294271.1	THAPSDRAFT_10228	yes	1	IPR002048
XP_002294272.1	THAPSDRAFT_10229	no	0	none
XP_002294273.1	THAPSDRAFT_269844	no	0	none
XP_002294274.1	THAPSDRAFT_10233	no	0	none
XP_002294275.1	THAPSDRAFT_10234	no	0	none
XP_002294276.1	THAPSDRAFT_25046	no	0	none
XP_002294277.1	THAPSDRAFT_25047	no	0	none
XP_002294278.1	THAPSDRAFT_25049	no	0	none
XP_002294279.1	THAPSDRAFT_10244	no	0	none
XP_002294280.1	THAPSDRAFT_25050	yes	1	IPR001164
XP_002294281.1	THAPSDRAFT_10248	no	0	none
XP_002294282.1	THAPSDRAFT_25052	no	0	none
XP_002294283.1	THAPSDRAFT_10252	no	0	none
XP_002294284.1	THAPSDRAFT_10254	no	0	none
XP_002294285.1	THAPSDRAFT_42543	yes	1	IPR005123
XP_002294286.1	THAPSDRAFT_10256	no	0	none
XP_002294287.1	THAPSDRAFT_25058	no	0	none
XP_002294288.1	THAPSDRAFT_25060	no	0	none
XP_002294289.1	THAPSDRAFT_10262	no	0	none
XP_002294290.1	THAPSDRAFT_10264	no	0	none
XP_002294291.1	THAPSDRAFT_10266	yes	3	IPR005140,IPR005141,IPR005142
XP_002294292.1	THAPSDRAFT_264335	yes	1	IPR002498
XP_002294293.1	THAPSDRAFT_25065	no	0	none
XP_002294294.1	THAPSDRAFT_10270	no	0	none
XP_002294295.1	THAPSDRAFT_10275	no	0	none
XP_002294296.1	THAPSDRAFT_37574	yes	1	IPR000297
XP_002294297.1	THAPSDRAFT_25068	no	0	none
XP_002294298.1	THAPSDRAFT_10282	no	0	none
XP_002294299.1	THAPSDRAFT_37665	yes	1	IPR008218
XP_002294300.1	THAPSDRAFT_264339	yes	1	IPR001199
XP_002294301.1	THAPSDRAFT_25072	no	0	none
XP_002294302.1	THAPSDRAFT_25074	no	0	none
XP_002294303.1	THAPSDRAFT_10292	yes	1	IPR004837
XP_002294304.1	THAPSDRAFT_25077	no	0	none
XP_002294305.1	THAPSDRAFT_12570	yes	3	IPR001650,IPR007502,IPR011545
XP_002294306.1	THAPSDRAFT_10298	yes	1	IPR001611
XP_002294307.1	THAPSDRAFT_264341	no	0	none
XP_002294308.1	THAPSDRAFT_25078	yes	1	IPR001611
XP_002294309.1	THAPSDRAFT_10302	no	0	none
XP_002294310.1	THAPSDRAFT_25080	no	0	none
XP_002294311.1	THAPSDRAFT_264345	yes	1	IPR001537
XP_002294312.1	THAPSDRAFT_25085	no	0	none
XP_002294313.1	THAPSDRAFT_25087	no	0	none
XP_002294314.1	THAPSDRAFT_10311	no	0	none
XP_002294315.1	THAPSDRAFT_264350	yes	1	IPR001965
XP_002294316.1	THAPSDRAFT_269858	yes	1	IPR007087
XP_002294317.1	THAPSDRAFT_12695	yes	1	IPR003440
XP_002294318.1	THAPSDRAFT_37976	yes	1	IPR002130
XP_002294319.1	THAPSDRAFT_10541	yes	1	IPR002086
XP_002294320.1	THAPSDRAFT_10542	no	0	none
XP_002294321.1	THAPSDRAFT_10545	yes	1	IPR002610
XP_002294322.1	THAPSDRAFT_264407	yes	1	IPR001468
XP_002294323.1	THAPSDRAFT_10548	no	0	none
XP_002294324.1	THAPSDRAFT_10550	no	0	none
XP_002294325.1	THAPSDRAFT_10551	yes	1	IPR005834
XP_002294326.1	THAPSDRAFT_25202	no	0	none
XP_002294327.1	THAPSDRAFT_25203	yes	1	IPR000504
XP_002294328.1	THAPSDRAFT_25205	no	0	none
XP_002294329.1	THAPSDRAFT_10559	yes	1	IPR006062
XP_002294330.1	THAPSDRAFT_264410	yes	1	IPR005828
XP_002294331.1	THAPSDRAFT_25207	no	0	none
XP_002294332.1	THAPSDRAFT_37979	yes	1	IPR001680
XP_002294333.1	THAPSDRAFT_10567	yes	2	IPR000583,IPR001347
XP_002294334.1	THAPSDRAFT_20431	yes	1	IPR002694
XP_002294335.1	THAPSDRAFT_269893	yes	1	IPR006171
XP_002294336.1	THAPSDRAFT_42621	yes	2	IPR002314,IPR004154
XP_002294337.1	THAPSDRAFT_10571	no	0	none
XP_002294338.1	THAPSDRAFT_25212	no	0	none
XP_002294339.1	THAPSDRAFT_42624	yes	1	IPR007704
XP_002294340.1	THAPSDRAFT_25218	no	0	none
XP_002294341.1	THAPSDRAFT_10581	no	0	none
XP_002294342.1	THAPSDRAFT_264421	yes	1	IPR003439
XP_002294343.1	THAPSDRAFT_37862	yes	1	IPR000719
XP_002294344.1	THAPSDRAFT_25223	yes	4	IPR000330,IPR001487,IPR001650,IPR001810
XP_002294345.1	THAPSDRAFT_25225	yes	1	IPR005176
XP_002294346.1	THAPSDRAFT_17582	yes	1	IPR005834
XP_002294347.1	THAPSDRAFT_269896	no	0	none
XP_002294348.1	THAPSDRAFT_25229	no	0	none
XP_002294349.1	THAPSDRAFT_15950	yes	1	IPR007369
XP_002294350.1	THAPSDRAFT_10603	no	0	none
XP_002294351.1	THAPSDRAFT_264430	yes	1	IPR000092
XP_002294352.1	THAPSDRAFT_264431	yes	1	IPR001104
XP_002294353.1	THAPSDRAFT_25236	no	0	none
XP_002294354.1	THAPSDRAFT_25237	no	0	none
XP_002294355.1	THAPSDRAFT_10612	yes	1	IPR001763
XP_002294356.1	THAPSDRAFT_10613	yes	1	IPR000232
XP_002294357.1	THAPSDRAFT_38022	yes	1	IPR001260
XP_002294358.1	THAPSDRAFT_10616	no	0	none
XP_002294359.1	THAPSDRAFT_25240	no	0	none
XP_002294360.1	THAPSDRAFT_25242	yes	1	IPR002673
XP_002294361.1	THAPSDRAFT_264438	yes	1	IPR001440
XP_002294362.1	THAPSDRAFT_10624	no	0	none
XP_002294363.1	THAPSDRAFT_25246	yes	1	IPR000504
XP_002294364.1	THAPSDRAFT_10629	no	0	none
XP_002294365.1	THAPSDRAFT_264439	no	0	none
XP_002294366.1	THAPSDRAFT_19937	yes	1	IPR008831
XP_002294367.1	THAPSDRAFT_25249	no	0	none
XP_002294368.1	THAPSDRAFT_264441	no	0	none
XP_002294369.1	THAPSDRAFT_10638	no	0	none
XP_002294370.1	THAPSDRAFT_25252	no	0	none
XP_002294371.1	THAPSDRAFT_269908	yes	6	IPR000089,IPR000891,IPR003379,IPR005479,IPR005481,IPR005482
XP_002294372.1	THAPSDRAFT_25254	no	0	none
XP_002294373.1	THAPSDRAFT_42652	yes	2	IPR004095,IPR006169
XP_002294374.1	THAPSDRAFT_37995	no	0	none
XP_002294375.1	THAPSDRAFT_10647	no	0	none
XP_002294376.1	THAPSDRAFT_26436	yes	1	IPR001567
XP_002294377.1	THAPSDRAFT_37980	yes	1	IPR007248
XP_002294378.1	THAPSDRAFT_789	yes	2	IPR000719,IPR002048
XP_002294379.1	THAPSDRAFT_17657	yes	1	IPR002917
XP_002294380.1	THAPSDRAFT_25261	no	0	none
XP_002294381.1	THAPSDRAFT_37923	yes	1	IPR001623
XP_002294382.1	THAPSDRAFT_25263	yes	1	IPR002641
XP_002294383.1	THAPSDRAFT_25264	no	0	none
XP_002294384.1	THAPSDRAFT_10661	no	0	none
XP_002294385.1	THAPSDRAFT_25267	no	0	none
XP_002294386.1	THAPSDRAFT_37963	yes	1	IPR007282
XP_002294387.1	THAPSDRAFT_37911	yes	1	IPR001179
XP_002294388.1	THAPSDRAFT_10671	no	0	none
XP_002294389.1	THAPSDRAFT_10673	yes	1	IPR002121
XP_002294390.1	THAPSDRAFT_25276	yes	1	IPR002110
XP_002294391.1	THAPSDRAFT_10681	no	0	none
XP_002294392.1	THAPSDRAFT_10683	yes	1	IPR001163
XP_002294393.1	THAPSDRAFT_25279	yes	1	IPR002423
XP_002294394.1	THAPSDRAFT_37988	yes	1	IPR006689
XP_002294395.1	THAPSDRAFT_10690	no	0	none
XP_002294396.1	THAPSDRAFT_269917	no	0	none
XP_002294397.1	THAPSDRAFT_25284	yes	1	IPR000571
XP_002294398.1	THAPSDRAFT_14028	yes	1	IPR005828
XP_002294399.1	THAPSDRAFT_37942	no	0	none
XP_002294400.1	THAPSDRAFT_795	yes	1	IPR001017
XP_002294401.1	THAPSDRAFT_10712	no	0	none
XP_002294402.1	THAPSDRAFT_10713	no	0	none
XP_002294403.1	THAPSDRAFT_10714	no	0	none
XP_002294404.1	THAPSDRAFT_10715	no	0	none
XP_002294405.1	THAPSDRAFT_15472	yes	1	IPR001932
XP_002294406.1	THAPSDRAFT_264466	yes	1	IPR003323
XP_002294407.1	THAPSDRAFT_13884	yes	1	IPR003439
XP_002294408.1	THAPSDRAFT_10722	yes	1	IPR002921
XP_002294409.1	THAPSDRAFT_10724	yes	1	IPR002110
XP_002294410.1	THAPSDRAFT_25299	yes	5	IPR000572,IPR001199,IPR001433,IPR005066,IPR008333
XP_002294411.1	THAPSDRAFT_25302	no	0	none
XP_002294412.1	THAPSDRAFT_19598	no	0	none
XP_002294413.1	THAPSDRAFT_37928	yes	1	IPR002717
XP_002294414.1	THAPSDRAFT_10731	yes	1	IPR001950
XP_002294415.1	THAPSDRAFT_25304	no	0	none
XP_002294416.1	THAPSDRAFT_25306	no	0	none
XP_002294417.1	THAPSDRAFT_25307	no	0	none
XP_002294418.1	THAPSDRAFT_25308	no	0	none
XP_002294419.1	THAPSDRAFT_10738	no	0	none
XP_002294420.1	THAPSDRAFT_10740	no	0	none
XP_002294421.1	THAPSDRAFT_10741	no	0	none
XP_002294422.1	THAPSDRAFT_42704	yes	2	IPR000573,IPR001030
XP_002294423.1	THAPSDRAFT_10744	no	0	none
XP_002294424.1	THAPSDRAFT_25312	no	0	none
XP_002294425.1	THAPSDRAFT_14370	yes	1	IPR001680
XP_002294426.1	THAPSDRAFT_10750	yes	1	IPR002085
XP_002294427.1	THAPSDRAFT_10752	yes	1	IPR003265
XP_002294428.1	THAPSDRAFT_10753	no	0	none
XP_002294429.1	THAPSDRAFT_10754	no	0	none
XP_002294430.1	THAPSDRAFT_37880	no	0	none
XP_002294431.1	THAPSDRAFT_10539	no	0	none
XP_002294432.1	THAPSDRAFT_269889	no	0	none
XP_002294433.1	THAPSDRAFT_37960	yes	2	IPR000048,IPR001609
XP_002294434.1	THAPSDRAFT_25198	yes	1	IPR005114
XP_002294435.1	THAPSDRAFT_25199	no	0	none
XP_002294436.1	THAPSDRAFT_10547	no	0	none
XP_002294437.1	THAPSDRAFT_10552	no	0	none
XP_002294438.1	THAPSDRAFT_10554	no	0	none
XP_002294439.1	THAPSDRAFT_10556	no	0	none
XP_002294440.1	THAPSDRAFT_10558	yes	1	IPR005834
XP_002294441.1	THAPSDRAFT_10560	no	0	none
XP_002294442.1	THAPSDRAFT_25206	no	0	none
XP_002294443.1	THAPSDRAFT_10564	no	0	none
XP_002294444.1	THAPSDRAFT_264413	yes	1	IPR001498
XP_002294445.1	THAPSDRAFT_10566	yes	1	IPR004837
XP_002294446.1	THAPSDRAFT_42620	yes	1	IPR001680
XP_002294447.1	THAPSDRAFT_25214	yes	1	IPR001841
XP_002294448.1	THAPSDRAFT_10577	no	0	none
XP_002294449.1	THAPSDRAFT_25217	no	0	none
XP_002294450.1	THAPSDRAFT_264420	yes	1	IPR001406
XP_002294451.1	THAPSDRAFT_25219	no	0	none
XP_002294452.1	THAPSDRAFT_10585	no	0	none
XP_002294453.1	THAPSDRAFT_25222	no	0	none
XP_002294454.1	THAPSDRAFT_10588	no	0	none
XP_002294455.1	THAPSDRAFT_10589	no	0	none
XP_002294456.1	THAPSDRAFT_25224	no	0	none
XP_002294457.1	THAPSDRAFT_10592	no	0	none
XP_002294458.1	THAPSDRAFT_10595	no	0	none
XP_002294459.1	THAPSDRAFT_25228	no	0	none
XP_002294460.1	THAPSDRAFT_10598	no	0	none
XP_002294461.1	THAPSDRAFT_25231	yes	1	IPR000182
XP_002294462.1	THAPSDRAFT_269900	yes	4	IPR002489,IPR002932,IPR006981,IPR006982
XP_002294463.1	THAPSDRAFT_25233	no	0	none
XP_002294464.1	THAPSDRAFT_10604	no	0	none
XP_002294465.1	THAPSDRAFT_25234	no	0	none
XP_002294466.1	THAPSDRAFT_25235	no	0	none
XP_002294467.1	THAPSDRAFT_10608	no	0	none
XP_002294468.1	THAPSDRAFT_269901	yes	1	IPR001045
XP_002294469.1	THAPSDRAFT_10615	yes	2	IPR002110,IPR002562
XP_002294470.1	THAPSDRAFT_25239	no	0	none
XP_002294471.1	THAPSDRAFT_10619	yes	1	IPR004263
XP_002294472.1	THAPSDRAFT_25241	no	0	none
XP_002294473.1	THAPSDRAFT_25243	no	0	none
XP_002294474.1	THAPSDRAFT_37965	no	0	none
XP_002294475.1	THAPSDRAFT_10626	no	0	none
XP_002294476.1	THAPSDRAFT_10628	no	0	none
XP_002294477.1	THAPSDRAFT_25247	no	0	none
XP_002294478.1	THAPSDRAFT_25248	yes	1	IPR007594
XP_002294479.1	THAPSDRAFT_264440	yes	2	IPR001327,IPR004099
XP_002294480.1	THAPSDRAFT_10635	yes	2	IPR005302,IPR005303
XP_002294481.1	THAPSDRAFT_42646	yes	1	IPR002815
XP_002294482.1	THAPSDRAFT_10641	no	0	none
XP_002294483.1	THAPSDRAFT_37867	yes	1	IPR007130
XP_002294484.1	THAPSDRAFT_37962	yes	1	IPR001163
XP_002294485.1	THAPSDRAFT_42660	yes	1	IPR000073
XP_002294486.1	THAPSDRAFT_20248	no	0	none
XP_002294487.1	THAPSDRAFT_10654	no	0	none
XP_002294488.1	THAPSDRAFT_25262	no	0	none
XP_002294489.1	THAPSDRAFT_10659	no	0	none
XP_002294490.1	THAPSDRAFT_37881	no	0	none
XP_002294491.1	THAPSDRAFT_264451	yes	1	IPR000555
XP_002294492.1	THAPSDRAFT_25270	no	0	none
XP_002294493.1	THAPSDRAFT_38006	yes	1	IPR001179
XP_002294494.1	THAPSDRAFT_25272	no	0	none
XP_002294495.1	THAPSDRAFT_37948	yes	1	IPR001602
XP_002294496.1	THAPSDRAFT_37861	yes	1	IPR000717
XP_002294497.1	THAPSDRAFT_10677	yes	1	IPR005804
XP_002294498.1	THAPSDRAFT_30301	yes	2	IPR000728,IPR010918
XP_002294499.1	THAPSDRAFT_37970	yes	1	IPR001993
XP_002294500.1	THAPSDRAFT_25277	no	0	none
XP_002294501.1	THAPSDRAFT_25278	no	0	none
XP_002294502.1	THAPSDRAFT_270300	no	0	none
XP_002294503.1	THAPSDRAFT_25280	no	0	none
XP_002294504.1	THAPSDRAFT_25281	no	0	none
XP_002294505.1	THAPSDRAFT_10693	yes	2	IPR004367,IPR006671
XP_002294506.1	THAPSDRAFT_264461	yes	1	IPR001254
XP_002294507.1	THAPSDRAFT_10695	yes	1	IPR007628
XP_002294508.1	THAPSDRAFT_38011	yes	1	IPR000719
XP_002294509.1	THAPSDRAFT_10699	no	0	none
XP_002294510.1	THAPSDRAFT_37944	yes	1	IPR003846
XP_002294511.1	THAPSDRAFT_25288	no	0	none
XP_002294512.1	THAPSDRAFT_30310	yes	1	IPR001395
XP_002294513.1	THAPSDRAFT_25290	no	0	none
XP_002294514.1	THAPSDRAFT_37920	yes	1	IPR002130
XP_002294515.1	THAPSDRAFT_42687	no	0	none
XP_002294516.1	THAPSDRAFT_25292	no	0	none
XP_002294517.1	THAPSDRAFT_37961	yes	1	IPR004217
XP_002294518.1	THAPSDRAFT_25294	no	0	none
XP_002294519.1	THAPSDRAFT_25295	yes	1	IPR004045
XP_002294520.1	THAPSDRAFT_25297	no	0	none
XP_002294521.1	THAPSDRAFT_10718	no	0	none
XP_002294522.1	THAPSDRAFT_20194	no	0	none
XP_002294523.1	THAPSDRAFT_37854	no	0	none
XP_002294524.1	THAPSDRAFT_10723	no	0	none
XP_002294525.1	THAPSDRAFT_20349	no	0	none
XP_002294526.1	THAPSDRAFT_10732	no	0	none
XP_002294527.1	THAPSDRAFT_25309	no	0	none
XP_002294528.1	THAPSDRAFT_37974	yes	1	IPR005828
XP_002294529.1	THAPSDRAFT_25311	no	0	none
XP_002294530.1	THAPSDRAFT_18047	yes	1	IPR000326
XP_002294531.1	THAPSDRAFT_10747	no	0	none
XP_002294532.1	THAPSDRAFT_10749	no	0	none
XP_002294533.1	THAPSDRAFT_269925	no	0	none
XP_002294534.1	THAPSDRAFT_30335	no	0	none
XP_002294535.1	THAPSDRAFT_37959	no	0	none
XP_002294536.1	THAPSDRAFT_264660	no	0	none
XP_002294537.1	THAPSDRAFT_11407	no	0	none
XP_002294538.1	THAPSDRAFT_11411	yes	1	IPR002020
XP_002294539.1	THAPSDRAFT_11412	no	0	none
XP_002294540.1	THAPSDRAFT_264663	yes	1	IPR006662
XP_002294541.1	THAPSDRAFT_26457	yes	2	IPR001327,IPR004099
XP_002294542.1	THAPSDRAFT_11418	no	0	none
XP_002294543.1	THAPSDRAFT_25573	no	0	none
XP_002294544.1	THAPSDRAFT_25574	yes	1	IPR002198
XP_002294545.1	THAPSDRAFT_11426	no	0	none
XP_002294546.1	THAPSDRAFT_25576	yes	1	IPR002659
XP_002294547.1	THAPSDRAFT_270013	yes	2	IPR001098,IPR002562
XP_002294548.1	THAPSDRAFT_11431	no	0	none
XP_002294549.1	THAPSDRAFT_11432	no	0	none
XP_002294550.1	THAPSDRAFT_11434	no	0	none
XP_002294551.1	THAPSDRAFT_38475	yes	1	IPR007502
XP_002294552.1	THAPSDRAFT_38472	no	0	none
XP_002294553.1	THAPSDRAFT_11436	no	0	none
XP_002294554.1	THAPSDRAFT_264671	yes	1	IPR000719
XP_002294555.1	THAPSDRAFT_264672	yes	1	IPR003874
XP_002294556.1	THAPSDRAFT_30533	yes	1	IPR005824
XP_002294557.1	THAPSDRAFT_270017	yes	1	IPR005123
XP_002294558.1	THAPSDRAFT_19289	yes	1	IPR003958
XP_002294559.1	THAPSDRAFT_11453	no	0	none
XP_002294560.1	THAPSDRAFT_11455	yes	1	IPR004342
XP_002294561.1	THAPSDRAFT_25591	no	0	none
XP_002294562.1	THAPSDRAFT_11461	no	0	none
XP_002294563.1	THAPSDRAFT_11462	no	0	none
XP_002294564.1	THAPSDRAFT_38490	no	0	none
XP_002294565.1	THAPSDRAFT_832	yes	1	IPR003226
XP_002294566.1	THAPSDRAFT_264678	yes	3	IPR001433,IPR003097,IPR008254
XP_002294567.1	THAPSDRAFT_25599	no	0	none
XP_002294568.1	THAPSDRAFT_25600	no	0	none
XP_002294569.1	THAPSDRAFT_11474	no	0	none
XP_002294570.1	THAPSDRAFT_25603	no	0	none
XP_002294571.1	THAPSDRAFT_11478	no	0	none
XP_002294572.1	THAPSDRAFT_11480	no	0	none
XP_002294573.1	THAPSDRAFT_270023	yes	1	IPR005307
XP_002294574.1	THAPSDRAFT_11486	no	0	none
XP_002294575.1	THAPSDRAFT_11488	no	0	none
XP_002294576.1	THAPSDRAFT_11490	no	0	none
XP_002294577.1	THAPSDRAFT_25610	yes	1	IPR000782
XP_002294578.1	THAPSDRAFT_16947	yes	2	IPR001650,IPR011545
XP_002294579.1	THAPSDRAFT_11500	yes	1	IPR002110
XP_002294580.1	THAPSDRAFT_11501	yes	1	IPR001344
XP_002294581.1	THAPSDRAFT_11503	no	0	none
XP_002294582.1	THAPSDRAFT_11504	no	0	none
XP_002294583.1	THAPSDRAFT_11505	no	0	none
XP_002294584.1	THAPSDRAFT_264690	yes	3	IPR004143,IPR004367,IPR006671
XP_002294585.1	THAPSDRAFT_11508	yes	1	IPR002777
XP_002294586.1	THAPSDRAFT_25618	no	0	none
XP_002294587.1	THAPSDRAFT_11514	no	0	none
XP_002294588.1	THAPSDRAFT_11515	no	0	none
XP_002294589.1	THAPSDRAFT_25619	no	0	none
XP_002294590.1	THAPSDRAFT_25620	no	0	none
XP_002294591.1	THAPSDRAFT_25622	no	0	none
XP_002294592.1	THAPSDRAFT_11522	no	0	none
XP_002294593.1	THAPSDRAFT_11523	no	0	none
XP_002294594.1	THAPSDRAFT_25626	no	0	none
XP_002294595.1	THAPSDRAFT_270031	no	0	none
XP_002294596.1	THAPSDRAFT_42946	yes	1	IPR004820
XP_002294597.1	THAPSDRAFT_25629	yes	4	IPR000640,IPR000795,IPR004161,IPR005517
XP_002294598.1	THAPSDRAFT_11530	yes	1	IPR010775
XP_002294599.1	THAPSDRAFT_26046	yes	1	IPR001593
XP_002294600.1	THAPSDRAFT_270037	yes	2	IPR000504,IPR000571
XP_002294601.1	THAPSDRAFT_11536	no	0	none
XP_002294602.1	THAPSDRAFT_25634	yes	1	IPR001406
XP_002294603.1	THAPSDRAFT_11540	no	0	none
XP_002294604.1	THAPSDRAFT_11542	yes	1	IPR001406
XP_002294605.1	THAPSDRAFT_25635	no	0	none
XP_002294606.1	THAPSDRAFT_25637	no	0	none
XP_002294607.1	THAPSDRAFT_38555	yes	1	IPR001752
XP_002294608.1	THAPSDRAFT_42962	yes	1	IPR001344
XP_002294609.1	THAPSDRAFT_264711	yes	1	IPR002857
XP_002294610.1	THAPSDRAFT_264714	yes	1	IPR001344
XP_002294611.1	THAPSDRAFT_42971	yes	1	IPR002300
XP_002294612.1	THAPSDRAFT_264717	yes	1	IPR007036
XP_002294613.1	THAPSDRAFT_264718	yes	1	IPR001005
XP_002294614.1	THAPSDRAFT_11563	no	0	none
XP_002294615.1	THAPSDRAFT_25647	no	0	none
XP_002294616.1	THAPSDRAFT_25648	no	0	none
XP_002294617.1	THAPSDRAFT_25649	no	0	none
XP_002294618.1	THAPSDRAFT_11569	no	0	none
XP_002294619.1	THAPSDRAFT_38510	no	0	none
XP_002294620.1	THAPSDRAFT_11572	no	0	none
XP_002294621.1	THAPSDRAFT_25652	yes	1	IPR002110
XP_002294622.1	THAPSDRAFT_25653	no	0	none
XP_002294623.1	THAPSDRAFT_25655	yes	1	IPR001611
XP_002294624.1	THAPSDRAFT_25656	no	0	none
XP_002294625.1	THAPSDRAFT_17208	yes	1	IPR000704
XP_002294626.1	THAPSDRAFT_25660	no	0	none
XP_002294627.1	THAPSDRAFT_11585	no	0	none
XP_002294628.1	THAPSDRAFT_264722	yes	1	IPR001806
XP_002294629.1	THAPSDRAFT_11589	yes	1	IPR003959
XP_002294630.1	THAPSDRAFT_11590	no	0	none
XP_002294631.1	THAPSDRAFT_11592	yes	1	IPR001841
XP_002294632.1	THAPSDRAFT_25662	no	0	none
XP_002294633.1	THAPSDRAFT_11598	no	0	none
XP_002294634.1	THAPSDRAFT_38509	no	0	none
XP_002294635.1	THAPSDRAFT_264728	yes	1	IPR005334
XP_002294636.1	THAPSDRAFT_11604	no	0	none
XP_002294637.1	THAPSDRAFT_19813	no	0	none
XP_002294638.1	THAPSDRAFT_264730	yes	1	IPR001045
XP_002294639.1	THAPSDRAFT_11606	no	0	none
XP_002294640.1	THAPSDRAFT_30620	yes	1	IPR003333
XP_002294641.1	THAPSDRAFT_25669	yes	2	IPR000008,IPR005135
XP_002294642.1	THAPSDRAFT_11615	yes	1	IPR002016
XP_002294643.1	THAPSDRAFT_11616	no	0	none
XP_002294644.1	THAPSDRAFT_11618	no	0	none
XP_002294645.1	THAPSDRAFT_38543	yes	1	IPR001199
XP_002294646.1	THAPSDRAFT_25671	no	0	none
XP_002294647.1	THAPSDRAFT_11623	no	0	none
XP_002294648.1	THAPSDRAFT_11624	yes	1	IPR007854
XP_002294649.1	THAPSDRAFT_264740	yes	1	IPR003439
XP_002294650.1	THAPSDRAFT_16722	yes	1	IPR003439
XP_002294651.1	THAPSDRAFT_11626	no	0	none
XP_002294652.1	THAPSDRAFT_11627	no	0	none
XP_002294653.1	THAPSDRAFT_42992	yes	1	IPR002680
XP_002294654.1	THAPSDRAFT_11632	no	0	none
XP_002294655.1	THAPSDRAFT_264746	no	0	none
XP_002294656.1	THAPSDRAFT_11641	no	0	none
XP_002294657.1	THAPSDRAFT_38473	yes	1	IPR005301
XP_002294658.1	THAPSDRAFT_270060	yes	1	IPR005114
XP_002294659.1	THAPSDRAFT_11648	no	0	none
XP_002294660.1	THAPSDRAFT_11649	no	0	none
XP_002294661.1	THAPSDRAFT_11650	no	0	none
XP_002294662.1	THAPSDRAFT_25678	yes	1	IPR001440
XP_002294663.1	THAPSDRAFT_25680	yes	1	IPR002048
XP_002294664.1	THAPSDRAFT_11655	no	0	none
XP_002294665.1	THAPSDRAFT_11405	no	0	none
XP_002294666.1	THAPSDRAFT_11408	no	0	none
XP_002294667.1	THAPSDRAFT_11409	no	0	none
XP_002294668.1	THAPSDRAFT_25567	no	0	none
XP_002294669.1	THAPSDRAFT_38512	yes	1	IPR000073
XP_002294670.1	THAPSDRAFT_11415	no	0	none
XP_002294671.1	THAPSDRAFT_264664	no	0	none
XP_002294672.1	THAPSDRAFT_25570	no	0	none
XP_002294673.1	THAPSDRAFT_25572	yes	2	IPR000182,IPR003781
