Entry	Gene Names	InterPro	Pfam	Protein names
B8C5J3	THAPSDRAFT_6095	IPR053259;IPR027417;		Uncharacterized protein
B8C5J4	THAPSDRAFT_40991	IPR030667;IPR045886;IPR000594;IPR035985;	PF00899;	NEDD8-activating enzyme E1 regulatory subunit
B8C5J5	THAPSDRAFT_6097			Uncharacterized protein
B8C5J8	THAPSDRAFT_23071			Uncharacterized protein
B8C5J9	THAPSDRAFT_23072			Uncharacterized protein
B8C5K2	THAPSDRAFT_6104			Uncharacterized protein
B8C5K3	THAPSDRAFT_6105	IPR050710;IPR001107;IPR036013;	PF01145;	Band 7 domain-containing protein
B8C5K4	THAPSDRAFT_35085	IPR050503;IPR012198;IPR018488;IPR000595;IPR018490;IPR014710;	PF00027;	Cyclic nucleotide-binding domain-containing protein
B8C5K5	THAPSDRAFT_518	IPR000961;IPR011009;IPR000719;IPR017441;IPR008271;	PF00069;	Protein kinase domain-containing protein
B8C5K7	THAPSDRAFT_23074	IPR039905;IPR003169;IPR035445;	PF02213;	GYF domain-containing protein
B8C5K9	THAPSDRAFT_34684	IPR001478;IPR036034;IPR009003;IPR001940;	PF13180;PF13365;	Trypsin-like serine protease (EC 3.4.21.-)
B8C5L0	THAPSDRAFT_6112	IPR006571;	PF07534;	Oxidation resistance protein 1
B8C5L1	MYB16 THAPSDRAFT_262815	IPR009057;IPR017930;IPR006447;IPR001005;IPR017884;	PF00249;	MYB DNA binding protein/ transcription factor-like protein
B8C5L3	THAPSDRAFT_6114	IPR018616;	PF09778;	Uncharacterized protein
B8C5L5	THAPSDRAFT_17935	IPR002562;IPR012337;IPR036397;IPR045092;	PF01612;	3'-5' exonuclease domain-containing protein
B8C5L7	THAPSDRAFT_34973	IPR029058;IPR002471;IPR001375;IPR002469;IPR050278;	PF00930;PF00326;	Uncharacterized protein
B8C5L9	THAPSDRAFT_262819	IPR018704;IPR011990;IPR019734;	PF09976;	Tom70-like protein
B8C5M1	THAPSDRAFT_6122	IPR016181;IPR000182;	PF00583;	N-acetyltransferase domain-containing protein
B8C5M2	THAPSDRAFT_6123	IPR002110;IPR036770;	PF13857;	Uncharacterized protein
B8C5M3	THAPSDRAFT_23081	IPR036291;IPR051276;		Saccharopine dehydrogenase NADP binding domain-containing protein
B8C5M4	THAPSDRAFT_23082	IPR053259;IPR027417;		Sulfotransferase domain-containing protein
B8C5M5	THAPSDRAFT_6126	IPR019524;IPR056057;	PF24646;	DUF7640 domain-containing protein
B8C5M6	THAPSDRAFT_6127	IPR053259;IPR027417;		Sulfotransferase domain-containing protein
B8C5M7	THAPSDRAFT_23083	IPR053259;IPR027417;		Sulfotransferase domain-containing protein
B8C5M8	THAPSDRAFT_262821	IPR003593;IPR050168;IPR003959;IPR003960;IPR027417;	PF00004;	Regulatory protease
B8C5M9	THAPSDRAFT_6130			Uncharacterized protein
B8C5N0	THAPSDRAFT_23084			Uncharacterized protein
B8C5N1	THAPSDRAFT_6132			Uncharacterized protein
B8C5N6	THAPSDRAFT_23086	IPR039739;		Uncharacterized protein
B8C5N7	THAPSDRAFT_6138			Uncharacterized protein
B8C5N9	THAPSDRAFT_6140			Uncharacterized protein
B8C5P0	THAPSDRAFT_262826	IPR027244;IPR048255;	PF12257;	Vacuolar membrane-associated protein Iml1 N-terminal domain-containing protein
B8C5P1	THAPSDRAFT_262827	IPR001611;IPR025875;IPR003591;IPR032675;IPR053038;	PF00560;PF12799;PF13855;	Uncharacterized protein
B8C5P2	THAPSDRAFT_262828	IPR001611;IPR032675;IPR051848;	PF00560;	Vascular plant-like receptor-like protein kinase
B8C5P3	THAPSDRAFT_6143	IPR014012;IPR027417;IPR001005;	PF07529;	Uncharacterized protein
B8C5P7	THAPSDRAFT_269066			Uncharacterized protein
B8C5P8	THAPSDRAFT_23092			Uncharacterized protein
B8C5Q0	THAPSDRAFT_16169	IPR001017;IPR050642;IPR029061;	PF00676;	Dehydrogenase E1 component domain-containing protein
B8C5Q2	THAPSDRAFT_6150	IPR027417;		Sulfotransferase domain-containing protein
B8C5Q3	THAPSDRAFT_6151			Uncharacterized protein
B8C5Q6	THAPSDRAFT_23096	IPR032396;IPR038558;	PF16531;	Spindle assembly abnormal protein 6 N-terminal domain-containing protein
B8C5Q7	THAPSDRAFT_6155			Uncharacterized protein
B8C5Q9	THAPSDRAFT_41014	IPR005804;IPR012171;	PF00487;	Fatty acid desaturase domain-containing protein
B8C5R0	THAPSDRAFT_35041	IPR055212;IPR004087;IPR036612;IPR055211;IPR041174;	PF17903;PF22891;	K Homology domain-containing protein
B8C5R1	THAPSDRAFT_23101			Uncharacterized protein
B8C5R4	THAPSDRAFT_6164			Uncharacterized protein
B8C5R6	THAPSDRAFT_262844	IPR001623;IPR018253;IPR036869;IPR052243;	PF00226;	Heat shock protein
B8C5S0	THAPSDRAFT_6170	IPR052587;		Uncharacterized protein
B8C5S1	THAPSDRAFT_23106	IPR020103;IPR001406;IPR020095;		Uncharacterized protein
B8C5S3	THAPSDRAFT_6173			Uncharacterized protein
B8C5S4	THAPSDRAFT_6174			Uncharacterized protein
B8C5S5	THAPSDRAFT_262849	IPR014047;IPR003370;	PF02417;	Chromate transporter
B8C5S6	THAPSDRAFT_6176			Uncharacterized protein
B8C5S7	THAPSDRAFT_23108			Uncharacterized protein
B8C5T0	THAPSDRAFT_23111	IPR011249;IPR050361;IPR011765;	PF00675;	Peptidase M16 N-terminal domain-containing protein
B8C5T1	THAPSDRAFT_6182	IPR027417;		Uncharacterized protein
B8C5T2	THAPSDRAFT_35197	IPR000644;IPR046342;IPR051462;	PF00571;	CBS domain-containing protein
B8C5T3	THAPSDRAFT_262854	IPR000644;IPR046342;IPR051462;	PF00571;	CBS domain-containing protein
B8C5T5	THAPSDRAFT_262855	IPR006571;	PF07534;	Oxidation resistance protein 1
B8C5T6	THAPSDRAFT_35025	IPR053937;IPR009637;	PF06814;	GOST seven transmembrane domain-containing protein
B8C5T7	THAPSDRAFT_6186			Uncharacterized protein
B8C5T8	THAPSDRAFT_262856	IPR050430;IPR009003;IPR043504;IPR001314;IPR001254;IPR018114;IPR033116;	PF00089;	Trypsin-like serine protease
B8C5T9	THAPSDRAFT_23113			Uncharacterized protein
B8C5U1	THAPSDRAFT_6190			JmjC domain-containing protein
B8C5U3	THAPSDRAFT_262860	IPR008551;	PF05742;	Uncharacterized protein
B8C5U4	THAPSDRAFT_6192	IPR011989;IPR016024;IPR000225;		Uncharacterized protein
B8C5U5	THAPSDRAFT_23115	IPR050113;IPR000608;IPR016135;	PF00179;	UBC core domain-containing protein
B8C5U6	THAPSDRAFT_23116	IPR049625;	PF04577;	Glycosyltransferase 61 catalytic domain-containing protein
B8C5U7	THAPSDRAFT_262862	IPR011961;IPR002676;IPR036976;IPR009000;	PF01782;	RimM N-terminal domain-containing protein
B8C5U8	THAPSDRAFT_262863	IPR027267;IPR001683;IPR036871;IPR015404;	PF00787;PF09325;	Sorting nexin
B8C5U9	THAPSDRAFT_35108	IPR003593;IPR041569;IPR003959;IPR003960;IPR050304;IPR027417;IPR015415;	PF00004;PF17862;PF09336;	AAA domain protein
B8C5V0	THAPSDRAFT_6198			Uncharacterized protein
B8C5V1	RS24 THAPSDRAFT_269086	IPR053709;IPR001976;IPR012678;	PF01282;	RS24, ribosomal protein 24 40S small ribosomal subunit
B8C5V2	THAPSDRAFT_6200	IPR014729;		Uncharacterized protein
B8C5V4	THAPSDRAFT_34698	IPR017856;IPR048300;IPR049083;IPR002876;IPR026564;IPR029072;	PF20772;PF01709;	Transcriptional regulatory protein
B8C5V5	THAPSDRAFT_6203	IPR021134;	PF01062;	Uncharacterized protein
B8C5V6	THAPSDRAFT_6204	IPR021134;	PF01062;	Bestrophin homolog
B8C5V8	THAPSDRAFT_23120	IPR011993;IPR001849;IPR051707;	PF00169;	PH domain-containing protein
B8C5V9	THAPSDRAFT_6207			Uncharacterized protein
B8C5W0	THAPSDRAFT_28635	IPR050619;IPR008254;IPR001226;IPR010086;IPR029039;	PF00258;	Flavodoxin-like domain-containing protein
B8C5W1	THAPSDRAFT_6209	IPR032465;IPR006680;IPR032466;	PF04909;	Amidohydrolase-related domain-containing protein
B8C5W3	THAPSDRAFT_6211	IPR039361;IPR013763;IPR036915;IPR004367;IPR006671;	PF02984;PF00134;	Cyclin-like domain-containing protein
B8C5W4	THAPSDRAFT_269091	IPR030388;IPR006073;IPR005662;IPR015946;IPR004044;IPR009019;IPR027417;IPR005225;	PF07650;PF01926;	Gtp-binding protein
B8C5W5	DGD3 THAPSDRAFT_41045	IPR005888;IPR016040;IPR036291;	PF16363;	Dtdp-glucose 4,6-dehydratase (EC 4.2.1.46)
B8C5W6	THAPSDRAFT_262874	IPR011989;IPR016024;IPR039852;IPR013932;	PF08623;PF25782;	TATA-binding protein interacting (TIP20) domain-containing protein
B8C5W7	THAPSDRAFT_23126			Uncharacterized protein
B8C5X0	THAPSDRAFT_262877	IPR005322;	PF03577;	Uncharacterized protein
B8C5X1	THAPSDRAFT_269095	IPR050447;IPR013216;IPR029063;	PF08241;	Methyl transferase-like protein
B8C5X2	THAPSDRAFT_35094	IPR050223;IPR006140;IPR036291;	PF02826;	D-isomer specific 2-hydroxyacid dehydrogenase NAD-binding domain-containing protein
B8C5X3	THAPSDRAFT_23129			PsbP C-terminal domain-containing protein
B8C5X5	THAPSDRAFT_6223	IPR029063;		Uncharacterized protein
B8C5X6	THAPSDRAFT_6224			Uncharacterized protein
B8C5X8	THAPSDRAFT_262880	IPR029035;IPR029061;IPR012000;IPR012001;IPR045229;IPR011766;	PF02775;PF00205;PF02776;	Uncharacterized protein
B8C5Y0	THAPSDRAFT_34635	IPR036412;IPR023214;IPR010033;IPR010036;	PF12689;	Magnesium-dependent phosphatase-1
B8C5Y2	THAPSDRAFT_34590			Prolyl 4-hydroxylase alpha subunit Fe(2+) 2OG dioxygenase domain-containing protein
B8C5Y3	RS26 THAPSDRAFT_20008	IPR000892;IPR038551;	PF01283;	40S ribosomal protein S26
B8C5Y4	THAPSDRAFT_35022	IPR039556;IPR015813;IPR040442;	PF13714;	Carboxyvinyl-carboxyphosphonate phosphorylmutase
B8C5Y6	THAPSDRAFT_6231			Uncharacterized protein
B8C5Y7	THAPSDRAFT_6232			Uncharacterized protein
B8C5Y8	THAPSDRAFT_6233	IPR025333;	PF14023;	Uncharacterized protein
B8C5Y9	THAPSDRAFT_6234	IPR025333;	PF14023;	SMODS and SLOG-associating 2TM effector domain-containing protein
B8C5Z1	THAPSDRAFT_6236	IPR041698;IPR029063;IPR011990;IPR019734;	PF13649;	Methyltransferase domain-containing protein
B8C5Z3	THAPSDRAFT_6238	IPR003511;IPR036570;IPR045091;		HORMA domain-containing protein
B8C5Z4	THAPSDRAFT_269100	IPR045269;IPR011009;IPR000719;IPR017441;IPR008271;	PF00069;	Protein kinase domain-containing protein
B8C5Z5	THAPSDRAFT_6240			Uncharacterized protein
B8C5Z7	THAPSDRAFT_23137	IPR036812;		Uncharacterized protein
B8C5Z8	THAPSDRAFT_6243	IPR002589;IPR043472;	PF01661;	Macro domain-containing protein
B8C601	THAPSDRAFT_6248	IPR036866;	PF13370;	4Fe-4S ferredoxin-type domain-containing protein
B8C603	THAPSDRAFT_6250	IPR051468;IPR036291;IPR002347;	PF00106;	Reductase
B8C605	THAPSDRAFT_6252			DUF2306 domain-containing protein
B8C607	THAPSDRAFT_6253	IPR046341;IPR050600;		SET domain-containing protein
B8C610	THAPSDRAFT_23144			RING-type domain-containing protein
B8C611	THAPSDRAFT_34730	IPR051468;IPR036291;IPR002347;	PF00106;	Short chain dehydrogenase
B8C612	THAPSDRAFT_6258	IPR015797;IPR000086;	PF00293;	Nudix hydrolase domain-containing protein
B8C614	ACT2 THAPSDRAFT_41068	IPR004000;IPR043129;	PF00022;	Actin like protein
B8C615	THAPSDRAFT_23147	IPR001478;IPR036034;IPR036339;IPR018997;	PF00595;PF09409;	PDZ domain-containing protein
B8C619	THAPSDRAFT_6265			Uncharacterized protein
B8C620	THAPSDRAFT_23150	IPR045851;IPR020845;IPR000873;IPR042099;IPR040097;	PF00501;	AMP-dependent synthetase/ligase domain-containing protein
B8C621	THAPSDRAFT_23152	IPR039361;IPR013763;IPR036915;IPR006671;IPR048258;	PF00134;	G1/S-specific cyclin e2-like protein
B8C622	THAPSDRAFT_269113	IPR045090;IPR001567;	PF01432;	Peptidase M3A/M3B catalytic domain-containing protein
B8C623	THAPSDRAFT_269114	IPR013149;IPR013154;IPR020843;IPR011032;IPR036291;IPR051397;	PF08240;PF00107;	Alcohol dehydrogenase (EC 1.6.5.5)
B8C625	THAPSDRAFT_6273	IPR001611;IPR052201;IPR032675;	PF13516;	Uncharacterized protein
B8C626	THAPSDRAFT_269115	IPR049227;	PF20710;	DUF6824 domain-containing protein
B8C627	THAPSDRAFT_35031	IPR039799;IPR036774;IPR017905;	PF04777;	Sulfhydryl oxidase (EC 1.8.3.2)
B8C629	THAPSDRAFT_23159			Uncharacterized protein
B8C630	THAPSDRAFT_23160	IPR025202;IPR051406;IPR001736;	PF13091;	Mitochondrial cardiolipin hydrolase
B8C632	THAPSDRAFT_262907	IPR002557;IPR036508;IPR051940;	PF01607;	Chitin-binding type-2 domain-containing protein
B8C633	THAPSDRAFT_262908	IPR011545;IPR050079;IPR014001;IPR001650;IPR027417;	PF00270;PF00271;	RNA helicase
B8C634	THAPSDRAFT_23162	IPR053259;IPR027417;		Sulfotransferase domain-containing protein
B8C636	THAPSDRAFT_6284	IPR016201;		PSI domain-containing protein
B8C639	THAPSDRAFT_6287			Uncharacterized protein
B8C640	THAPSDRAFT_6288			Uncharacterized protein
B8C641	HSP90_2 THAPSDRAFT_262914	IPR037196;IPR001404;	PF00183;	Heat shock protein
B8C643	THAPSDRAFT_6291	IPR012093;IPR008778;IPR003829;IPR014710;IPR011051;	PF02678;PF05726;	Pirin N-terminal domain-containing protein
B8C644	THAPSDRAFT_6292			Uncharacterized protein
B8C646	THAPSDRAFT_6294			DinB-like domain-containing protein
B8C647	THAPSDRAFT_6295	IPR035892;IPR056288;IPR056290;IPR052434;	PF24652;PF24656;	C2 domain-containing protein
B8C652	THAPSDRAFT_23169	IPR040323;IPR015943;IPR019775;IPR036322;IPR001680;	PF00400;	Uncharacterized protein
B8C653	THAPSDRAFT_34647	IPR004839;IPR050859;IPR015424;IPR015421;	PF00155;	Aminotransferase class I/classII large domain-containing protein
B8C654	THAPSDRAFT_23170	IPR012674;		Uncharacterized protein
B8C657	THAPSDRAFT_262924	IPR015655;IPR036457;IPR001932;	PF00481;	PPM-type phosphatase domain-containing protein
B8C658	THAPSDRAFT_270334	IPR020845;IPR000873;IPR042099;IPR052987;	PF00501;PF23562;	AMP-dependent synthetase/ligase domain-containing protein
B8C659	THAPSDRAFT_6307			Uncharacterized protein
B8C662	THAPSDRAFT_35126	IPR011009;IPR000719;IPR008271;	PF00069;	Protein kinase domain-containing protein
B8C664	THAPSDRAFT_262934	IPR011989;IPR045478;	PF19273;	Exportin-5 C-terminal domain-containing protein
B8C665	THAPSDRAFT_23177	IPR008374;	PF06705;	SF-assemblin
B8C668	THAPSDRAFT_6316	IPR005607;IPR035925;		BSD domain-containing protein
B8C669	THAPSDRAFT_262936	IPR013057;	PF01490;	Amino acid/polyamine transporter
B8C672	THAPSDRAFT_269135	IPR007378;	PF04278;	Uncharacterized protein
B8C674	THAPSDRAFT_28704	IPR004686;	PF03820;	Sideroflexin 5
B8C675	THAPSDRAFT_6323			Uncharacterized protein
B8C676	HSF5 THAPSDRAFT_262941	IPR000232;IPR036388;IPR036390;	PF00447;	HSF-type DNA-binding domain-containing protein
B8C679	THAPSDRAFT_269141	IPR003107;IPR044624;IPR011990;IPR019734;	PF14559;	Uncharacterized protein
B8C680	THAPSDRAFT_23191			Uncharacterized protein
B8C681	THAPSDRAFT_6330			Uncharacterized protein
B8C683	THAPSDRAFT_6332			Uncharacterized protein
B8C685	THAPSDRAFT_23196	IPR012677;IPR035979;IPR050441;IPR000504;	PF00076;	RRM domain-containing protein
B8C687	THAPSDRAFT_6339	IPR011990;		Suppressor of forked domain-containing protein
B8C688	THAPSDRAFT_262949	IPR001611;IPR052394;IPR032675;	PF13516;	Uncharacterized protein
B8C690	THAPSDRAFT_23198			Uncharacterized protein
B8C691	THAPSDRAFT_6343			Uncharacterized protein
B8C692	THAPSDRAFT_6344	IPR027417;		Sulfotransferase domain-containing protein
B8C693	THAPSDRAFT_23199	IPR029035;IPR011047;IPR051973;IPR015943;IPR036322;IPR001680;	PF00400;	Uncharacterized protein
B8C694	THAPSDRAFT_34714	IPR016192;IPR002125;IPR016193;	PF00383;	CMP/dCMP-type deaminase domain-containing protein
B8C695	THAPSDRAFT_41117	IPR003107;IPR010491;IPR045075;IPR011990;IPR019734;	PF06424;PF13428;PF14559;	RNA splicing factor
B8C696	THAPSDRAFT_23201	IPR004342;	PF03124;	EXS domain-containing protein
B8C697	Tpt1 THAPSDRAFT_270199	IPR037185;IPR004853;IPR050186;	PF03151;	Triose phosphate/phosphate translocator
B8C698	Tpt2 THAPSDRAFT_7341	IPR037185;IPR004853;IPR050186;	PF03151;	Triose or hexose phosphate/phosphate translocator
B8C6A1	THAPSDRAFT_263327	IPR011701;IPR051068;IPR036259;	PF07690;	MFS transporter
B8C6A2	THAPSDRAFT_23648	IPR036497;IPR014830;	PF08718;	Glycolipid transfer protein domain-containing protein
B8C6A4	THAPSDRAFT_23650	IPR051240;IPR002885;IPR002625;IPR036063;IPR011990;	PF01535;PF13812;	Smr domain-containing protein
B8C6A5	THAPSDRAFT_23651	IPR001214;IPR046341;	PF00856;	SET domain-containing protein
B8C6A6	THAPSDRAFT_7349			Uncharacterized protein
B8C6A8	THAPSDRAFT_7351			Uncharacterized protein
B8C6A9	THAPSDRAFT_23653	IPR039361;IPR036915;IPR006671;IPR048258;	PF00134;	Cyclin N-terminal domain-containing protein
B8C6B0	THAPSDRAFT_7353	IPR009091;IPR000408;		Uncharacterized protein
B8C6B1	THAPSDRAFT_23654	IPR001471;IPR036955;IPR016177;		AP2/ERF domain-containing protein
B8C6B2	THAPSDRAFT_7355			Uncharacterized protein
B8C6B3	THAPSDRAFT_7356	IPR015797;IPR040008;		Ribosomal protein L46 N-terminal domain-containing protein
B8C6B4	THAPSDRAFT_23655	IPR003428;IPR036561;	PF02330;	Mitochondrial glyco protein
B8C6B5	THAPSDRAFT_23656	IPR001471;IPR036955;IPR016177;		AP2/ERF domain-containing protein
B8C6B6	THAPSDRAFT_7359	IPR001471;IPR036955;IPR016177;		AP2/ERF domain-containing protein
B8C6B8	THAPSDRAFT_23658			Uncharacterized protein
B8C6C0	THAPSDRAFT_7363			Glycosyltransferase 2-like domain-containing protein
B8C6C1	THAPSDRAFT_23660			Uncharacterized protein
B8C6C2	THAPSDRAFT_7365	IPR041667;IPR003347;	PF13621;	JmjC domain-containing protein
B8C6C3	THAPSDRAFT_7366			Uncharacterized protein
B8C6C4	THAPSDRAFT_7367			Uncharacterized protein
B8C6C8	THAPSDRAFT_263332	IPR002110;IPR036770;	PF12796;	Uncharacterized protein
B8C6C9	THAPSDRAFT_7372	IPR050430;IPR009003;IPR043504;IPR001314;IPR001254;IPR018114;	PF00089;	Peptidase S1 domain-containing protein
B8C6D0	THAPSDRAFT_23662	IPR050430;IPR009003;IPR043504;IPR001314;IPR001254;IPR018114;IPR033116;	PF00089;	Trypsin-like serine protease
B8C6D1	THAPSDRAFT_7374			Uncharacterized protein
B8C6D2	THAPSDRAFT_7375			Uncharacterized protein
B8C6D3	THAPSDRAFT_7376	IPR022036;	PF12239;	Uncharacterized protein
B8C6D4	ASL THAPSDRAFT_29075	IPR029419;IPR009049;IPR024083;IPR020557;IPR000362;IPR022761;IPR008948;	PF14698;PF00206;	Argininosuccinate lyase (EC 4.3.2.1)
B8C6D5	THAPSDRAFT_7378	IPR001611;IPR025875;IPR032675;	PF12799;	Dynein axonemal light chain 1
B8C6E0	THAPSDRAFT_7394	IPR000232;IPR036388;IPR036390;	PF00447;	HSF-type DNA-binding domain-containing protein
B8C6E1	THAPSDRAFT_7395	IPR000232;IPR036388;IPR036390;	PF00447;	HSF-type DNA-binding domain-containing protein
B8C6E2	THAPSDRAFT_23666			Mitochondrial import inner membrane translocase subunit TIM22
B8C6E4	THAPSDRAFT_23668	IPR029058;		Uncharacterized protein
B8C6E5	THAPSDRAFT_18090	IPR036249;IPR013766;	PF00085;	Thioredoxin domain-containing protein
B8C6E6	THAPSDRAFT_23669			Uncharacterized protein
B8C6E7	THAPSDRAFT_7401			Uncharacterized protein
B8C6E9	THAPSDRAFT_23671			Lon N-terminal domain-containing protein
B8C6F0	THAPSDRAFT_7404			Uncharacterized protein
B8C6F1	THAPSDRAFT_23672	IPR013216;IPR029063;	PF08241;	Methyltransferase type 11 domain-containing protein
B8C6F2	THAPSDRAFT_7406	IPR029058;IPR013744;	PF08538;	Uncharacterized protein
B8C6F3	THAPSDRAFT_14727	IPR011761;IPR005481;IPR011764;IPR005482;IPR005479;IPR016185;IPR011054;	PF02785;PF00289;PF02786;	Biotin carboxylase
B8C6F5	THAPSDRAFT_263343	IPR029069;IPR002539;IPR052342;	PF01575;	Probable MaoC family protein
B8C6F6	THAPSDRAFT_263344	IPR005000;IPR011206;IPR015813;IPR040442;	PF03328;	Probable citrate lyase beta chain (EC 4.1.3.6)
B8C6F7	THAPSDRAFT_17310	IPR013078;IPR029033;IPR001345;IPR052765;	PF00300;	Phosphoglycerate mutase-like protein
B8C6F8	THAPSDRAFT_23674	IPR049227;	PF20710;	DUF6824 domain-containing protein
B8C6F9	THAPSDRAFT_23675			Uncharacterized protein
B8C6G0	THAPSDRAFT_23677			Uncharacterized protein
B8C6G3	THAPSDRAFT_7416			Uncharacterized protein
B8C6G4	THAPSDRAFT_7417			Uncharacterized protein
B8C6G5	THAPSDRAFT_263346	IPR001611;IPR003591;IPR032675;	PF00560;PF13855;	Uncharacterized protein
B8C6G6	THAPSDRAFT_7419			Fe2OG dioxygenase domain-containing protein
B8C6G7	THAPSDRAFT_7420			O-fucosyltransferase family protein
B8C6G9	THAPSDRAFT_35911	IPR019614;IPR029063;	PF10672;	S-adenosylmethionine-dependent methyltransferase domain-containing protein
B8C6H0	THAPSDRAFT_7423	IPR036265;		HIT domain-containing protein
B8C6H1	THAPSDRAFT_7424			Uncharacterized protein
B8C6H2	THAPSDRAFT_23682	IPR029063;	PF12847;	Methyltransferase domain-containing protein
B8C6H3	THAPSDRAFT_7426			Uncharacterized protein
B8C6H4	THAPSDRAFT_35818	IPR027417;IPR025662;IPR005225;IPR001806;	PF00071;	Uncharacterized protein
B8C6H5	THAPSDRAFT_23684	IPR053265;		WSC domain-containing protein
B8C6H6	THAPSDRAFT_23685	IPR053265;		WSC domain-containing protein
B8C6H8	THAPSDRAFT_263349	IPR003593;IPR011527;IPR036640;IPR003439;IPR017871;IPR050835;IPR027417;	PF06472;PF00005;	ABC transporter
B8C6H9	THAPSDRAFT_23688			Uncharacterized protein
B8C6I0	THAPSDRAFT_23689	IPR026898;	PF13367;	Transmembrane protein
B8C6I2	THAPSDRAFT_7435	IPR002495;IPR050587;IPR029044;	PF01501;	Uncharacterized protein
B8C6I3	THAPSDRAFT_23691	IPR050135;IPR003607;IPR006674;	PF01966;	HD domain-containing protein
B8C6I5	THAPSDRAFT_18624	IPR007248;	PF04117;	Peroxisomal membrane protein
B8C6I6	THAPSDRAFT_23694			Right handed beta helix domain-containing protein
B8C6I7	THAPSDRAFT_7440	IPR039872;		SBF1/SBF2 domain-containing protein
B8C6I8	THAPSDRAFT_17579	IPR039512;IPR008913;IPR037274;IPR017921;IPR037275;IPR001841;IPR013083;	PF05495;PF13639;PF14599;	RING finger and CHY zinc finger domain-containing protein 1
B8C6I9	THAPSDRAFT_7442			Uncharacterized protein
B8C6J0	THAPSDRAFT_270286	IPR001303;IPR036409;IPR017714;	PF00596;	Class II aldolase/adducin N-terminal domain-containing protein
B8C6J1	THAPSDRAFT_7444			O-fucosyltransferase family protein
B8C6J2	THAPSDRAFT_7445	IPR025984;		NTP pyrophosphohydrolase MazG putative catalytic core domain-containing protein
B8C6J3	THAPSDRAFT_7446	IPR001214;IPR046341;IPR050600;	PF00856;	SET domain-containing protein
B8C6J5	THAPSDRAFT_7448	IPR013978;	PF08670;	MEKHLA domain-containing protein
B8C6J6	THAPSDRAFT_23698	IPR025638;	PF14234;	Uncharacterized protein
B8C6J7	THAPSDRAFT_7450	IPR001611;IPR050715;IPR032675;		Uncharacterized protein
B8C6J8	THAPSDRAFT_7451	IPR000014;IPR035965;	PF13426;	PAS domain-containing protein
B8C6J9	THAPSDRAFT_269333	IPR036259;IPR000109;	PF00854;	Peptide transporter
B8C6K1	THAPSDRAFT_23700	IPR000726;IPR023346;IPR000800;	PF00182;	LNR domain-containing protein
B8C6K2	THAPSDRAFT_23701			Uncharacterized protein
B8C6K3	THAPSDRAFT_23702			Uncharacterized protein
B8C6K4	THAPSDRAFT_7458	IPR007803;IPR051821;IPR027443;	PF05118;	Aspartyl/asparaginy/proline hydroxylase domain-containing protein
B8C6K5	THAPSDRAFT_23704	IPR004294;	PF03055;	Uncharacterized protein
B8C6K6	THAPSDRAFT_7460			Uncharacterized protein
B8C6K7	THAPSDRAFT_263354	IPR003495;IPR027417;IPR004400;	PF02492;	Urease accessory protein
B8C6K8	THAPSDRAFT_7462			Uncharacterized protein
B8C6K9	THAPSDRAFT_23705			Uncharacterized protein
B8C6L0	THAPSDRAFT_23706	IPR006990;		Uncharacterized protein
B8C6L1	THAPSDRAFT_7466			Uncharacterized protein
B8C6L2	THAPSDRAFT_23707	IPR036034;IPR051702;IPR007461;	PF04366;	Ysc84 actin-binding domain-containing protein
B8C6L4	THAPSDRAFT_7469			Uncharacterized protein
B8C6L6	THAPSDRAFT_7471	IPR019378;	PF10250;	Uncharacterized protein
B8C6L7	THAPSDRAFT_269335	IPR051706;IPR007577;IPR029044;	PF04488;	Mannosyl phosphorylinositol ceramide synthase SUR1
B8C6L9	THAPSDRAFT_7474	IPR008979;IPR045099;IPR010400;IPR037047;	PF06201;	PITH domain-containing protein
B8C6M0	THAPSDRAFT_7475			VOC domain-containing protein
B8C6M3	THAPSDRAFT_263363	IPR002110;IPR036770;	PF12796;	Ankyrin domain-containing protein
B8C6M4	THAPSDRAFT_7478	IPR001763;IPR036873;IPR045078;	PF00581;	Rhodanese domain-containing protein
B8C6M5	THAPSDRAFT_7479	IPR002885;IPR011990;	PF01535;	N-acetyltransferase domain-containing protein
B8C6M6	THAPSDRAFT_7480	IPR011989;IPR016024;IPR052623;IPR000357;IPR021133;IPR057978;	PF02985;PF25757;	Dynein axonemal assembly factor 5 TPR repeats domain-containing protein
B8C6M8	THAPSDRAFT_7482			Uncharacterized protein
B8C6N0	THAPSDRAFT_7484			Uncharacterized protein
B8C6N2	THAPSDRAFT_18190	IPR045054;IPR006620;IPR044862;	PF13640;	Prolyl 4-hydroxylase alpha subunit domain-containing protein
B8C6N3	THAPSDRAFT_7487	IPR011701;IPR036259;IPR001958;	PF07690;	Major facilitator superfamily (MFS) profile domain-containing protein
B8C6N4	THAPSDRAFT_23714	IPR036322;		Uncharacterized protein
B8C6N5	THAPSDRAFT_35798	IPR003593;IPR041569;IPR003959;IPR003960;IPR027417;	PF00004;PF17862;	AAA+ ATPase domain-containing protein
B8C6N6	THAPSDRAFT_23716			Uncharacterized protein
B8C6N7	THAPSDRAFT_7491	IPR005114;	PF03457;	Helicase-associated domain-containing protein
B8C6N8	THAPSDRAFT_18089	IPR000866;IPR024706;IPR019479;IPR036249;IPR013766;	PF10417;PF00578;	Peroxiredoxin
B8C6N9	THAPSDRAFT_7493			Uncharacterized protein
B8C6P0	THAPSDRAFT_23718			Uncharacterized protein
