protein_id	gene_id	sel_ml	neu_ml	lrt	pvalue	nom_sig	bonf_sig	qvalue	fdr_sig	orphan	pfam_status	pfam_domains
6628	fgenesh1_pg.C_chr_7000011	-2172.588491	-2172.627699	0.078416	0.779	0	0	0.3377896	0	N	dark	
11266	fgenesh1_pg.C_chr_19b_31000009	-916.736414	-916.774449	0.07607	0.783	0	0	0.3390651	0	N	white	PF00134;
22857	estExt_fgenesh1_pg.C_chr_50703	-3301.914422	-3301.950701	0.072558	0.788	0	0	0.3410812	0	N	white	PF00169;
35182	e_gw1.6.529.1	-729.814822	-729.849875	0.070106	0.791	0	0	0.3424819	0	N	white	PF00856;
21020	estExt_fgenesh1_pg.C_chr_10968	-1134.667667	-1134.701759	0.068184	0.794	0	0	0.3435711	0	N	dark	
23737	estExt_fgenesh1_pg.C_chr_80192	-1679.234583	-1679.264726	0.060286	0.806	0	0	0.3482783	0	N	dark	
21357	estExt_fgenesh1_pg.C_chr_20572	-976.762201	-976.791113	0.057824	0.81	0	0	0.3482783	0	N	dark	
25467	estExt_fgenesh1_pg.C_chr_19a_190068	-635.841606	-635.870595	0.057978	0.81	0	0	0.3482783	0	N	dark	
20577	estExt_fgenesh1_pg.C_chr_10032	-1479.112309	-1479.140526	0.056434	0.812	0	0	0.3482783	0	N	dark	
10414	fgenesh1_pg.C_chr_16a000095	-1848.895843	-1848.923835	0.055984	0.813	0	0	0.3482783	0	N	dark	
2514	fgenesh1_pg.C_chr_2000469	-1471.60162	-1471.629185	0.05513	0.814	0	0	0.3482783	0	N	white	PF00226;
1407	fgenesh1_pg.C_chr_1000541	-677.863586	-677.890088	0.053004	0.818	0	0	0.3482783	0	N	dark	
261577	thaps1_ua_kg.chr_2000401	-1151.955163	-1151.978696	0.047066	0.828	0	0	0.3482783	0	N	white	PF08423;
20404	gw1.9.218.1	-254.174787	-254.197826	0.046078	0.83	0	0	0.3482783	0	N	white	PF00397;
5301	fgenesh1_pg.C_chr_5000343	-771.877139	-771.89907	0.043862	0.834	0	0	0.3482783	0	N	dark	
24226	estExt_fgenesh1_pg.C_chr_100298	-1350.181127	-1350.201773	0.041292	0.839	0	0	0.3482783	0	N	dark	
7035	fgenesh1_pg.C_chr_7000418	-1023.698782	-1023.718953	0.040342	0.841	0	0	0.3482783	0	N	dark	
10850	fgenesh1_pg.C_chr_18000093	-1608.737921	-1608.755332	0.034822	0.852	0	0	0.3482783	0	N	white	PF04116;
20578	estExt_fgenesh1_pg.C_chr_10035	-1584.540638	-1584.556995	0.032714	0.856	0	0	0.3482783	0	N	dark	
9499	fgenesh1_pg.C_chr_13000219	-2088.671118	-2088.686353	0.03047	0.861	0	0	0.3482783	0	N	white	PF08282;
17704	gw1.2.528.1	-772.64428	-772.659137	0.029714	0.863	0	0	0.3482783	0	N	white	PF01088;
2999	fgenesh1_pg.C_chr_2000954	-2726.121186	-2726.133519	0.024666	0.875	0	0	0.3482783	0	N	white	PF00867;
11905	fgenesh1_pg.C_chr_22000250	-3182.051017	-3182.063053	0.024072	0.877	0	0	0.3482783	0	N	dark	
33287	e_gw1.4.24.1	-3801.127619	-3801.139585	0.023932	0.877	0	0	0.3482783	0	N	white	PF16191;PF16190;PF00899;PF10585;
2877	fgenesh1_pg.C_chr_2000832	-689.40077	-689.411934	0.022328	0.881	0	0	0.3482783	0	N	dark	
24362	estExt_fgenesh1_pg.C_chr_11a0188	-1735.002355	-1735.013168	0.021626	0.883	0	0	0.3482783	0	N	dark	
10207	fgenesh1_pg.C_chr_15000197	-3899.71889	-3899.729065	0.02035	0.887	0	0	0.3482783	0	N	dark	
25364	estExt_fgenesh1_pg.C_chr_180133	-2894.087398	-2894.097126	0.019456	0.889	0	0	0.3482783	0	N	white	PF00651;PF01344;PF24681;
7356	fgenesh1_pg.C_chr_8000017	-1478.317014	-1478.32486	0.015692	0.9	0	0	0.3482783	0	N	dark	
2990	fgenesh1_pg.C_chr_2000945	-2088.503595	-2088.511398	0.015606	0.901	0	0	0.3482783	0	N	dark	
24834	estExt_fgenesh1_pg.C_chr_140155	-1627.337213	-1627.344755	0.015084	0.902	0	0	0.3482783	0	N	dark	
34785	e_gw1.6.299.1	-1337.182524	-1337.190069	0.01509	0.902	0	0	0.3482783	0	N	white	PF03462;PF00472;
22008	estExt_fgenesh1_pg.C_chr_30882	-4312.334295	-4312.341331	0.014072	0.906	0	0	0.3482783	0	N	white	PF04840;PF04841;
2991	fgenesh1_pg.C_chr_2000946	-3047.341397	-3047.34773	0.012666	0.91	0	0	0.3482783	0	N	white	PF00642;
7801	fgenesh1_pg.C_chr_8000462	-1928.535747	-1928.541996	0.012498	0.911	0	0	0.3482783	0	N	dark	
24923	estExt_fgenesh1_pg.C_chr_140302	-1030.762933	-1030.769204	0.012542	0.911	0	0	0.3482783	0	N	dark	
8237	fgenesh1_pg.C_chr_10000007	-783.67198	-783.677935	0.01191	0.913	0	0	0.3482783	0	N	dark	
5957	fgenesh1_pg.C_chr_6000112	-719.311535	-719.316791	0.010512	0.918	0	0	0.3482783	0	N	dark	
9465	fgenesh1_pg.C_chr_13000185	-959.473711	-959.478927	0.010432	0.919	0	0	0.3482783	0	N	dark	
2987	fgenesh1_pg.C_chr_2000942	-5948.064285	-5948.069111	0.009652	0.922	0	0	0.3482783	0	N	dark	
7926	fgenesh1_pg.C_chr_9000094	-457.569761	-457.574522	0.009522	0.922	0	0	0.3482783	0	N	dark	
10146	fgenesh1_pg.C_chr_15000136	-1556.799846	-1556.804664	0.009636	0.922	0	0	0.3482783	0	N	white	PF09725;
20854	estExt_fgenesh1_pg.C_chr_10625	-3387.322157	-3387.326859	0.009404	0.923	0	0	0.3482783	0	N	white	PF20253;
9328	fgenesh1_pg.C_chr_13000048	-1079.275332	-1079.279805	0.008946	0.925	0	0	0.3482783	0	N	dark	
2623	fgenesh1_pg.C_chr_2000578	-2076.089343	-2076.09331	0.007934	0.929	0	0	0.3482783	0	N	dark	
25781	estExt_fgenesh1_pg.C_chr_220254	-5958.162161	-5958.165693	0.007064	0.933	0	0	0.3482783	0	N	dark	
268403	estExt_thaps1_ua_kg.C_chr_20445	-583.816262	-583.819512	0.0065	0.936	0	0	0.3482783	0	N	white	PF00134;
22017	estExt_fgenesh1_pg.C_chr_30900	-2309.059115	-2309.062241	0.006252	0.937	0	0	0.3482783	0	N	dark	
261078	thaps1_ua_kg.chr_1000338	-1406.066021	-1406.068934	0.005826	0.939	0	0	0.3482783	0	N	white	PF00999;
5658	fgenesh1_pg.C_chr_5000700	-1182.127237	-1182.130002	0.00553	0.941	0	0	0.3482783	0	N	white	PF00628;
6880	fgenesh1_pg.C_chr_7000263	-3565.269977	-3565.272643	0.005332	0.942	0	0	0.3482783	0	N	dark	
4395	fgenesh1_pg.C_chr_4000345	-1971.196916	-1971.199339	0.004846	0.945	0	0	0.3482783	0	N	dark	
24953	estExt_fgenesh1_pg.C_chr_150011	-1157.271799	-1157.273996	0.004394	0.947	0	0	0.3482783	0	N	white	PF00134;
7776	fgenesh1_pg.C_chr_8000437	-907.501229	-907.503372	0.004286	0.948	0	0	0.3482783	0	N	dark	
24626	estExt_fgenesh1_pg.C_chr_130112	-2236.805231	-2236.80696	0.003458	0.953	0	0	0.3482783	0	N	white	PF13639;
33231	e_gw1.3.472.1	-841.123212	-841.124841	0.003258	0.954	0	0	0.3482783	0	N	white	PF00702;
267929	estExt_thaps1_ua_kg.C_chr_10019	-781.009868	-781.011171	0.002606	0.959	0	0	0.3482783	0	N	white	PF01466;
6607	fgenesh1_pg.C_chr_6000762	-676.419687	-676.420926	0.002478	0.96	0	0	0.3482783	0	N	white	PF00588;
39936	estExt_gwp_gw1.C_chr_30380	-1295.669591	-1295.670851	0.00252	0.96	0	0	0.3482783	0	N	white	PF00149;PF16891;
909	fgenesh1_pg.C_chr_1000043	-562.18565	-562.186619	0.001938	0.965	0	0	0.3482783	0	N	dark	
2371	fgenesh1_pg.C_chr_2000326	-1212.719823	-1212.72078	0.001914	0.965	0	0	0.3482783	0	N	dark	
11514	fgenesh1_pg.C_chr_20000110	-2767.872748	-2767.873644	0.001792	0.966	0	0	0.3482783	0	N	dark	
7999	fgenesh1_pg.C_chr_9000167	-657.411927	-657.412661	0.001468	0.969	0	0	0.3482783	0	N	dark	
21580	estExt_fgenesh1_pg.C_chr_21015	-3697.678481	-3697.679188	0.001414	0.97	0	0	0.3482783	0	N	white	PF00773;
2684	fgenesh1_pg.C_chr_2000639	-1415.397411	-1415.398095	0.001368	0.971	0	0	0.3482783	0	N	dark	
24395	estExt_fgenesh1_pg.C_chr_11a0271	-5266.970947	-5266.971576	0.001258	0.972	0	0	0.3482783	0	N	dark	
270023	estExt_thaps1_ua_kg.C_chr_200023	-1310.68255	-1310.683159	0.001218	0.972	0	0	0.3482783	0	N	white	PF04969;PF14050;
30105	estExt_Genewise1.C_chr_150021	-1372.449807	-1372.450396	0.001178	0.973	0	0	0.3482783	0	N	white	PF00348;
25308	estExt_fgenesh1_pg.C_chr_170200	-2782.911372	-2782.911895	0.001046	0.974	0	0	0.3482783	0	N	white	PF13532;
22673	estExt_fgenesh1_pg.C_chr_50331	-573.381119	-573.381618	0.000998	0.975	0	0	0.3482783	0	N	unmapped	
4972	fgenesh1_pg.C_chr_5000014	-2873.447109	-2873.447487	0.000756	0.978	0	0	0.3482783	0	N	dark	
39255	estExt_gwp_gw1.C_chr_10736	-2714.530202	-2714.530575	0.000746	0.978	0	0	0.3482783	0	N	white	PF03129;PF00587;
1931	fgenesh1_pg.C_chr_1001065	-2273.554993	-2273.555302	0.000618	0.98	0	0	0.3482783	0	N	dark	
8134	fgenesh1_pg.C_chr_9000302	-3380.934475	-3380.934699	0.000448	0.983	0	0	0.3482783	0	N	white	PF00628;
8408	fgenesh1_pg.C_chr_10000178	-3912.038731	-3912.038954	0.000446	0.983	0	0	0.3482783	0	N	white	PF03457;
10266	fgenesh1_pg.C_chr_15000256	-1719.662858	-1719.663093	0.00047	0.983	0	0	0.3482783	0	N	white	PF03464;PF03465;PF26356;
16511	gw1.9.129.1	-1172.166077	-1172.166316	0.000478	0.983	0	0	0.3482783	0	N	white	PF04142;
23494	estExt_fgenesh1_pg.C_chr_70423	-7045.978691	-7045.978881	0.00038	0.984	0	0	0.3482783	0	N	dark	
262126	thaps1_ua_kg.chr_4000136	-1917.976178	-1917.976376	0.000396	0.984	0	0	0.3482783	0	N	white	PF02906;
6817	fgenesh1_pg.C_chr_7000200	-2119.63104	-2119.631191	0.000302	0.986	0	0	0.3482783	0	N	white	PF04755;PF04191;
20845	estExt_fgenesh1_pg.C_chr_10608	-1821.751185	-1821.751331	0.000292	0.986	0	0	0.3482783	0	N	white	PF04278;
3330	fgenesh1_pg.C_chr_3000264	-1955.917362	-1955.917502	0.00028	0.987	0	0	0.3482783	0	N	white	PF00027;PF00615;
7672	fgenesh1_pg.C_chr_8000333	-967.593022	-967.593143	0.000242	0.988	0	0	0.3482783	0	N	white	PF25539;
22918	estExt_fgenesh1_pg.C_chr_50827	-2292.100697	-2292.100818	0.000242	0.988	0	0	0.3482783	0	N	white	PF05625;
5878	fgenesh1_pg.C_chr_6000033	-782.645327	-782.645416	0.000178	0.989	0	0	0.3482783	0	N	dark	
9529	fgenesh1_pg.C_chr_13000249	-894.972485	-894.972572	0.000174	0.989	0	0	0.3482783	0	N	dark	
4465	fgenesh1_pg.C_chr_4000415	-2054.220102	-2054.220182	0.00016	0.99	0	0	0.3482783	0	N	dark	
21475	estExt_fgenesh1_pg.C_chr_20779	-978.178363	-978.178432	0.000138	0.991	0	0	0.3482783	0	N	white	PF08597;
22799	estExt_fgenesh1_pg.C_chr_50579	-4919.765188	-4919.765245	0.000114	0.991	0	0	0.3482783	0	N	white	PF10250;
40767	estExt_gwp_gw1.C_chr_50371	-2197.658305	-2197.658372	0.000134	0.991	0	0	0.3482783	0	N	white	PF00004;PF12037;
264492	thaps1_ua_kg.chr_18000014	-801.288544	-801.288605	0.000122	0.991	0	0	0.3482783	0	N	white	PF00112;
8979	fgenesh1_pg.C_chr_12000060	-6609.11747	-6609.117522	0.000104	0.992	0	0	0.3482783	0	N	dark	
24601	estExt_fgenesh1_pg.C_chr_130061	-3816.986976	-3816.987022	9.2e-05	0.992	0	0	0.3482783	0	N	white	PF01903;
25470	estExt_fgenesh1_pg.C_chr_19a_190083	-4858.728151	-4858.728207	0.000112	0.992	0	0	0.3482783	0	N	white	PF08588;PF04784;
1394	fgenesh1_pg.C_chr_1000528	-1608.73333	-1608.733368	7.6e-05	0.993	0	0	0.3482783	0	N	white	PF08240;PF00107;
4066	fgenesh1_pg.C_chr_4000016	-2948.239944	-2948.239982	7.6e-05	0.993	0	0	0.3482783	0	N	dark	
6416	fgenesh1_pg.C_chr_6000571	-1659.468659	-1659.468696	7.4e-05	0.993	0	0	0.3482783	0	N	white	PF01467;
11135	fgenesh1_pg.C_chr_19a_19000078	-4821.282554	-4821.282594	8e-05	0.993	0	0	0.3482783	0	N	white	PF08637;
11534	fgenesh1_pg.C_chr_20000130	-749.374442	-749.374481	7.8e-05	0.993	0	0	0.3482783	0	N	dark	
268351	estExt_thaps1_ua_kg.C_chr_20350	-2063.419562	-2063.419599	7.4e-05	0.993	0	0	0.3482783	0	N	white	PF05920;
991	fgenesh1_pg.C_chr_1000125	-6875.955132	-6875.955162	6e-05	0.994	0	0	0.3482783	0	N	white	PF08082;PF08083;PF10598;
5204	fgenesh1_pg.C_chr_5000246	-456.550507	-456.550539	6.4e-05	0.994	0	0	0.3482783	0	N	white	PF09446;
8506	fgenesh1_pg.C_chr_10000276	-1732.233979	-1732.234009	6e-05	0.994	0	0	0.3482783	0	N	white	PF24646;
3056	fgenesh1_pg.C_chr_2001011	-2944.55098	-2944.550996	3.2e-05	0.995	0	0	0.3482783	0	N	dark	
6552	fgenesh1_pg.C_chr_6000707	-3552.730384	-3552.730403	3.8e-05	0.995	0	0	0.3482783	0	N	dark	
12055	fgenesh1_pg.C_chr_23000083	-1075.311907	-1075.31193	4.6e-05	0.995	0	0	0.3482783	0	N	dark	
269863	estExt_thaps1_ua_kg.C_chr_16a0006	-2635.369903	-2635.369923	4e-05	0.995	0	0	0.3482783	0	N	white	PF01431;PF05649;
9155	fgenesh1_pg.C_chr_12000236	-2036.8465	-2036.846511	2.2e-05	0.996	0	0	0.3482783	0	N	white	PF00439;
9720	fgenesh1_pg.C_chr_14000065	-859.309189	-859.3092	2.2e-05	0.996	0	0	0.3482783	0	N	white	PF05697;
11871	fgenesh1_pg.C_chr_22000216	-626.121956	-626.121967	2.2e-05	0.996	0	0	0.3482783	0	N	dark	
23000	estExt_fgenesh1_pg.C_chr_60138	-2460.33953	-2460.339542	2.4e-05	0.996	0	0	0.3482783	0	N	dark	
23915	estExt_fgenesh1_pg.C_chr_90037	-4447.710507	-4447.71052	2.6e-05	0.996	0	0	0.3482783	0	N	white	PF13921;
24293	estExt_fgenesh1_pg.C_chr_11a0038	-1079.471062	-1079.471072	2e-05	0.996	0	0	0.3482783	0	N	dark	
25304	estExt_fgenesh1_pg.C_chr_170196	-2133.447634	-2133.447644	2e-05	0.996	0	0	0.3482783	0	N	dark	
25331	estExt_fgenesh1_pg.C_chr_180042	-2656.026571	-2656.026586	3e-05	0.996	0	0	0.3482783	0	N	dark	
35668	e_gw1.7.255.1	-1165.589079	-1165.589094	3e-05	0.996	0	0	0.3482783	0	N	white	PF00106;
269034	estExt_thaps1_ua_kg.C_chr_60098	-761.717394	-761.717408	2.8e-05	0.996	0	0	0.3482783	0	N	dark	
900	fgenesh1_pg.C_chr_1000034	-3450.869987	-3450.869994	1.4e-05	0.997	0	0	0.3482783	0	N	white	PF06978;PF08170;
914	fgenesh1_pg.C_chr_1000048	-2280.624563	-2280.62457	1.4e-05	0.997	0	0	0.3482783	0	N	white	PF04724;
1086	fgenesh1_pg.C_chr_1000220	-1499.359247	-1499.359256	1.8e-05	0.997	0	0	0.3482783	0	N	white	PF13896;
1954	fgenesh1_pg.C_chr_1001088	-688.831225	-688.83123	1e-05	0.997	0	0	0.3482783	0	N	dark	
3803	fgenesh1_pg.C_chr_3000737	-1965.941911	-1965.941918	1.4e-05	0.997	0	0	0.3482783	0	N	white	PF12832;
4567	fgenesh1_pg.C_chr_4000517	-2624.086126	-2624.086131	1e-05	0.997	0	0	0.3482783	0	N	white	PF02622;
5653	fgenesh1_pg.C_chr_5000695	-2065.490344	-2065.49035	1.2e-05	0.997	0	0	0.3482783	0	N	white	PF04218;PF03221;
10340	fgenesh1_pg.C_chr_16a000021	-2761.67913	-2761.679138	1.6e-05	0.997	0	0	0.3482783	0	N	dark	
10366	fgenesh1_pg.C_chr_16a000047	-1401.943469	-1401.943478	1.8e-05	0.997	0	0	0.3482783	0	N	dark	
10853	fgenesh1_pg.C_chr_18000096	-931.081413	-931.081421	1.6e-05	0.997	0	0	0.3482783	0	N	dark	
24613	estExt_fgenesh1_pg.C_chr_130083	-4735.705749	-4735.705756	1.4e-05	0.997	0	0	0.3482783	0	N	white	PF07738;
268447	estExt_thaps1_ua_kg.C_chr_30106	-1104.26178	-1104.261788	1.6e-05	0.997	0	0	0.3482783	0	N	white	PF00085;
896	fgenesh1_pg.C_chr_1000030	-2919.512786	-2919.512788	4e-06	0.998	0	0	0.3482783	0	N	white	PF24646;
908	fgenesh1_pg.C_chr_1000042	-2270.721333	-2270.721335	4e-06	0.998	0	0	0.3482783	0	N	dark	
4278	fgenesh1_pg.C_chr_4000228	-714.802045	-714.802048	6e-06	0.998	0	0	0.3482783	0	N	dark	
5668	fgenesh1_pg.C_chr_5000710	-425.860378	-425.86038	4e-06	0.998	0	0	0.3482783	0	N	white	PF05839;
6699	fgenesh1_pg.C_chr_7000082	-998.879416	-998.879419	6e-06	0.998	0	0	0.3482783	0	N	dark	
7497	fgenesh1_pg.C_chr_8000158	-1116.048983	-1116.048985	4e-06	0.998	0	0	0.3482783	0	N	white	PF07572;
8199	fgenesh1_pg.C_chr_9000367	-2667.377239	-2667.377242	6e-06	0.998	0	0	0.3482783	0	N	white	PF13516;
10654	fgenesh1_pg.C_chr_17000117	-1549.65304	-1549.653044	8e-06	0.998	0	0	0.3482783	0	N	dark	
14378	gw1.16b.6.1	-1469.34997	-1469.349972	4e-06	0.998	0	0	0.3482783	0	N	white	PF13499;PF00069;
20292	gw1.8.333.1	-381.411076	-381.411079	6e-06	0.998	0	0	0.3482783	0	N	white	PF08285;
22490	estExt_fgenesh1_pg.C_chr_40864	-2450.957693	-2450.957696	6e-06	0.998	0	0	0.3482783	0	N	white	PF03188;PF03351;
22993	estExt_fgenesh1_pg.C_chr_60130	-1741.888322	-1741.888326	8e-06	0.998	0	0	0.3482783	0	N	white	PF13535;
23828	estExt_fgenesh1_pg.C_chr_80381	-1373.001654	-1373.001657	6e-06	0.998	0	0	0.3482783	0	N	dark	
24466	estExt_fgenesh1_pg.C_chr_120134	-1372.030932	-1372.030934	4e-06	0.998	0	0	0.3482783	0	N	dark	
24514	estExt_fgenesh1_pg.C_chr_120216	-809.754467	-809.754469	4e-06	0.998	0	0	0.3482783	0	N	white	PF06658;
24760	estExt_fgenesh1_pg.C_chr_140026	-801.705333	-801.705336	6e-06	0.998	0	0	0.3482783	0	N	dark	
28441	estExt_Genewise1.C_chr_50575	-2891.893315	-2891.893318	6e-06	0.998	0	0	0.3482783	0	N	white	PF05470;PF26569;PF01399;
261595	thaps1_ua_kg.chr_2000419	-867.50607	-867.506072	4e-06	0.998	0	0	0.3482783	0	N	white	PF00560;PF13855;
264440	thaps1_ua_kg.chr_17000038	-2295.061761	-2295.061763	4e-06	0.998	0	0	0.3482783	0	N	white	PF07992;PF02852;
5285	fgenesh1_pg.C_chr_5000327	-1751.737691	-1751.737692	2e-06	0.999	0	0	0.3482783	0	N	white	PF09011;
6710	fgenesh1_pg.C_chr_7000093	-1680.150831	-1680.150832	2e-06	0.999	0	0	0.3482783	0	N	dark	
7822	fgenesh1_pg.C_chr_8000483	-727.024185	-727.024186	2e-06	0.999	0	0	0.3482783	0	N	dark	
9364	fgenesh1_pg.C_chr_13000084	-4691.119598	-4691.119599	2e-06	0.999	0	0	0.3482783	0	N	dark	
11665	fgenesh1_pg.C_chr_22000010	-2777.647882	-2777.647883	2e-06	0.999	0	0	0.3482783	0	N	white	PF02622;
11984	fgenesh1_pg.C_chr_23000012	-901.671213	-901.671214	2e-06	0.999	0	0	0.3482783	0	N	white	PF00856;
12193	fgenesh1_pg.C_chr_24000069	-1349.201872	-1349.201873	2e-06	0.999	0	0	0.3482783	0	N	dark	
14708	gw1.19b.7.1	-1254.380056	-1254.380057	2e-06	0.999	0	0	0.3482783	0	N	white	PF04055;
20641	estExt_fgenesh1_pg.C_chr_10181	-1895.845266	-1895.845267	2e-06	0.999	0	0	0.3482783	0	N	dark	
20648	estExt_fgenesh1_pg.C_chr_10201	-1277.127768	-1277.127769	2e-06	0.999	0	0	0.3482783	0	N	dark	
22852	estExt_fgenesh1_pg.C_chr_50689	-1393.077283	-1393.077284	2e-06	0.999	0	0	0.3482783	0	N	dark	
24037	estExt_fgenesh1_pg.C_chr_90294	-2512.578778	-2512.578779	2e-06	0.999	0	0	0.3482783	0	N	dark	
25453	estExt_fgenesh1_pg.C_chr_19a_190016	-1706.063845	-1706.063846	2e-06	0.999	0	0	0.3482783	0	N	white	PF00856;
25725	estExt_fgenesh1_pg.C_chr_220127	-645.887443	-645.887444	2e-06	0.999	0	0	0.3482783	0	N	white	PF02416;
262856	thaps1_ua_kg.chr_6000180	-957.146602	-957.146603	2e-06	0.999	0	0	0.3482783	0	N	white	PF00089;
263246	thaps1_ua_kg.chr_7000203	-1738.597099	-1738.5971	2e-06	0.999	0	0	0.3482783	0	N	white	PF00168;PF00388;PF00387;
263511	thaps1_ua_kg.chr_9000039	-1071.617273	-1071.617274	2e-06	0.999	0	0	0.3482783	0	N	white	PF04493;
264064	thaps1_ua_kg.chr_13000112	-3923.251606	-3923.251607	2e-06	0.999	0	0	0.3482783	0	N	white	PF13476;PF00149;
268773	estExt_thaps1_ua_kg.C_chr_40319	-1989.894466	-1989.894467	2e-06	0.999	0	0	0.3482783	0	N	white	PF13410;PF13409;
269030	estExt_thaps1_ua_kg.C_chr_60094	-2689.608103	-2689.608104	2e-06	0.999	0	0	0.3482783	0	N	white	PF09384;PF00400;
225	fgenesh1_pm.C_chr_1000070	-673.981742	-673.981723	-3.8e-05	1	0	0	0.3482783	0	N	white	PF01765;
669	fgenesh1_pm.C_chr_10000016	-868.121576	-868.121576	0	1	0	0	0.3482783	0	N	white	PF00071;
919	fgenesh1_pg.C_chr_1000053	-1321.223787	-1321.223787	0	1	0	0	0.3482783	0	N	dark	
1145	fgenesh1_pg.C_chr_1000279	-871.405833	-871.405831	-4e-06	1	0	0	0.3482783	0	N	white	PF25017;
1170	fgenesh1_pg.C_chr_1000304	-507.197708	-507.197708	0	1	0	0	0.3482783	0	N	dark	
1196	fgenesh1_pg.C_chr_1000330	-1055.150192	-1055.150192	0	1	0	0	0.3482783	0	N	dark	
1388	fgenesh1_pg.C_chr_1000522	-1001.100891	-1001.100891	0	1	0	0	0.3482783	0	N	white	PF17963;
1420	fgenesh1_pg.C_chr_1000554	-2037.896573	-2037.896573	0	1	0	0	0.3482783	0	N	dark	
1436	fgenesh1_pg.C_chr_1000570	-2525.359732	-2525.359732	0	1	0	0	0.3482783	0	N	white	PF02415;PF00149;
1449	fgenesh1_pg.C_chr_1000583	-560.374597	-560.374597	0	1	0	0	0.3482783	0	N	dark	
1464	fgenesh1_pg.C_chr_1000598	-611.732322	-611.732322	0	1	0	0	0.3482783	0	N	dark	
1465	fgenesh1_pg.C_chr_1000599	-2706.220761	-2706.22076	-2e-06	1	0	0	0.3482783	0	N	white	PF07534;
1479	fgenesh1_pg.C_chr_1000613	-3420.638754	-3420.638689	-0.00013	1	0	0	0.3482783	0	N	white	PF02816;
1495	fgenesh1_pg.C_chr_1000629	-1434.323879	-1434.323879	0	1	0	0	0.3482783	0	N	white	PF05914;
1502	fgenesh1_pg.C_chr_1000636	-3208.621934	-3208.620825	-0.002218	1	0	0	0.3482783	0	N	dark	
1555	fgenesh1_pg.C_chr_1000689	-1807.550651	-1807.550651	0	1	0	0	0.3482783	0	N	dark	
1584	fgenesh1_pg.C_chr_1000718	-1048.276009	-1048.276009	0	1	0	0	0.3482783	0	N	white	PF00160;
1672	fgenesh1_pg.C_chr_1000806	-1859.145219	-1859.145216	-6e-06	1	0	0	0.3482783	0	N	white	PF03403;
1706	fgenesh1_pg.C_chr_1000840	-884.693366	-884.693366	0	1	0	0	0.3482783	0	N	dark	
1871	fgenesh1_pg.C_chr_1001005	-800.852993	-800.852992	-2e-06	1	0	0	0.3482783	0	N	dark	
1921	fgenesh1_pg.C_chr_1001055	-1245.360113	-1245.360113	0	1	0	0	0.3482783	0	N	white	PF08241;
1930	fgenesh1_pg.C_chr_1001064	-1246.276798	-1246.276798	0	1	0	0	0.3482783	0	N	dark	
1940	fgenesh1_pg.C_chr_1001074	-1417.81381	-1417.81381	0	1	0	0	0.3482783	0	N	dark	
1953	fgenesh1_pg.C_chr_1001087	-864.871097	-864.871097	0	1	0	0	0.3482783	0	N	dark	
1962	fgenesh1_pg.C_chr_1001096	-1052.42948	-1052.42948	0	1	0	0	0.3482783	0	N	white	PF01435;
2009	fgenesh1_pg.C_chr_1001143	-925.795318	-925.795318	0	1	0	0	0.3482783	0	N	dark	
2050	fgenesh1_pg.C_chr_2000005	-3207.093615	-3207.093614	-2e-06	1	0	0	0.3482783	0	N	dark	
2073	fgenesh1_pg.C_chr_2000028	-831.193126	-831.193126	0	1	0	0	0.3482783	0	N	dark	
2160	fgenesh1_pg.C_chr_2000115	-778.759782	-778.759782	0	1	0	0	0.3482783	0	N	white	PF04969;
2190	fgenesh1_pg.C_chr_2000145	-643.475538	-643.475538	0	1	0	0	0.3482783	0	N	dark	
2194	fgenesh1_pg.C_chr_2000149	-1857.679907	-1857.679907	0	1	0	0	0.3482783	0	N	white	PF03372;
2219	fgenesh1_pg.C_chr_2000174	-1435.063904	-1435.063904	0	1	0	0	0.3482783	0	N	white	PF00447;
2227	fgenesh1_pg.C_chr_2000182	-1172.128615	-1172.128615	0	1	0	0	0.3482783	0	N	white	PF12400;
2267	fgenesh1_pg.C_chr_2000222	-1681.139632	-1681.139632	0	1	0	0	0.3482783	0	N	dark	
2447	fgenesh1_pg.C_chr_2000402	-1596.84503	-1596.84503	0	1	0	0	0.3482783	0	N	dark	
2462	fgenesh1_pg.C_chr_2000417	-1236.649334	-1236.649334	0	1	0	0	0.3482783	0	N	dark	
2484	fgenesh1_pg.C_chr_2000439	-1534.857547	-1534.857546	-2e-06	1	0	0	0.3482783	0	N	dark	
2516	fgenesh1_pg.C_chr_2000471	-750.362314	-750.362314	0	1	0	0	0.3482783	0	N	dark	
2569	fgenesh1_pg.C_chr_2000524	-1648.168457	-1648.168456	-2e-06	1	0	0	0.3482783	0	N	white	PF13679;
2587	fgenesh1_pg.C_chr_2000542	-7248.016771	-7248.01677	-2e-06	1	0	0	0.3482783	0	N	white	PF10250;
2611	fgenesh1_pg.C_chr_2000566	-2634.234224	-2634.234222	-4e-06	1	0	0	0.3482783	0	N	dark	
2632	fgenesh1_pg.C_chr_2000587	-1396.926909	-1396.926909	0	1	0	0	0.3482783	0	N	dark	
2634	fgenesh1_pg.C_chr_2000589	-860.915497	-860.915497	0	1	0	0	0.3482783	0	N	dark	
2645	fgenesh1_pg.C_chr_2000600	-3189.405926	-3189.405881	-9e-05	1	0	0	0.3482783	0	N	dark	
2666	fgenesh1_pg.C_chr_2000621	-2531.653222	-2531.652784	-0.000876	1	0	0	0.3482783	0	N	dark	
