gene_id	protein_id
Sro573_g169040	CAB9513133.1
Sro573_g169050	CAB9513134.1
Sro573_g169060	CAB9513135.1
Sro573_g169070	CAB9513136.1
Sro573_g169080	CAB9513137.1
Sro574_g169090	CAB9513138.1
Sro574_g169100	CAB9513139.1
Sro574_g169110	CAB9513140.1
Sro574_g169120	CAB9513141.1
Sro574_g169130	CAB9513142.1
Sro574_g169140	CAB9513143.1
Sro574_g169150	CAB9513144.1
Sro574_g169160	CAB9513145.1
Sro574_g169170	CAB9513146.1
Sro574_g169180	CAB9513147.1
Sro574_g169190	CAB9513148.1
Sro574_g169200	CAB9513149.1
Sro574_g169210	CAB9513150.1
Sro574_g169220	CAB9513151.1
Sro574_g169230	CAB9513152.1
Sro574_g169240	CAB9513153.1
Sro574_g169250	CAB9513154.1
Sro574_g169260	CAB9513155.1
Sro574_g169270	CAB9513156.1
Sro575_g169280	CAB9513157.1
Sro575_g169290	CAB9513158.1
Sro575_g169300	CAB9513159.1
Sro575_g169310	CAB9513160.1
Sro575_g169320	CAB9513161.1
Sro575_g169330	CAB9513162.1
Sro575_g169340	CAB9513163.1
Sro575_g169350	CAB9513164.1
Sro575_g169360	CAB9513165.1
Sro575_g169370	CAB9513166.1
Sro575_g169380	CAB9513167.1
Sro575_g169390	CAB9513168.1
Sro575_g169400	CAB9513169.1
Sro575_g169410	CAB9513170.1
Sro575_g169420	CAB9513171.1
Sro575_g169430	CAB9513172.1
Sro575_g169440	CAB9513173.1
Sro576_g169450	CAB9513174.1
Sro576_g169460	CAB9513175.1
Sro576_g169470	CAB9513176.1
Sro576_g169480	CAB9513177.1
Sro576_g169490	CAB9513178.1
Sro576_g169500	CAB9513179.1
Sro576_g169510	CAB9513180.1
Sro576_g169520	CAB9513181.1
Sro576_g169530	CAB9513182.1
Sro576_g169540	CAB9513183.1
Sro576_g169550	CAB9513184.1
Sro576_g169560	CAB9513185.1
Sro576_g169570	CAB9513186.1
Sro576_g169580	CAB9513187.1
Sro576_g169590	CAB9513188.1
Sro577_g169600	CAB9513189.1
Sro577_g169610	CAB9513190.1
Sro577_g169620	CAB9513191.1
Sro577_g169630	CAB9513192.1
Sro577_g169640	CAB9513193.1
Sro577_g169650	CAB9513194.1
Sro577_g169660	CAB9513195.1
Sro577_g169670	CAB9513196.1
Sro577_g169680	CAB9513197.1
Sro577_g169690	CAB9513198.1
Sro577_g169700	CAB9513199.1
Sro577_g169710	CAB9513200.1
Sro577_g169720	CAB9513201.1
Sro577_g169730	CAB9513202.1
Sro577_g169740	CAB9513203.1
Sro577_g169750	CAB9513204.1
Sro578_g169760	CAB9513205.1
Sro578_g169770	CAB9513206.1
Sro578_g169780	CAB9513207.1
Sro578_g169790	CAB9513208.1
Sro578_g169800	CAB9513209.1
Sro578_g169810	CAB9513210.1
Sro578_g169820	CAB9513211.1
Sro578_g169830	CAB9513212.1
Sro578_g169840	CAB9513213.1
Sro578_g169850	CAB9513214.1
Sro578_g169860	CAB9513215.1
Sro578_g169870	CAB9513216.1
Sro578_g169880	CAB9513217.1
Sro578_g169890	CAB9513218.1
Sro579_g169900	CAB9513219.1
Sro579_g169910	CAB9513220.1
Sro579_g169920	CAB9513221.1
Sro579_g169930	CAB9513222.1
Sro579_g169940	CAB9513223.1
Sro579_g169950	CAB9513224.1
Sro579_g169960	CAB9513225.1
Sro579_g169970	CAB9513226.1
Sro579_g169980	CAB9513227.1
Sro579_g169990	CAB9513228.1
Sro579_g170000	CAB9513229.1
Sro579_g170010	CAB9513230.1
Sro579_g170020	CAB9513231.1
Sro579_g170030	CAB9513232.1
Sro579_g170040	CAB9513233.1
Sro579_g170050	CAB9513234.1
Sro57_g033080	CAB9499251.1
Sro57_g033090	CAB9499252.1
Sro57_g033100	CAB9499253.1
Sro57_g033110	CAB9499254.1
Sro57_g033120	CAB9499255.1
Sro57_g033121	CAB9499256.1
Sro57_g033130	CAB9499257.1
Sro57_g033131	CAB9499258.1
Sro57_g033140	CAB9499259.1
Sro57_g033150	CAB9499260.1
Sro57_g033160	CAB9499261.1
Sro57_g033170	CAB9499262.1
Sro57_g033180	CAB9499263.1
Sro57_g033190	CAB9499264.1
Sro57_g033200	CAB9499265.1
Sro57_g033210	CAB9499266.1
Sro57_g033220	CAB9499267.1
Sro57_g033230	CAB9499268.1
Sro57_g033240	CAB9499269.1
Sro57_g033250	CAB9499270.1
Sro57_g033260	CAB9499271.1
Sro57_g033261	CAB9499273.1
Sro57_g033270	CAB9499272.1
Sro57_g033280	CAB9499274.1
Sro57_g033290	CAB9499275.1
Sro57_g033300	CAB9499276.1
Sro57_g033310	CAB9499277.1
Sro57_g033320	CAB9499278.1
Sro57_g033330	CAB9499279.1
Sro57_g033340	CAB9499280.1
Sro57_g033350	CAB9499281.1
Sro57_g033360	CAB9499282.1
Sro57_g033370	CAB9499283.1
Sro57_g033380	CAB9499284.1
Sro57_g033390	CAB9499285.1
Sro57_g033400	CAB9499286.1
Sro57_g033410	CAB9499287.1
Sro57_g033420	CAB9499288.1
Sro57_g033430	CAB9499289.1
Sro57_g033440	CAB9499290.1
Sro57_g033450	CAB9499291.1
Sro57_g033460	CAB9499292.1
Sro57_g033470	CAB9499293.1
Sro57_g033480	CAB9499294.1
Sro57_g033490	CAB9499295.1
Sro57_g033500	CAB9499296.1
Sro57_g033510	CAB9499297.1
Sro57_g033520	CAB9499298.1
Sro57_g033530	CAB9499299.1
Sro57_g033540	CAB9499300.1
Sro580_g170060	CAB9513235.1
Sro580_g170070	CAB9513236.1
Sro580_g170080	CAB9513237.1
Sro580_g170090	CAB9513238.1
Sro580_g170100	CAB9513239.1
Sro580_g170110	CAB9513240.1
Sro580_g170120	CAB9513241.1
Sro580_g170130	CAB9513242.1
Sro580_g170140	CAB9513243.1
Sro580_g170150	CAB9513244.1
Sro580_g170160	CAB9513245.1
Sro580_g170170	CAB9513246.1
Sro580_g170180	CAB9513247.1
Sro580_g170190	CAB9513248.1
Sro581_g170200	CAB9513249.1
Sro581_g170210	CAB9513250.1
Sro581_g170220	CAB9513251.1
Sro581_g170230	CAB9513252.1
Sro581_g170240	CAB9513253.1
Sro581_g170250	CAB9513254.1
Sro581_g170260	CAB9513255.1
Sro581_g170270	CAB9513256.1
Sro581_g170280	CAB9513257.1
Sro581_g170290	CAB9513258.1
Sro581_g170300	CAB9513259.1
Sro581_g170310	CAB9513260.1
Sro581_g170320	CAB9513261.1
Sro581_g170330	CAB9513262.1
Sro581_g170340	CAB9513263.1
Sro581_g170350	CAB9513264.1
Sro581_g170360	CAB9513265.1
Sro581_g170370	CAB9513266.1
Sro581_g170380	CAB9513267.1
Sro581_g170390	CAB9513268.1
Sro582_g170400	CAB9513269.1
Sro582_g170410	CAB9513270.1
Sro582_g170420	CAB9513271.1
Sro582_g170430	CAB9513272.1
Sro582_g170440	CAB9513273.1
Sro582_g170450	CAB9513274.1
Sro582_g170460	CAB9513275.1
Sro582_g170470	CAB9513276.1
Sro582_g170480	CAB9513277.1
Sro582_g170490	CAB9513278.1
Sro582_g170500	CAB9513279.1
Sro582_g170510	CAB9513280.1
Sro582_g170520	CAB9513281.1
Sro582_g170530	CAB9513282.1
Sro582_g170540	CAB9513283.1
Sro582_g170550	CAB9513284.1
Sro582_g170560	CAB9513285.1
Sro582_g170570	CAB9513286.1
Sro583_g170580	CAB9513287.1
Sro583_g170590	CAB9513288.1
Sro583_g170600	CAB9513289.1
Sro583_g170610	CAB9513290.1
Sro583_g170620	CAB9513291.1
Sro583_g170630	CAB9513292.1
Sro583_g170640	CAB9513293.1
Sro583_g170650	CAB9513294.1
Sro583_g170660	CAB9513295.1
Sro583_g170670	CAB9513296.1
Sro583_g170680	CAB9513297.1
Sro583_g170690	CAB9513298.1
Sro583_g170700	CAB9513299.1
Sro583_g170710	CAB9513300.1
Sro583_g170720	CAB9513301.1
Sro583_g170730	CAB9513302.1
Sro584_g170740	CAB9513303.1
Sro584_g170750	CAB9513304.1
Sro584_g170760	CAB9513305.1
Sro584_g170761	CAB9513306.1
Sro584_g170770	CAB9513307.1
Sro584_g170780	CAB9513308.1
Sro584_g170781	CAB9513309.1
Sro584_g170790	CAB9513310.1
Sro584_g170800	CAB9513311.1
Sro584_g170810	CAB9513312.1
Sro584_g170820	CAB9513313.1
Sro584_g170830	CAB9513314.1
Sro584_g170840	CAB9513315.1
Sro584_g170850	CAB9513316.1
Sro584_g170860	CAB9513317.1
Sro584_g170870	CAB9513318.1
Sro584_g170880	CAB9513319.1
Sro584_g170890	CAB9513320.1
Sro584_g170900	CAB9513321.1
Sro585_g170910	CAB9513322.1
Sro585_g170920	CAB9513323.1
Sro585_g170930	CAB9513324.1
Sro585_g170940	CAB9513325.1
Sro585_g170950	CAB9513326.1
Sro585_g170960	CAB9513327.1
Sro585_g170970	CAB9513328.1
Sro585_g170980	CAB9513329.1
Sro585_g170990	CAB9513330.1
Sro585_g171000	CAB9513331.1
Sro585_g171010	CAB9513332.1
Sro585_g171020	CAB9513333.1
Sro585_g171030	CAB9513334.1
Sro585_g171040	CAB9513335.1
Sro585_g171041	CAB9513336.1
Sro585_g171050	CAB9513337.1
Sro585_g171060	CAB9513338.1
Sro585_g171070	CAB9513339.1
Sro585_g171080	CAB9513340.1
Sro585_g171090	CAB9513341.1
Sro585_g171100	CAB9513342.1
Sro586_g171110	CAB9513343.1
Sro586_g171120	CAB9513344.1
Sro586_g171130	CAB9513345.1
Sro586_g171140	CAB9513346.1
Sro586_g171150	CAB9513347.1
Sro586_g171160	CAB9513348.1
Sro586_g171170	CAB9513349.1
Sro586_g171180	CAB9513350.1
Sro586_g171190	CAB9513351.1
Sro586_g171200	CAB9513352.1
Sro586_g171210	CAB9513353.1
Sro586_g171220	CAB9513354.1
Sro586_g171230	CAB9513355.1
Sro587_g171240	CAB9513356.1
Sro587_g171250	CAB9513357.1
Sro587_g171260	CAB9513358.1
Sro587_g171270	CAB9513359.1
Sro587_g171280	CAB9513360.1
Sro587_g171290	CAB9513361.1
Sro587_g171300	CAB9513362.1
Sro587_g171310	CAB9513363.1
Sro587_g171320	CAB9513364.1
Sro587_g171330	CAB9513365.1
Sro587_g171340	CAB9513366.1
Sro587_g171350	CAB9513367.1
Sro587_g171360	CAB9513368.1
Sro587_g171370	CAB9513369.1
Sro587_g171380	CAB9513370.1
Sro587_g171390	CAB9513371.1
Sro587_g171400	CAB9513372.1
Sro587_g171410	CAB9513373.1
Sro588_g171420	CAB9513374.1
Sro588_g171430	CAB9513375.1
Sro588_g171440	CAB9513376.1
Sro588_g171450	CAB9513377.1
Sro588_g171460	CAB9513378.1
Sro588_g171470	CAB9513379.1
Sro588_g171480	CAB9513380.1
Sro588_g171490	CAB9513381.1
Sro588_g171500	CAB9513382.1
Sro588_g171510	CAB9513383.1
Sro588_g171520	CAB9513384.1
Sro588_g171530	CAB9513385.1
Sro588_g171540	CAB9513386.1
Sro588_g171550	CAB9513387.1
Sro588_g171560	CAB9513388.1
Sro588_g171570	CAB9513389.1
Sro588_g171580	CAB9513390.1
Sro588_g171590	CAB9513391.1
Sro588_g171600	CAB9513392.1
Sro589_g171610	CAB9513393.1
Sro589_g171620	CAB9513394.1
Sro589_g171630	CAB9513395.1
Sro589_g171640	CAB9513396.1
Sro589_g171650	CAB9513397.1
Sro589_g171660	CAB9513398.1
Sro589_g171670	CAB9513399.1
Sro589_g171680	CAB9513400.1
Sro589_g171690	CAB9513401.1
Sro589_g171700	CAB9513402.1
Sro589_g171710	CAB9513403.1
Sro589_g171720	CAB9513404.1
Sro589_g171730	CAB9513405.1
Sro589_g171740	CAB9513406.1
Sro589_g171750	CAB9513407.1
Sro589_g171760	CAB9513408.1
Sro589_g171770	CAB9513409.1
Sro589_g171780	CAB9513410.1
Sro589_g171790	CAB9513411.1
Sro589_g171800	CAB9513412.1
Sro589_g171810	CAB9513413.1
Sro589_g171820	CAB9513414.1
Sro589_g171830	CAB9513415.1
Sro589_g171840	CAB9513416.1
Sro589_g171850	CAB9513417.1
Sro589_g171860	CAB9513418.1
Sro58_g033550	CAB9499301.1
Sro58_g033560	CAB9499302.1
Sro58_g033570	CAB9499303.1
Sro58_g033580	CAB9499304.1
Sro58_g033590	CAB9499305.1
Sro58_g033600	CAB9499306.1
Sro58_g033610	CAB9499307.1
Sro58_g033620	CAB9499308.1
Sro58_g033630	CAB9499309.1
Sro58_g033640	CAB9499310.1
Sro58_g033650	CAB9499311.1
Sro58_g033660	CAB9499312.1
Sro58_g033670	CAB9499313.1
Sro58_g033680	CAB9499314.1
Sro58_g033690	CAB9499315.1
Sro58_g033700	CAB9499316.1
Sro58_g033710	CAB9499317.1
Sro58_g033720	CAB9499318.1
Sro58_g033721	CAB9499319.1
Sro58_g033730	CAB9499320.1
Sro58_g033740	CAB9499321.1
Sro58_g033750	CAB9499322.1
Sro58_g033760	CAB9499323.1
Sro58_g033770	CAB9499324.1
Sro58_g033780	CAB9499325.1
Sro58_g033790	CAB9499326.1
Sro58_g033800	CAB9499327.1
Sro58_g033810	CAB9499328.1
Sro58_g033820	CAB9499329.1
Sro58_g033830	CAB9499330.1
Sro58_g033840	CAB9499331.1
Sro58_g033850	CAB9499332.1
Sro58_g033860	CAB9499333.1
Sro58_g033870	CAB9499334.1
Sro58_g033880	CAB9499335.1
Sro58_g033890	CAB9499336.1
Sro58_g033900	CAB9499337.1
Sro58_g033910	CAB9499338.1
Sro58_g033920	CAB9499339.1
Sro58_g033930	CAB9499340.1
Sro58_g033940	CAB9499341.1
Sro58_g033950	CAB9499342.1
Sro590_g171870	CAB9513419.1
Sro590_g171880	CAB9513420.1
Sro590_g171890	CAB9513421.1
Sro590_g171900	CAB9513422.1
Sro590_g171910	CAB9513423.1
Sro590_g171920	CAB9513424.1
Sro590_g171930	CAB9513425.1
Sro590_g171940	CAB9513426.1
Sro590_g171950	CAB9513427.1
Sro591_g171960	CAB9513428.1
Sro591_g171970	CAB9513429.1
Sro591_g171980	CAB9513430.1
Sro591_g171981	CAB9513431.1
Sro591_g171990	CAB9513432.1
Sro591_g172000	CAB9513433.1
Sro591_g172001	CAB9513434.1
Sro591_g172010	CAB9513435.1
Sro591_g172020	CAB9513436.1
Sro591_g172030	CAB9513437.1
Sro591_g172040	CAB9513438.1
Sro591_g172050	CAB9513439.1
Sro591_g172060	CAB9513440.1
Sro591_g172070	CAB9513441.1
Sro591_g172080	CAB9513442.1
Sro591_g172090	CAB9513443.1
Sro591_g172100	CAB9513444.1
Sro591_g172110	CAB9513445.1
Sro592_g172120	CAB9513446.1
Sro592_g172130	CAB9513447.1
Sro592_g172140	CAB9513448.1
Sro592_g172150	CAB9513449.1
Sro592_g172160	CAB9513450.1
Sro592_g172170	CAB9513451.1
Sro592_g172180	CAB9513452.1
Sro592_g172190	CAB9513453.1
Sro592_g172200	CAB9513454.1
Sro592_g172210	CAB9513455.1
Sro593_g172220	CAB9513456.1
Sro593_g172221	CAB9513457.1
Sro593_g172230	CAB9513458.1
Sro593_g172240	CAB9513459.1
Sro593_g172250	CAB9513460.1
Sro593_g172260	CAB9513461.1
Sro593_g172270	CAB9513462.1
Sro593_g172280	CAB9513463.1
Sro593_g172290	CAB9513464.1
Sro593_g172300	CAB9513465.1
Sro593_g172310	CAB9513466.1
Sro593_g172320	CAB9513467.1
Sro593_g172321	CAB9513468.1
Sro593_g172330	CAB9513469.1
Sro593_g172340	CAB9513470.1
Sro593_g172350	CAB9513471.1
Sro593_g172360	CAB9513472.1
Sro594_g172370	CAB9513473.1
Sro594_g172380	CAB9513474.1
Sro594_g172390	CAB9513475.1
Sro594_g172400	CAB9513476.1
Sro594_g172410	CAB9513477.1
Sro594_g172420	CAB9513478.1
Sro594_g172430	CAB9513479.1
Sro594_g172440	CAB9513480.1
Sro594_g172450	CAB9513481.1
Sro594_g172460	CAB9513482.1
Sro594_g172470	CAB9513483.1
Sro594_g172480	CAB9513484.1
Sro594_g172481	CAB9513485.1
Sro594_g172490	CAB9513486.1
Sro594_g172500	CAB9513487.1
Sro594_g172510	CAB9513488.1
Sro594_g172520	CAB9513489.1
Sro594_g172530	CAB9513490.1
Sro594_g172540	CAB9513491.1
Sro594_g172550	CAB9513492.1
Sro594_g172560	CAB9513493.1
Sro595_g172570	CAB9513494.1
Sro595_g172580	CAB9513495.1
Sro595_g172590	CAB9513496.1
Sro595_g172600	CAB9513497.1
Sro595_g172610	CAB9513498.1
Sro595_g172620	CAB9513499.1
Sro595_g172630	CAB9513500.1
Sro595_g172640	CAB9513501.1
Sro595_g172650	CAB9513502.1
Sro595_g172660	CAB9513503.1
Sro595_g172670	CAB9513504.1
Sro595_g172680	CAB9513505.1
Sro595_g172690	CAB9513506.1
Sro595_g172700	CAB9513507.1
Sro595_g172710	CAB9513508.1
Sro595_g172720	CAB9513509.1
Sro596_g172730	CAB9513510.1
Sro596_g172740	CAB9513511.1
Sro596_g172750	CAB9513512.1
Sro596_g172760	CAB9513513.1
Sro596_g172770	CAB9513514.1
Sro596_g172780	CAB9513515.1
Sro596_g172790	CAB9513516.1
Sro596_g172800	CAB9513517.1
Sro596_g172810	CAB9513518.1
Sro596_g172820	CAB9513519.1
Sro596_g172830	CAB9513520.1
Sro596_g172840	CAB9513521.1
Sro596_g172850	CAB9513522.1
Sro596_g172860	CAB9513523.1
Sro596_g172870	CAB9513524.1
Sro596_g172880	CAB9513525.1
Sro596_g172890	CAB9513526.1
Sro596_g172900	CAB9513527.1
Sro597_g172901	CAB9513528.1
Sro597_g172910	CAB9513529.1
Sro597_g172920	CAB9513530.1
Sro598_g172930	CAB9513531.1
Sro598_g172940	CAB9513532.1
Sro598_g172950	CAB9513533.1
Sro598_g172960	CAB9513534.1
Sro598_g172970	CAB9513535.1
Sro598_g172980	CAB9513536.1
Sro598_g172981	CAB9513537.1
Sro598_g172990	CAB9513538.1
Sro598_g173000	CAB9513539.1
Sro598_g173010	CAB9513540.1
Sro598_g173020	CAB9513541.1
Sro598_g173030	CAB9513542.1
Sro598_g173040	CAB9513543.1
Sro598_g173050	CAB9513544.1
Sro598_g173060	CAB9513545.1
Sro598_g173070	CAB9513546.1
Sro598_g173080	CAB9513547.1
Sro598_g173090	CAB9513548.1
Sro598_g173100	CAB9513549.1
Sro598_g173110	CAB9513550.1
Sro599_g173120	CAB9513551.1
Sro599_g173130	CAB9513552.1
Sro599_g173140	CAB9513553.1
Sro599_g173150	CAB9513554.1
Sro599_g173160	CAB9513555.1
Sro599_g173170	CAB9513556.1
Sro599_g173180	CAB9513557.1
Sro599_g173190	CAB9513558.1
Sro599_g173200	CAB9513559.1
Sro599_g173210	CAB9513560.1
Sro599_g173220	CAB9513561.1
Sro599_g173230	CAB9513562.1
Sro599_g173250	CAB9513563.1
Sro599_g173260	CAB9513564.1
Sro599_g173270	CAB9513565.1
Sro599_g173280	CAB9513566.1
Sro599_g173290	CAB9513567.1
Sro599_g173300	CAB9513568.1
Sro599_g173310	CAB9513569.1
Sro599_g173320	CAB9513570.1
Sro599_g173330	CAB9513571.1
Sro59_g033960	CAB9499343.1
Sro59_g033970	CAB9499344.1
Sro59_g033980	CAB9499345.1
Sro59_g033990	CAB9499346.1
Sro59_g034000	CAB9499347.1
Sro59_g034010	CAB9499348.1
Sro59_g034020	CAB9499349.1
Sro59_g034030	CAB9499350.1
Sro59_g034040	CAB9499351.1
Sro59_g034050	CAB9499352.1
Sro59_g034060	CAB9499353.1
Sro59_g034070	CAB9499354.1
Sro59_g034080	CAB9499355.1
Sro59_g034090	CAB9499356.1
Sro59_g034100	CAB9499357.1
Sro59_g034110	CAB9499358.1
Sro59_g034120	CAB9499359.1
Sro59_g034130	CAB9499360.1
Sro59_g034140	CAB9499361.1
Sro59_g034150	CAB9499362.1
Sro59_g034160	CAB9499363.1
Sro59_g034170	CAB9499364.1
Sro59_g034180	CAB9499365.1
Sro59_g034190	CAB9499366.1
Sro59_g034200	CAB9499367.1
Sro59_g034210	CAB9499368.1
Sro59_g034220	CAB9499369.1
Sro59_g034230	CAB9499370.1
Sro59_g034240	CAB9499371.1
Sro59_g034250	CAB9499372.1
Sro59_g034260	CAB9499373.1
Sro59_g034270	CAB9499374.1
Sro59_g034280	CAB9499375.1
Sro59_g034290	CAB9499376.1
Sro59_g034300	CAB9499377.1
Sro59_g034310	CAB9499378.1
Sro59_g034330	CAB9499379.1
Sro59_g034340	CAB9499380.1
Sro59_g034350	CAB9499381.1
Sro59_g034360	CAB9499382.1
Sro59_g034370	CAB9499383.1
Sro59_g034380	CAB9499384.1
Sro59_g034390	CAB9499385.1
Sro59_g034400	CAB9499386.1
Sro59_g034410	CAB9499387.1
Sro59_g034420	CAB9499388.1
Sro59_g034430	CAB9499389.1
Sro59_g034440	CAB9499390.1
Sro59_g034450	CAB9499391.1
Sro5_g003910	CAB9496416.1
Sro5_g003920	CAB9496417.1
Sro5_g003930	CAB9496418.1
Sro5_g003940	CAB9496419.1
Sro5_g003950	CAB9496420.1
Sro5_g003960	CAB9496421.1
Sro5_g003970	CAB9496422.1
Sro5_g003980	CAB9496423.1
Sro5_g003990	CAB9496424.1
Sro5_g004000	CAB9496425.1
Sro5_g004010	CAB9496426.1
Sro5_g004020	CAB9496427.1
Sro5_g004030	CAB9496428.1
Sro5_g004040	CAB9496429.1
Sro5_g004050	CAB9496430.1
Sro5_g004060	CAB9496431.1
Sro5_g004070	CAB9496432.1
Sro5_g004080	CAB9496433.1
Sro5_g004090	CAB9496434.1
Sro5_g004100	CAB9496435.1
Sro5_g004110	CAB9496436.1
Sro5_g004120	CAB9496437.1
Sro5_g004130	CAB9496438.1
Sro5_g004140	CAB9496439.1
Sro5_g004150	CAB9496440.1
Sro5_g004151	CAB9496441.1
Sro5_g004160	CAB9496442.1
Sro5_g004170	CAB9496443.1
Sro5_g004180	CAB9496444.1
Sro5_g004190	CAB9496445.1
Sro5_g004200	CAB9496446.1
Sro5_g004210	CAB9496447.1
Sro5_g004220	CAB9496448.1
Sro5_g004230	CAB9496449.1
Sro5_g004240	CAB9496450.1
Sro5_g004250	CAB9496451.1
Sro5_g004260	CAB9496452.1
Sro5_g004270	CAB9496453.1
Sro5_g004280	CAB9496454.1
Sro5_g004290	CAB9496455.1
Sro5_g004300	CAB9496456.1
Sro5_g004310	CAB9496457.1
Sro5_g004320	CAB9496458.1
Sro5_g004330	CAB9496459.1
Sro5_g004340	CAB9496460.1
Sro5_g004350	CAB9496461.1
Sro5_g004360	CAB9496462.1
Sro5_g004370	CAB9496463.1
Sro5_g004380	CAB9496464.1
Sro5_g004390	CAB9496465.1
Sro5_g004400	CAB9496466.1
Sro5_g004410	CAB9496467.1
Sro5_g004420	CAB9496468.1
Sro5_g004430	CAB9496469.1
Sro5_g004440	CAB9496470.1
Sro5_g004450	CAB9496471.1
Sro5_g004460	CAB9496472.1
Sro5_g004470	CAB9496473.1
Sro5_g004480	CAB9496474.1
Sro5_g004490	CAB9496475.1
Sro5_g004500	CAB9496476.1
Sro5_g004510	CAB9496477.1
Sro5_g004520	CAB9496478.1
Sro5_g004530	CAB9496479.1
Sro5_g004540	CAB9496480.1
Sro5_g004550	CAB9496481.1
Sro5_g004560	CAB9496482.1
Sro5_g004570	CAB9496483.1
Sro5_g004580	CAB9496484.1
Sro5_g004590	CAB9496485.1
Sro5_g004600	CAB9496486.1
Sro5_g004610	CAB9496487.1
Sro5_g004620	CAB9496488.1
Sro5_g004630	CAB9496489.1
Sro5_g004640	CAB9496490.1
Sro5_g004650	CAB9496491.1
Sro5_g004660	CAB9496492.1
Sro5_g004670	CAB9496493.1
Sro5_g004680	CAB9496494.1
Sro5_g004690	CAB9496495.1
Sro5_g004700	CAB9496496.1
Sro5_g004710	CAB9496497.1
Sro5_g004720	CAB9496498.1
Sro5_g004730	CAB9496499.1
Sro5_g004740	CAB9496500.1
Sro5_g004750	CAB9496501.1
Sro5_g004751	CAB9496502.1
Sro5_g004760	CAB9496503.1
Sro5_g004770	CAB9496504.1
Sro5_g004780	CAB9496505.1
Sro5_g004790	CAB9496506.1
Sro5_g004800	CAB9496507.1
Sro600_g173340	CAB9513572.1
Sro600_g173341	CAB9513573.1
Sro600_g173350	CAB9513574.1
Sro600_g173360	CAB9513575.1
Sro600_g173370	CAB9513576.1
Sro600_g173380	CAB9513577.1
Sro600_g173390	CAB9513578.1
Sro600_g173400	CAB9513579.1
Sro600_g173410	CAB9513580.1
Sro600_g173420	CAB9513581.1
Sro601_g173430	CAB9513582.1
Sro601_g173440	CAB9513583.1
Sro601_g173450	CAB9513584.1
Sro601_g173460	CAB9513585.1
Sro601_g173470	CAB9513586.1
Sro601_g173480	CAB9513587.1
Sro601_g173490	CAB9513588.1
Sro601_g173500	CAB9513589.1
Sro601_g173510	CAB9513590.1
Sro601_g173520	CAB9513591.1
Sro601_g173530	CAB9513592.1
Sro601_g173540	CAB9513593.1
Sro601_g173541	CAB9513594.1
Sro601_g173550	CAB9513595.1
Sro601_g173560	CAB9513596.1
Sro601_g173570	CAB9513597.1
Sro601_g173580	CAB9513598.1
Sro601_g173590	CAB9513599.1
Sro601_g173600	CAB9513600.1
Sro601_g173610	CAB9513601.1
Sro601_g173620	CAB9513602.1
Sro601_g173630	CAB9513603.1
Sro601_g173640	CAB9513604.1
Sro601_g173650	CAB9513605.1
Sro602_g173660	CAB9513606.1
Sro602_g173670	CAB9513607.1
Sro602_g173680	CAB9513608.1
Sro602_g173690	CAB9513609.1
Sro602_g173700	CAB9513610.1
Sro602_g173710	CAB9513611.1
Sro602_g173720	CAB9513612.1
Sro602_g173730	CAB9513613.1
Sro602_g173740	CAB9513614.1
Sro602_g173750	CAB9513615.1
Sro602_g173760	CAB9513616.1
Sro602_g173770	CAB9513617.1
Sro602_g173780	CAB9513618.1
Sro602_g173790	CAB9513619.1
Sro602_g173800	CAB9513620.1
Sro602_g173810	CAB9513621.1
Sro603_g173820	CAB9513622.1
Sro603_g173830	CAB9513623.1
Sro603_g173860	CAB9513624.1
Sro603_g173870	CAB9513625.1
Sro603_g173880	CAB9513626.1
Sro603_g173890	CAB9513627.1
Sro603_g173900	CAB9513628.1
Sro603_g173910	CAB9513629.1
Sro603_g173920	CAB9513630.1
Sro603_g173930	CAB9513631.1
Sro603_g173940	CAB9513632.1
Sro603_g173950	CAB9513633.1
Sro603_g173960	CAB9513634.1
Sro603_g173970	CAB9513635.1
Sro603_g173980	CAB9513636.1
Sro603_g173990	CAB9513637.1
Sro603_g174000	CAB9513638.1
Sro603_g174010	CAB9513639.1
Sro603_g174020	CAB9513640.1
Sro603_g174030	CAB9513641.1
Sro603_g174040	CAB9513642.1
Sro603_g174050	CAB9513643.1
Sro604_g174060	CAB9513644.1
Sro604_g174070	CAB9513645.1
Sro604_g174080	CAB9513646.1
Sro604_g174090	CAB9513647.1
Sro604_g174100	CAB9513648.1
Sro604_g174110	CAB9513649.1
Sro604_g174120	CAB9513650.1
Sro604_g174130	CAB9513651.1
Sro604_g174140	CAB9513652.1
Sro604_g174150	CAB9513653.1
Sro604_g174160	CAB9513654.1
Sro604_g174170	CAB9513655.1
Sro604_g174180	CAB9513656.1
Sro604_g174190	CAB9513657.1
Sro605_g174200	CAB9513658.1
Sro605_g174210	CAB9513659.1
Sro605_g174220	CAB9513660.1
Sro605_g174230	CAB9513661.1
Sro605_g174240	CAB9513662.1
Sro605_g174260	CAB9513663.1
Sro605_g174270	CAB9513664.1
Sro605_g174280	CAB9513665.1
Sro605_g174290	CAB9513666.1
Sro605_g174300	CAB9513667.1
Sro605_g174310	CAB9513668.1
Sro605_g174320	CAB9513669.1
Sro605_g174330	CAB9513670.1
Sro605_g174340	CAB9513671.1
Sro605_g174350	CAB9513672.1
Sro605_g174360	CAB9513673.1
Sro605_g174370	CAB9513674.1
Sro605_g174380	CAB9513675.1
Sro605_g174390	CAB9513676.1
